Title,Description,HTML,Download,Service
</tr><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/whiteside/spw-jp2WHITESIDE.zip"">Whiteside</a> <br/><small>5.56 GB</small></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/williamson/spw-jp2WILLIAMSON.zip"">p Williamson</a> <br/><small>389 MB</small></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/winnebago/spw-jp2WINNEBAGO.zip"">Winnebago</a> <br/><small>4.28 GB</small></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/woodford/spw-jp2WOODFORD.zip"">Woodford</a> <br/><small>4.74 GB</small></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/woodford-5/spw-jp2WOODFORD-5.zip"">Woodford (.5 ft)</a> <br/><small>4.46 GB</small></td>
<td align=""center""> </td>
<td align=""center""> </td>
</tr></tbody></table><p align=""center"">Zip files that contain the partial counties along the SPCS East/West zone boundary are highlited above and have a ""p"" in front of their name.</p>
<p align=""center""> </p>
<h2 align=""center"" style=""text-align: left;""><a id=""tile"" name=""tile""></a>Tile Indexes</h2>
<p>Tile indexes for the 2011 Orthophotography are presented in Esri shapefile format. Shapefiles are actually a set of several files. The files that make up a shapefile are contained in Zip file bundles for easier download. State Plane Coordinate System (SPCS) file naming conventions are based on data tile coordinates.</p>
<dl><dt>  Index .zip file bundles contain:</dt>
<dd>&lt;filename&gt;.dbf - attribute format; columnar attributes for each shape, in dBase IV format</dd>
<dd>&lt;filename&gt;.prj - projection format; the coordinate system and projection information, a plain text file describing the projection using well-known text format</dd>
<dd>&lt;filename&gt;.sbn - a spatial index of the features</dd>
<dd>&lt;filename&gt;.sbx - a spatial index of the features</dd>
<dd>&lt;filename&gt;.shp - shape format; the feature geometry itself</dd>
<dd>&lt;filename&gt;.shp.xml - multiple JPEG 2000 compressed images from entire county</dd>
<dd>&lt;filename&gt;.shx - shape index format; a positional index of the feature geometry to allow seeking forwards and backwards quickly</dd>
</dl><h2>State Plane Coordinate System Illinois East and West Zone Tile Indexes</h2>
<p>County tile indexes created by merging the county index shapefiles into single zone shapefiles.</p>
<p>Download Tile Index Shapefiles - Statewide by Zone and Scale</p>
<table align=""center"" border=""1"" cellpadding=""2"" cellspacing=""1""><tbody><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPE_5000.zip"">SPCS East zone (5000 ft x 5000 ft)</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPE_10000.zip"">SPCS East zone (10000 ft x 10000 ft)</a></td>
</tr><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPW_5000.zip"">SPCS West zone (5000 ft x 5000 ft)</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPW_10000.zip"">SPCS West zone (10000 ft x 10000 ft)</a></td>
</tr></tbody></table><p> </p>
<h2>County Tile Indexes</h2>
<p>Each county Zip file bundle consists of the files that build an Esri shapefile representing the location of data tiles found in that projection of the county. Each county has a buffer of tiles around it to ensure full county coverage. Thirty-four Illinois counties are situated along the Illinois State Plane Coordinate System, West and East zone boundary. These counties contain data tiles that are available in both projections along the boundary area of that county. The Zip files that contain the partial counties along the SPCS East/West zone boundary are noted with a ""p"" in front of their name and are highlighted in the table below.</p>
<h3>Download SPCS East zone (SPE) Orthophoto Tile Index Shapefiles by County</h3>
<table align=""center"" border=""1"" cellpadding=""2"" cellspacing=""1""><tbody><tr><td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_BOND.zip"">p Bond</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_BOONE.zip"">Boone</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_BUREAU.zip"">p Bureau</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_CHAMPAIGN.zip"">Champaign</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_CHRISTIAN.zip"">p Christian</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_CLARK.zip"">Clark</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_CLAY.zip"">Clay</a></td>
</tr><tr><td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_CLINTON.zip"">p Clinton</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_COLES.zip"">Coles</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_CRAWFORD.zip"">Crawford</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_CUMBERLAND.zip"">Cumberland</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_DEKALB.zip"">De Kalb</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_DEWITT.zip"">DeWitt</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_DOUGLAS.zip"">Douglas</a></td>
</tr><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_EDGAR.zip"">Edgar</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_EDWARDS.zip"">Edwards</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_EFFINGHAM.zip"">Effingham</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_FAYETTE.zip"">Fayette</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_FORD.zip"">Ford</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_FRANKLIN.zip"">Franklin</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_GALLATIN.zip"">Gallatin</a></td>
</tr><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_GRUNDY.zip"">Grundy</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_HAMILTON.zip"">Hamilton</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_HARDIN.zip"">Hardin</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_IROQUOIS.zip"">Iroquois</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_JACKSON.zip"">p Jackson</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_JASPER.zip"">Jasper</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_JEFFERSON.zip"">Jefferson</a></td>
</tr><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_JOHNSON.zip"">Johnson</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_KANKAKEE.zip"">Kankakee</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_LASALLE.zip"">La Salle</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_LAWRENCE.zip"">Lawrence</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_LEE.zip"">p Lee</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_LIVINGSTON.zip"">Livingston</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_LOGAN.zip"">p Logan</a></td>
</tr><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_MACON.zip"">Macon</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_MARION.zip"">Marion</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_MARSHALL.zip"">p Marshall</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_MASSAC.zip"">Massac</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_MCLEAN.zip"">McLean</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_MONTGOMERY.zip"">p Montgomery</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_MOULTRIE.zip"">Moultrie</a></td>
</tr><tr><td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_OGLE.zip"">p Ogle</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_PERRY.zip"">p Perry</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_PIATT.zip"">Piatt</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_POPE.zip"">Pope</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_PULASKI.zip"">p Pulaski</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_PUTNAM.zip"">p Putnam</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_RICHLAND.zip"">Richland</a></td>
</tr><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_SALINE.zip"">Saline</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/Sangamon_Index_SP_East.zip"">p Sangamon (.5 ft)</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_SHELBY.zip"">Shelby</a></td>
<td align=""center"" bgcolor=""moccasin"" colspan=""2""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/Tazewell-Woodford_Index_SP_East.zip"">p Tazewell &amp; Woodford (.5 ft)</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_UNION.zip"">p Union</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_VERMILION.zip"">Vermilion</a></td>
</tr><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_WABASH.zip"">Wabash</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_WASHINGTON.zip"">p Washington</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_WAYNE.zip"">Wayne</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_WHITE.zip"">White</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_WILLIAMSON.zip"">Williamson</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_WINNEBAGO.zip"">p Winnebago</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spe/indexes/SPCS_IL_East_Tile_Layout_WOODFORD.zip"">p Woodford</a></td>
</tr></tbody></table><p> </p>
<h3>Download SPCS West zone (SPW) Orthophoto Tile Index Shapefiles by County</h3>
<table align=""center"" border=""1"" cellpadding=""2"" cellspacing=""1""><tbody><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_ADAMS.zip"">Adams</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_ALEXANDER.zip"">Alexander</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_BOND.zip"">Bond</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_BOONE.zip"">p Boone</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_BROWN.zip"">Brown</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_BUREAU.zip"">Bureau</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_CALHOUN.zip"">Calhoun</a></td>
</tr><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_CARROLL.zip"">Carroll</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_CASS.zip"">Cass</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_CHRISTIAN.zip"">Christian</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_CLINTON.zip"">Clinton</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_DEKALB.zip"">p De Kalb</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_DEWITT.zip"">p DeWitt</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_FAYETTE.zip"">p Fayette</a></td>
</tr><tr><td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_FRANKLIN.zip"">p Franklin</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_FULTON.zip"">Fulton</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_GREENE.zip"">Greene</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_HANCOCK.zip"">Hancock</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_HENDERSON.zip"">Henderson</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_HENRY.zip"">Henry</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_JACKSON.zip"">Jackson</a></td>
</tr><tr><td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_JEFFERSON.zip"">p Jefferson</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_JERSEY.zip"">Jersey</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_JODAVIESS.zip"">JoDaviess</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_JOHNSON.zip"">p Johnson</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_KNOX.zip"">Knox</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_LASALLE.zip"">p La Salle</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_LEE.zip"">Lee</a></td>
</tr><tr><td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_LIVINGSTON.zip"">p Livingston</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_LOGAN.zip"">Logan</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_MACON.zip"">p Macon</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_MACOUPIN.zip"">Macoupin</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_MADISON.zip"">Madison</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_MARION.zip"">p Marion</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_MARSHALL.zip"">Marshall</a></td>
</tr><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_MASON.zip"">Mason</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_MASSAC.zip"">p Massac</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_MCDONOUGH.zip"">McDonough</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_MCLEAN.zip"">p McLean</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_MENARD.zip"">Menard</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_MERCER.zip"">Mercer</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_MONROE.zip"">Monroe</a></td>
</tr><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_MONTGOMERY.zip"">Montgomery</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_MORGAN.zip"">Morgan</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_OGLE.zip"">Ogle</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_PEORIA.zip"">Peoria</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_PERRY.zip"">Perry</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_PIKE.zip"">Pike</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_PULASKI.zip"">Pulaski</a></td>
</tr><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_PUTNAM.zip"">Putnam</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_RANDOLPH.zip"">Randolph</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_ROCKISLAND.zip"">Rock Island</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/Sangamon_Index_SP_West.zip"">Sangamon (.5 ft)</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_SCHUYLER.zip"">Schuyler</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_SCOTT.zip"">Scott</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_SHELBY.zip"">p Shelby</a></td>
</tr><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_STARK.zip"">Stark</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_STCLAIR.zip"">St. Clair</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_STEPHENSON.zip"">Stephenson</a></td>
<td align=""center"" colspan=""2""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/Tazewell-Woodford_Index_SP_West.zip"">Tazewell &amp; Woodford (.5 ft)</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_UNION.zip"">Union</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_WARREN.zip"">Warren</a></td>
</tr><tr><td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_WASHINGTON.zip"">Washington</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_WHITESIDE.zip"">Whiteside</a></td>
<td align=""center"" bgcolor=""moccasin""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_WILLIAMSON.zip"">p Williamson</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_WINNEBAGO.zip"">Winnebago</a></td>
<td align=""center""><a href=""https://clearinghouse.isgs.illinois.edu/idot2011/spw/indexes/SPCS_IL_West_Tile_Layout_WOODFORD.zip"">Woodford</a></td>
<td align=""center""> </td>
<td align=""center""> </td>
</tr></tbody></table><p style=""text-align: center;""> Zip files that contain the partial counties along the SPCS East/West zone boundary are highlited above and have a ""p"" in front of their name.</p>
</div></div></div></div>","<div class=""fieldset-wrapper""><div class=""field field-name-field-data-viewer-link field-type-link-field field-label-hidden view-mode-full""><div class=""field-items""><div class=""field-item even""><a class=""viewer"" href=""https://data.isgs.illinois.edu/arcgis/rest/services/Imagery/IDOT_2011/ImageServer"" target=""_blank"">https://data.isgs.illinois.edu/arcgis/rest/services/Imagery/IDOT_2011/ImageServer</a></div></div></div></div>"
