Filename,DatasetURI,Title,Description,Originator,Publisher,Date_Issued,Temporal,Geom_type,Geom2,West,East,North,South,Format,Thumbnail,Keywords,Place
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/trans_transit_stops/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-trans-transit-stops,Transit Stops,"The Transit Stops layer contains over 18,000 active and inactive transit stops in the Twin Cities seven county metropolitan area.  Stops where boarding and/or alighing occurs are flagged in the busstop_yn field.

The dataset includes attributes from the primary transit stop database maintained for Metro Transit and for customer information for other transit provider transit services.  The locations are mapped referencing NCompass Technologies Inc. street centerline network along with streets generated internally at Metro Transit.",Metropolitan Council - Metro Transit,Metropolitan Council - Metro Transit,20120123,Updated Weekly,undefined,undefined,-94.012,-92.732,45.415,44.471,undefined,undefined,"[u'transit, buses, bus stops, transportation']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County ']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/trans_transit_support_facilities/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-trans-transit-support-facilities,Transit Support Facilities,"The Transit Support Facility dataset includes facilties used to support transit operations.  These are facilities are not typically used by the general public.  This facility uses have been categorized as administrative, garage, police, rail and store.",Metropolitan Council - Metro Transit,Metropolitan Council,20130718,20130718,point shapes,ArcGIS version 9x,-94.012,-92.732,45.415,44.471,ArcView Shape files,undefined,"[u'transit centers, transit system, buses, Metro Transit, transportation, transfer, bus stops']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/trans_transit_taxing_district/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-trans-transit-taxing-district,Transit Taxing District,"NOTE:  As part of the Omnibus Tax Bill which was listed as 2001 Special Session, Chapter 5, the transit taxing district is no longer used for tax assessment purposes.

NOTE: As of November 6, 2012 this boundary has changed due to boundary adjustment between Prior Lake and Spring Lake Township

The transit taxing district was the area in which all taxable property was assessed a tax to be used for payment of transit and paratransit services per Minn. Stat. 473.446.  This area was comprised of whole cities, townships and unorganized territories.

While the Transit Taxing District has not changed since 2001, additional communities have agreed to levy for transit capital, beginning in 2009.  For this reason, a new dataset was created and  is referred to as the Transit Capital Levy Communities.  For the most accurate list of communities that participate in the transit capital levy, please consult this dataset since the legislatively defined boundary has not changed but the communities that participate in transit capital levy have changed.",Metropolitan Council,Metropolitan Council,unpublished material,20180101,,ArcGIS 9x,-93.697348,-92.760689,45.240721,44.627016,Shapefile,undefined,"[u'transit taxing district, transit system, buses, Metro Transit, administrative boundaries, Transit Capita lLevy Communities']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/trans_transitway_alignments/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-trans-transitway-alignments,Transitway Alignments,"This dataset depicts the alignment of all existing transitway alignments. Transitways include light rail, commuter rail and Bus Rapid Transit (BRT) alignments.   The geography was created by using heads-up digitizing referencing aerial photography.",Metropolitan Council - Metro Transit,Metropolitan Council - Metro Transit,20160603,20160603,arcs,,-93.271,-93.197,44.979,44.855,Shape file,undefined,"[u'Light Rail Transit, transit, transporation, buses, Red Line, Blue Line, Northstar Commuter Rail, Green Line, ABRT, A Line']","[u'Twin Cities, Hennepin County, City of Minneapolis, City of Bloomington, Unorganized Territory of Fort Snelling, MSP, Minneapolis-St. Paul International Airport']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/trans_transitway_platforms/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-trans-transitway-platforms,Transitway  Platforms,This dataset depicts the areas of the Transitway boarding platforms.  The geography was created referencing CAD drawings for the Northstar platforms and by heads-up digitizing platforms for Blue and Green Line Platforms.,Metropolitan Council,Metropolitan Council,20140611,20140611,arcs,,-93.729981,-93.246157,45.331911,44.980625,Shape file,undefined,"[u'Commuter rail, Northstar, stations, light rail transit, Transit, transporation, buses, bus rapid transit, BRT, Green Line, Blue Line, Red Line']","[u'Twin Cities, Hennepin County, Anoka county, City of Anoka, City of Coon Rapids, City of Fridley, City of Elk River, City of Big Lake, Sherburne County, Anoka County, City of Minneapolis']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/trans_transitway_stations/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-trans-transitway-stations,Transitway Stations,This dataset depicts the location of  Transitway Stations.  The point dataset was created by using heads-up digitizing referencing aerial photography.,Metropolitan Council - Metro Transit,Metropolitan Council - Metro Transit,20160603,20160603,"points, polygons",,-94.012,-92.732,45.415,44.471,ArcView Shape File,none available,"[u'transit, light rail, commuter rail, bus stops, transportation, Green Line, Blue Line, Red Line, Northstar, LRT, BRT, ABRT, A Line']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/util_liftstations/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-util-liftstations,Lift Stations,"This layer contains data related to Lift Station point features for the sewer interceptor system in the Twin Cities metropolitan area.  Owned, operated and maintained by the Metropolitan Council Environmental Services division, the interceptor system provides the link from community sewer systems to the wastewater treatment facilities in the seven county metropolitan area.",Metropolitan Council,Metropolitan Council,periodically revised,20180409,Point,ArcGIS Version 9.3,-94.012,-92.732,45.415,44.471,ArcGIS Shape files,undefined,"[u'manholes, maintenance holes, meters, lift stations, sewer, sewers, waste water, sewage, sewerage, sewer interceptors, sewer systems, utilities, pump stations, wells, wet well, dry well']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/util_meters/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-util-liftstations,Flow Meters,This layer contains data related to meter point features for the sewer interceptor system in the Twin Cities metropolitan area.,Metropolitan Council,Metropolitan Council,periodically revised,20180409,Point,ArcGIS Version 9.3,-94.012,-92.732,45.415,44.471,ArcGIS Shape files,undefined,"[u'manholes, maintenance holes, meters, lift stations, sewer, sewers, waste water, sewage, sewerage, sewer interceptors, sewer systems, utilities, pump stations']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/util_sewer_interceptors_abnd/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-util-sewer-interceptors-abnd,Abandoned Sewer Interceptor System (Limited Attributes),"This layer contains data for the sewer interceptor system in the Twin Cities metropolitan area.  Owned, operated and maintained by the Metropolitan Council Environmental Services division, the interceptor system provides the link from community sewer systems to the wastewater treatment facilities in the seven county metropolitan area.",Metropolitan Council,Metropolitan Council,20170501,20161014,"arcs, nodes",ArcGIS 9x,-94.012,-92.732,45.415,44.471,ArcView Shape files,undefined,"[u'sewer, sewers, waste water, sewage, sewerage, sewer interceptors, sewer systems, utilites']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/water_ave_anual_gwtr_recharge/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-water-ave-anual-gwtr-recharge,Average Annual Groundwater Recharge,"This dataset contains long-term average (1975-2003) annual recharge estimates for the seven-county Twin Cities metropolitan area. Values are in inches per year. Recharge was estimated using a daily soil-water balance (SWB) model developed by the Wisconsin Geological and Natural History Survey in conjuction with a regional groundwater flow model developed for the Twin Cities metropolitan area. This dataset was developed by Barr Engineering Company for the Metropolitan Council to support the development of the Twin Cities metropolitan area regional groundwater flow model (Metro Model 2).

More information about this process is provided in the 2009 Metropolitan Council report 'Twin Cities Metropolitan Area Regional Groundwater Flow Model Version 2.00 - Technical Report in Support of the Metropolitan Area Master Water Supply Plan', which is available online at www.metrocouncil.org/environment/WaterSupply/metrogroundwatermodeldatasets.htm.",Barr Engineering Company,Metropolitan Council,unpublished material,20090326,undefined,Microsoft Windows XP Version 5.1 (Build 2600) Service Pack 2; ESRI ArcCatalog 9.2.1.1332,-94.012,-92.732,45.415,44.471,Arc Grid,None available,"[u'recharge, twin cities, groundwater, model']","[u'Twin Cities, Minneapolis, St Paul']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/water_high_potential_interaction/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-water-high-potential-interaction,High Potential Interaction,"This dataset illustrates areas where withdrawals from a major aquifer may directly impact surface water features. The dataset was created based on regional-scale surficial geology, quaternary sub-surface, bedrock geology , and potentiometric (water level) data.",Metropolitan Council,Metropolitan Council,20070101,20070101,,,-94.012,-92.732,45.415,44.471,Shapefile,undefined,"[u'water supply planning, surface water, groundwater, interaction, pumping']","[u'Twin Cities metropolitan area, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County, Minnesota']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/water_lakes_rivers/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-water-lakes-rivers,Lakes and Rivers - Open Water Features,"This layer depicts open water features for lakes and rivers. The geography was initially created from the open water features depicted in the 2005 Generalized Land Use dataset developed by the Metropolitan Council. It is being updated over time with data from a variety of sources. It includes lakes larger than 3 acres and rivers wider than 200 feet. It may also include some smaller open water features as needed by the Metropolitan Council, including all lakes in the Council's lake monitoirng program. This layer does not depict the satutory Ordinary High Water Level of lakes. 

NOTES: 
- This dataset is derived from the Master Open Water Features dataset published by the Met Council.
- The extent of water features varies seasonally and annually with rainfall. The extent of water shown in this dataset may not reflect the current status of a particular water feature.
- When adding new polygons or modifying existing polygons, we will create boundaries based on recent imagery that we think depicts average water levels. We will NOT try to adjust the boundaries for seasonal variations in water levels.   
- Wastewater stabilization ponds, which can be quite large, are not shown in this layer.",Metropolitan Council,Metropolitan Council,periodically revised,20100401,polygon shapes,ArcGIS Version 9x,-94.026,-92.715,45.418,44.457,ArcView Shape File,undefined,"[u'lakes, rivers, open water features, water features, water']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/water_levl_supply_info_community/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-water-levl-supply-info-community,Water Supply Information by Community,"Twin Cities Metropolitan Area Water Supply Planning Information for individual communities including planning working groups, past and future municipal demand and well data, primary drinking water sources, and 2015 Master Water Supply Plan Community Profile",Metropolitan Council,Metropolitan Council,20180214,20180214,undefined,undefined,-94.012,-92.732,45.415,44.471,undefined,undefined,"[u'1. Water Supply Planning Working Groups, 2. Primary Drinking Water Supply Sources, 3. Municipal Wells per Community in 1980 and 2040, 4. Average Daily Municipal Demand in 1980 and 2040, 5. 2015 Master Water Supply Plan Community Profiles']","[u'Twin Cities, Metropolitan Area, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/water_metro_grndwater_flow_model/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-water-metro-grndwater-flow-model,"Twin Cities Metropolitan Area Regional Groundwater Flow Model Results, Version 2.00 (Metro Model 2)","This metadata record provides an index to datasets generated by the Twin Cities Metropolitan Area Regional Groundwater Flow Model.  The 2005 Minnesota Legislature directed the Metropolitan Council to ""carry out planning activities addressing the water supply needs of the metropolitan area"" (Minnesota Statutes, Section 473.1565). Specifically the Council is charged with developing a base of technical information for water supply planning decisions and to prepare a metropolitan area master water supply plan. This dataset supports this charge.

Links below contain additional information relating to each dataset :
1. <a href=""RegionalGroundwaterFlowModelBoundary.html"" target=_blank> Regional Groundwater Flow Model Boundary</a> (polygon)

2. <a href=""AvailableHead.html"" target=_blank>Areas of Predicted Aquifer Decline Greater than 50% of Available Head</a> (raster):
- Drawdown Available Head 2030 Franconia Ironton Galesville 
- Drawdown Available Head 2050 Franconia Ironton Galesville 
- Drawdown Available Head 2030 Prairie du Chien Jordan
- Drawdown Available Head 2050 Prairie du Chien Jordan

3. <a href=""GroundwaterDeclineSurfaceWaters.html"" target=_blank>Drawdown in Areas with Significant Potential for Impact to Surface Waters due to Cummulative Pumping Stresses</a> (raster):
- Water Table Decline By Connected Surface Water 2030 
- Water Table Decline By Connected Surface Water 2050

4. <a href=""WaterLevelDecline.html"" target=_blank>Projected Aquifer Drawdown</a> (raster)
- Water Level 2030 Prairie du Chien Jordan 
- Water Level 2050 Prairie du Chien Jordan 
- Water Level 2030 Franconia Ironton Galesville 
- Water Level 2050 Franconia Ironton Galesville 
- Water Level 2030 Mt Simon 
- Water Level 2050 Mt Simon

5. <a href=""WaterLevelModern.html"" target=_blank>Calibrated Hydraulic Head Contours</a> (polyline):
- Water Level Modern Prairie du Chien Jordan
- Water Leve lModern Franconia Ironton Galesville
- Water Level Modern Mt. Simon

6. <a href=""WaterLevelPreDevelopment.html"" target=_blank>Projected Pre-Development Hydraulic Head Contours</a> (polyline):
- Water Level Pre Development Prairie du Chien Jordan 
- Water Level Pre Development Franconia Ironton Galesville 
- Water Level Pre Development Mt Simon

7. <a href=""WaterLevelProjected.html"" target=_blank>Projected Hydraulic Head</a> (raster):
- Water Level 2030 Prairie du Chien Jordan 
- Water Level 2050 Prairie du Chien Jordan 
- Water Level 2030 Franconia Ironton Galesville 
- Water Level 2050 Franconia Ironton Galesville 
- Water Level 2030 Mt Simon 
- Water Level 2050 Mt Simon",Metropolitan Council,Metropolitan Council,20150730,03/26/2009,undefined,undefined,-94.012,-92.732,45.415,44.471,undefined,None Available,"[u'water supply planning, groundwater flow model, Metro Model 2, hydraulic head, water level, projected demand, 2010, 2020, 2030, 2040, 2050']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County, Minnesota']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/water_metro_municpl_water_demand/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-water-metro-municpl-water-demand,Municipal Water Supply Demand Projections,"This dataset consists of water demand projections for 2010, 2020, 2030, 2040, and 2050 for municipal public water supply systems in the seven-county metropolitan area. 2004 water demand data is also included to represent baseline water demand; normal climate conditions in 2004 resulted in approximately average per capita water demand. Water demand is expressed as population served by municipal systems, municipal maximum daily and average daily demand, non-municipal average daily demand, domestic (private well) average daily demand, total community average daily demand, municipal per capita demand, and the ratio of municipal maximum daily demand to average daily demand.

For its 2010-2030 water supply demand projections, the Council used data submitted in 2008 local comprehensive plans. Where local comprehensive plans did not contain projection data, the water demand projection method outlined in the 2007 Water Supply Planning in the Twin Cities Metropolitan Area Technical Report was used to forecast water use. While the Council does not have official 2040 and 2050 water use forecasts for each community in the metropolitan area, population for these years was projected based on the amount of remaining developable land and predicted population growth trends between 2000 and 2030. 2040 and 2050 water use was forecast using the same rate of water use for 2030 multiplied by the forecasted population for 2040 and 2050. 

More information can be found in Appendix E of the Metropolitan Council's 2009 report: Twin Cities Metropolitan Area Regional Groundwater Flow Model Version 2.00, Technical Report in Support of the Metropolitan Area Master Water Supply Plan. This document can be found online at www.metrocouncil.org/environment/WaterSupply/metrogroundwatermodeldatasets.htm.  Additional information is presented in the Metropolitan Council 2007 Report to the Minnesota State Legislature: Water Supply Planning in the Twin Cities Metropolitan Area, found online at www.metrocouncil.org/environment/WaterSupply/WaterSupplyPlanningReport.htm.",Metropolitan Council - Water Supply Planning Unit,Metropolitan Council,periodically revised,20180101,,Microsoft Windows XP Version 5.1 (Build 2600) Service Pack 2; ESRI ArcCatalog 9.2.1.1332,-94.012,-92.732,45.415,44.471,,undefined,"[u'Water Supply Planning, Water Demand, Projection, Municpal Public Water Supply System']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/water_metro_municpl_water_supply/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-water-metro-municpl-water-supply,Municipal Water Supply System Status,"This dataset depicts the status and source of community water supplies in the Twin Cities metropolitan area. Communities are categorized as having no public water supplies (only private wells), those who use local water sources for a public water supply system, those who use water from outside their community boundaries as a public water supply, and those who supply themselves as well as other communities. This dataset also defines the source(s) of water supplying the community as groundwater, surface water, or both.",Metropolitan Council,Metropolitan Council,unpublished material,20180101,,Microsoft Windows XP Version 5.1 (Build 2600) Service Pack 3; ESRI ArcCatalog 9.2.0.1324,-94.012,-92.732,45.415,44.471,GRID,undefined,[u'Water Supply Planning. Public Water Supply Systems'],"[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/water_metro_water_use_per_cap/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-water-metro-water-use-per-cap,"Historic Residential Per Capita Demand - Twin Cities Metropolitan Area, Minnesota","This dataset contains historic residential per capita water demand for 2004, 2005, and 2006 for each municipal water supply system in the Twin Cities metropolitan area. Data was compiled by the Metropolitan Council from Minnesota Department of Natural Resources supplemental water use information submitted annually by municipal water utilities.",Metropolitan Council,Metropolitan Council,unpublished material,20180101,,Microsoft Windows XP Version 5.1 (Build 2600) Service Pack 2; ESRI ArcCatalog 9.2.1.1332,-94.012,-92.732,45.415,44.471,Shapefile,undefined,"[u'public water supply, residential demand, per capita']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/water_potential_sply_issue/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metc-water-potential-sply-issue,Potential Water Supply Issues By Watershed,"The Potential Water Supply Issues dataset encompasses the seven county Twin Cities (Minneapolis and St. Paul) Metropolitan Area in Minnesota.  The dataset was developed by the Metropolitan Council, a regional governmental organization that deals, in part, with regional issues and long range planning for the Twin Cities area.  The data were interpreted from several existing state agencies datasets.

This dataset is composed of one feature class and three standalone tables. 
- PotentialWaterSupplyIssues = Detailed potential water supply issue polygons
- PotentialWaterSupplyIssuesByCTU = Standalone table with summary of potential water supply issues by CTU
- PotentialWaterSupplyIssuesByCounty = Standalone table with summary of potential water supply issues by county
- PotentialWaterSupplyIssuesByWatershed = Standalone table with summary of potential water supply issues by Watershed Management District or Organization

See ""Attributes"" section of the metadata for a detailed description of each of these water supply issue categories.",Metropolitan Council,Metropolitan Council,20150916,20150916,undefined,undefined,-94.012,-92.732,45.415,44.471,undefined,undefined,"[u'Metropolitan Council, Water Supply, Planning']","[u'Twin Cities Metropolitan Area, Minnesota, Anoka, Carver, Dakota, Hennepin, Ramsey, Scott, Washington']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metc/water_surf_grndwtr_vulninteractn/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-water-surf-grndwtr-vulninteractn,Vulnerability of Surface-Water Features to Groundwater Pumping,"These data represent surface water features, derived from the Minnesota DNR's Public Waters Inventory and the US Fish and Wildlife Services' National Wetlands Inventory.

1. PWI basins were intersected with NWI wetlands - the area of each unique wetland type within each basin was calculated. Each basin was then assigned that wetland type which covered the greatest proportion of its extent.

2. Approximate depths were assigned to all wetland types present in the study area. The data were saved in tabular form, and joined to the basins feature class by wetland type - thus an approximate depth was derived for each basin.

3. The basin extents were clipped from the wetlands feature class - wetland fragments less than 60 square meters were then removed, as the basin and wetland edges weren't perfectly coincident, and polygon slivers remained after the clip.

4. The depth table was joined to the wetlands by wetland type, and each wetland was assigned an approximate depth. Adjacent wetlands of the same depth were then dissolved together.

5. Basins and wetlands were merged into a single feature class. An ID was assigned to each wetland, based on the county in which the greatest proportion of the wetland is found.",Barr Engineering Company,Metropolitan Council,June 2010,2008,polygon,Microsoft Windows 2000 Version 5.2 (Build 3790) Service Pack 2; ESRI ArcCatalog 9.3.1.1850,-96.723837,-92.452463,46.059798,43.568730,undefined,None Available,"[u'Public Waters Inventory', u'National Wetlands Inventory']","[u'Anoka', u'Carver', u'Chisago', u'Dakota', u'Hennepin', u'Isanti', u'Ramsey', u'Scott', u'Sherburne', u'Washington', u'Wright']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metrogis/bdry_metro_colabtiv_parks/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metrogis-bdry-metro-colabtiv-parks,Metro Collaborative Parks,"This dataset was created by the Metro Parks Collaborative, a joint collaborative project involving the technical and managerial GIS staff from the Seven Metropolitan Counties (Anoka, Carver, Dakota, Hennepin, Ramsey, Scott and Washington). Data were gathered from local, state, and federal partners by the project team and put into the metro data model.",Metro Park & Trail Data Collaborative,Hennepin County GIS,20180411,05/31/2017,undefined,undefined,-94.012,-92.732,45.415,44.471,undefined,undefined,"[u'parks, recreation, open space, planning, activities, amenities, free, open, ']","[u'metro, anoka, carver, dakota, hennepin, ramsey, scott, washington']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metrogis/loc_address_points/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metrogis-loc-address-points,MetroGIS Address Points Dataset - Twin Cities Metropolitan Area,"This dataset is a compilation of address point data from metro area address authorities, which are predominantly cities. The dataset is intended to contain a point location and the official address (as defined by the address authority) for all occupiable units and any other official addresses within the jurisdictional boundary of each address authority. A number of other attributes are available in the dataset, but may not be populated by some address authorities. 

Metro area counties are playing a coordinative role to work with cities to create, maintain and aggregate address points. Currently this dataset contains points for Carver, Dakota, Hennepin, Ramsey and Scott Counties. It will grow over time as more counties contribute data. 

Some jurisdictions in this dataset contain parcel points and not complete address points.  See Completeness in Section 2 of this metadata for more information.",Municipalities and Counties in the Twin Cities metropolitan area.,Metropolitan Council,periodically revised,20171103,Point,Native environment varies by address authority.,-94.012,-92.732,45.415,44.471,Shapefile,undefined,"[u'addresses, address points, mailing']","[u'Twin Cities, Anoka County, Carver County, Dakota County, Hennepin County, Ramsey County, Scott County, Washington County']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metrogis/trans_metro_colabtiv_trails_bike/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metrogis-trans-metro-colabtiv-trails-bike,Metro Collaborative Trails and Bikeways,"This dataset was created by the Metro Trails and Bikeways Collaborative, a joint collaborative project involving the technical and managerial GIS staff from the Seven Metropolitan Counties (Anoka, Carver, Dakota, Hennepin, Ramsey, Scott and Washington). Data were gathered from local, state, and federal partners by the project team and put into the metro data model.",Metro Park and Trail Data Collaborative,Hennepin County GIS,20180411,05/31/2017,undefined,undefined,-94.012,-92.732,45.415,44.471,undefined,undefined,"[u'trails, bikeways, transportation, bike, biking, bicycling, bicycle, recreation, parks, routes, active living, healthy, open, free']","[u'metro, anoka, carver, dakota, hennepin, ramsey, scott, washington']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_metrogis/trans_mrcc_centerlines/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metrogis-trans-mrcc-centerlines,Metro Regional Centerlines Collaborative (MRCC) Local Centerline,"This dataset was created by the MRCC, a joint collaborative project involving the technical and managerial GIS staff from the Seven Metropolitan Counties (Anoka, Carver, Dakota, Hennepin, Ramsey, Scott and Washington), the Metropolitan Emergency Services Board, the Metropolitan Council and MnGeo with the primary goal to develop a road centerline data model and dataset that meets core business needs of local governments and regional interests.  Core needs this dataset are intended to satisfy include:

- Vehicular routing;
- Address geocoding;
- Next Generation 911 call routing and location validation;
- Emergency services dispatching;
- Linear referencing uses;
- Cartographic representation of road features;


The MRCC encourages other counties and stakeholders across Minnesota to build upon the work of the MRCC and not have to replicate the process of model development. The MRCC does not claim to have the full knowledge of the unique road data needs to be anticipated from stakeholders in Greater Minnesota such as national and state forest roadway, tribal nation roadways and so on. The MRCC endeavors to have this effort augment and support larger statewide road dataset development efforts in the future.

For specific questions regarding centerline alignments or attributes, please contact the county below
Anoka: https://www.anokacounty.us/315/GIS
Carver: gis@co.carver.mn.us
Dakota: gis@co.dakota.mn.us
Hennepin: gis.info@hennepin.us
Ramsey: RCGISMetaData@co.ramsey.mn.us
Scott:  gis@co.scott.mn.us
Washington: surveyor@co.washington.mn.us",MRCC Collaborative,Metropolitan Council,20180215,Continually,undefined,undefined,-94.012,-92.732,45.415,44.471,undefined,undefined,"[u'centerlines, streets, routing, geocoding, 911 , emergency services, dispatching, linear referencing, free, open']","[u'Minnesota, Twin Cities Metro']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_mngeo/society_commons_metrics/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/society-commons-metrics,"Geospatial Commons Metrics, Minnesota","The tables in this data resource reflect the most commonly requested ""usage metrics"" or ""traffic"" on the MN Geospatial Commons: number of downloads (by month) and overall traffic (or sessions), which are organized by city in order to provide a geographic context. These metrics are for the calendar year 2016 and 2017, in both Excel and CSV format. For calendar year 2017, another table of the top 25 resource pages (according to web views) was added.",Minnesota Geospatial Information Office (MnGeo),Minnesota Geospatial Information Office (MnGeo),20180118,20180118,point,ESRI ArcGIS 9.x,-98.525391,-69.609375,49.837982,40.713956,Shapefile,undefined,"[u'Society, Statistics, Metrics, Usage, Downloads, Page Views, Sessions, Bounce Rate, Duration']","[u'Minnesota, MN']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_pca/env_assessed_lakes_2010/metadata/metadata.xml'],http://www.gis.state.mn.us/stds/metadata.htm,2010 Lake Assessments,"These are the lakes assessed by MPCA in 2009 for the 2010 reporting cycling to EPA. The lakes are a subset and enhancement of the 1:24,000 scale National Hydrography Dataset (NHD). MPCA adds additional lakes. Since the assessed lakes are a small subset of the NHD waterbodies, only that subset is included in the dataset.",Minnesota Pollution Control Agency,Minnesota Pollution Control Agency,20120308,20120308,,Microsoft Windows XP Version 5.1 (Build 2600) Service Pack 3; ESRI ArcCatalog 9.3.1.3000,-96.718036,-89.388890,49.348111,43.439735,Shapefile,None available,"[u'surface water, water chemistry, water quality']",[u'Minnesota']
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_pca/env_assessed_streams_2010/metadata/metadata.xml'],http://www.gis.state.mn.us/stds/metadata.htm,2010 Stream Assessments,"These are the streams assessed by MPCA in 2009 for the 2010 reporting cycling to EPA. The streams are a subset and enhancement of the 1:24,000 scale National Hydrography Dataset (NHD). MPCA adds additional streams. Since the assessed streams are a small subset of the NHD streams, only that subset is included in the dataset.",Minnesota Pollution Control Agency,Minnesota Pollution Control Agency,20120308,20120308,,Microsoft Windows XP Version 5.1 (Build 2600) Service Pack 3; ESRI ArcCatalog 9.3.1.3000,-96.833053,-89.499271,49.025331,43.435437,Shapefile,None available,"[u'surface water, water chemistry, water quality']",[u'Minnesota']
