Title,Date,Publisher,Description,Metadata
Elk Management Areas,2020,Pennsylvania Game Commission,Boundary defines the elk managment area boundary and surrounds the elk managment or hunt zones in Pennsylvania.,FullMetadataDisplay.aspx?file=PGC_ElkManagementAreas2020.xml
Elk Management Zones,2020,Pennsylvania Game Commission,Boundarires used to manage and regulate harvests of elk populations according to specific areas in Pennsylvania. The elk zones are managed according to the various subpopulations amoung the herds in Pennsylvania,FullMetadataDisplay.aspx?file=PGC_ElkManagementZones2020.xml
Gameland Roads,2020,Pennsylvania Game Commission,"Line feature to show roads on Game Lands. These include Public, Private and Administrative roads.",FullMetadataDisplay.aspx?file=PGC_GamelandRoads2020.xml
Parking Areas,2020,Pennsylvania Game Commission,Point locations of parking areas on Pennsylvania State Game Lands.,FullMetadataDisplay.aspx?file=PGC_ParkingAreas2020.xml
Public Shooting Range,2020,Pennsylvania Game Commission,"Point locations of Pennsylvania Game Commission public shooting ranges. Rangetype 'R' = Rifle, 'P' = Pistol. Shooting permits or valid Pennsylvania hunting license required in order to use these facilities. Information available on the PGC website and Hunting Digest. Be sure to check the status of the range to ensure that it is open.",FullMetadataDisplay.aspx?file=PGC_PublicShootingRange2020.xml
Storage Tank Locations - Inactive,2020,Pennsylvania Department of Environmental Protection,"A Storage Tank Location is a DEP primary facility type, and the storage tanks at the facility are the sub-facilities.  Inactive storage tanks are aboveground or underground tanks that were once regulated under the Storage Tank and Spill Prevention Act 35 P.S. 6021 and 25 Pa. Code Chapter 245.  Inactive storage tanks include those tanks that have been removed, permanently closed, exempted from regulation, transferred to a different facility record, or otherwise removed from registration with DEP.  These tanks previously held a regulated substance, which could have been a petroleum product or a hazardous substance.",FullMetadataDisplay.aspx?file=StorageTankLocations_Inactive2020_12.xml
"Median Fecal Coliform Counts, Susquehanna River Basin",2018,Susquehanna River Basin Commission SRBC,Point shapefile representing the spatial distribution of median fecal coliform counts (colonies per 100 milliliters) in the Susquehanna River Basin. The results were obtained from the United States Environmental Protection Agency's (USEPA) STORET database for 95 stations in the basin. Samples were collected from 1986 to 2018.,FullMetadataDisplay.aspx?file=SRBC_FecalColiform2018.xml
"High-Resolution Land Cover, Commonwealth of Pennsylvania, Statewide, 2013",2018,University of Vermont Spatial Analysis Laboratory,"High-resolution land cover dataset for the Commonwealth of Pennsylvania. Twelve land cover classes were mapped:0 - Background1 - Water2 - Emergent Wetlands3 - Tree Canopy4 - Scrub/Shrub5 - Low Vegetation6 - Barren7 - Structures8 - Other Impervious Surfaces9 - Roads10 - Tree Canopy over Structures11 - Tree Canopy over Other Impervious Surfaces12 - Tree Canopy over RoadsThe complete class definitions and standards can be viewed at the link below.http://goo.gl/THacggThe primary sources used to derive this land-cover layer were 2006-2008 leaf-off LiDAR data, 2005-2008 leaf-off orthoimagery, and 2013 leaf-on orthoimagery. Ancillary data sources such as LiDAR-derived breaklines for roads and hydrology were used to augment the land-cover mapping. This land-cover dataset is considered current based on data of acquisition for the leaf-on orthoimagery. Land-cover class assignment was accomplished using a rule-based expert system embedded within an object-based framework. Object-based image analysis techniques (OBIA) work by grouping pixels into meaningful objects based on their spectral and spatial properties, while taking into account boundaries imposed by existing vector datasets. Within the OBIA environment a rule-based expert system was designed to effectively mimic the process of manual image analysis by incorporating the elements of image interpretation (color/tone, texture, pattern, location, size, and shape) into the classification process. A series of morphological procedures were employed to insure that the end product is both accurate and cartographically pleasing. Following the automated OBIA mapping a detailed manual review of the dataset was carried out at a scale of 1:3000 and all observable errors were corrected.This dataset was developed to support land-cover mapping and modeling initiatives in Commonwealth of Pennsylvannia. At the time of its publication, it represented the most accurate and detailed land cover map for the state.",FullMetadataDisplay.aspx?file=landcover_2013_pennsylvania.xml
PennDOT - Bridges,2020,Pennsylvania Department of Transportation,Bridge locations within Pennsylvania,FullMetadataDisplay.aspx?file=PaBridges2020_08.xml
Planning Agencies Boundaries (MPO/RPO),2020,Pennsylvania Department of Transportation,"Planning Agencies Boundaries  - All Pennsylvania Metropolitan Planning Organizations (MPOs)
and Rural Planning Organizations (RPOs) Boundaries",FullMetadataDisplay.aspx?file=PaMPORPOPlanning2020_08.xml
Pennsylvania congressional boundaries (Act 34),2020,Pennsylvania Department of Transportation,"United States Congressional legislative boundaries within Pennsylvania as set forth in Act 34 of 2002.  This layer was digitized by PADOT from maps generated by the Reapportionment Commission for the Bureau of Commissions, Elections and Legislation Pennsylvania Dept. of State.  These boundaries were used as the legislative district boundaries for the November 2002 general election and are currently being contested in the judicial system.  The current layers are these same district boundary linework attributed with the current legislator's name, party affiliation and home county.",FullMetadataDisplay.aspx?file=PaCongressional2020_08.xml
Pennsylvania senatorial boundaries,2020,Pennsylvania Department of Transportation,State senate boundaries within Pennsylvania attributed with names of legislators and party affiliations.,FullMetadataDisplay.aspx?file=PaSenatorial2020_07.xml
Pennsylvania engineering district boundaries,2020,Pennsylvania Department of Transportation,"Public information and support for transportation planning, design and development.",FullMetadataDisplay.aspx?file=PaEngrDistrict2020_08.xml
Pennsylvania municipality boundaries,2020,Pennsylvania Department of Transportation,"Boundaries of municipalities within Pennsylvania as delineated for the PennDOT Type 10 general highway maps. Additional information comes from the Pennsylvania Bureau of Municipal Services. This layer contains all classifications of municipality including first and second class townships, boroughs, cities and the town.",FullMetadataDisplay.aspx?file=PaMunicipalities2020_08.xml
Pennsylvania state boundary,2020,Pennsylvania Department of Transportation,The boundary of the Commonwealth as delineated for the PennDOT Type 10 general highway map.,FullMetadataDisplay.aspx?file=PaState2020_08.xml
Abandoned Mine Land Inventory Points,2020,Pennsylvania Department of Environmental Protection,"This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory.  This layer identifies AML Points representing specific locations within an AML Inventory Site, examples include AML discharge.

This data set provides information needed to implement Title IV Abandoned Mine Reclamation, of the Surface Mining Control and Reclamation Act (SMCRA) of 1977. One of the major uses of this data set is for the reporting of annual Abandoned Mine Land Program accomplishments to Congress. In addition, the data is used in the National Atlas of the United States for geographic display and analysis at the national level, and for large regional areas.",FullMetadataDisplay.aspx?file=AMLInventoryPoints2020_10.xml
Abandoned Mine Land Inventory Polygons,2020,Pennsylvania Department of Environmental Protection,"This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory. This layer identifies AML Polygons representing specific areas to large to be represented by points within the entire, AML Inventory Site, examples include AML dangerous highwalls.
This data set provides information needed to implement Title IV Abandoned Mine Reclamation, of the Surface Mining Control and Reclamation Act (SMCRA) of 1977. One of the major uses of this data set is for the reporting of annual Abandoned Mine Land Program accomplishments to Congress. In addition, the data is used in the National Atlas of the United States for geographic display and analysis at the national level, and for large regional areas.",FullMetadataDisplay.aspx?file=AMLInventoryPolys2020_10.xml
PennDOT - Bonded Roads,2020,Pennsylvania Department of Transportation,Bonded roads bonds with bond holder information.,FullMetadataDisplay.aspx?file=PA_RMSBONDS2020_08.xml
Abandoned Mine Land Inventory Sites,2020,Pennsylvania Department of Environmental Protection,"The AML (Abandoned Mine Land) Inventory is a collection of areas where surface features of abandoned mines are present. Presently the data is shown using three layers. AML Inventory Sites is used to show the entire boundary of a problem area. AML Points and AML Polygons are used to show specific problems within a designated inventory site. The inventory Does Not Include complete and comprehensive coverage of abandoned underground mines, surface or underground mines that were permitted and closed after 1982, or active surface or underground mines. For further information concerning mining in your area, please contact the local DEP office.

This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory. This layer represents the AML Inventory Sites, which are the boundary of an entire problem area. All related AML point/polygon features must fit within the boundary of the designated problem area.

This data set provides information needed to implement Title IV Abandoned Mine Reclamation, of the Surface Mining Control and Reclamation Act (SMCRA) of 1977. One of the major uses of this data set is for the reporting of annual Abandoned Mine Land Program accomplishments to Congress. In addition, the data is used in the National Atlas of the United States for geographic display and analysis at the national level, and for large regional areas.",FullMetadataDisplay.aspx?file=AMLInventorySites2020_10.xml
PennDOT - Pennsylvania Roads with Posted Weight Restrictions,2020,Pennsylvania Department of Transportation,Locations of road segments that have posted weight restrictions,FullMetadataDisplay.aspx?file=PA_RMSPOSTED2020_08.xml
Historical Markers - Penn State University Park campus,2019,The Pennsylvania State University,Historical markers at the University Park campus and other Penn State locations across the Commonwealth call attention to the University's rich tradition of achievement in higher education and in service to society. A formal series of blue-and-white markers was launched in 1989 by the Penn State Alumni Association and the Office of Strategic Communications. The Alumni Association funds the project while the Strategic Communications office provides management services and coordinates the installation and maintenance of the markers with the Office of Physical Plant. The markers in general commemorate events and locations of broad importance to the intellectual and scientific development of Penn State as one of America's leading public universities.,FullMetadataDisplay.aspx?file=PSU_HistoricalMarkers.xml
PennDOT - Facilities Locations,2020,Pennsylvania Department of Transportation,"location of Pennsylvania Department of Transportation owned facilities. Included: maintenance districts, stockpiles, photo exam centers, welcome centers",FullMetadataDisplay.aspx?file=PaFacilities2020_07.xml
PEMA Orthoimagery 2018 - Adams County Mosaic,2018,Pennsylvania Emergency Management Agency,"This orthoimagery data set includes 0.5-foot (15-centimeter) 8-bit 4-band (RGBN) digital orthoimage tiles in GeoTIFF, Mr. SID, and JPEG 2000(JP2) format. The PEMA 2018 0.5-foot Orthoimagery called for the planning, acquisition, processing, and derivative products of imagery data to be collected at a ground sample distance (GSD) of 0.5-foot (15 centimeters). Project specifications are based on the U.S. Geological Survey National Geospatial Program Base Ortho Specification, Version 1.0. The data were developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania, US Survey Feet. Orthoimagery data was delivered as 298 individual 0.5-foot (15-centimeter) 1"" = 100' GeoTIFF (uncompressed) 10,000-foot x 10,000-foot (3,048-meter x 3,048-meter) tiles. Aerial photography was captured during the spring of 2018, while no snow was on the ground and rivers were at or below normal levels. In order to post process the imagery data to meet task order specifications and meet horizontal accuracy guidelines, Quantum Spatial, Inc. utilized a total of 496 QC points throughout the Commonwealth of Pennsylvania to assess the horizontal accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=PEMA_AdamsCounty_Mosaic2018.xml
PEMA Orthoimagery 2018 - Crawford County Mosaic,2018,Pennsylvania Emergency Management Agency,"This orthoimagery data set includes 0.5-foot (15-centimeter) 8-bit 4-band (RGBN) digital orthoimage tiles in GeoTIFF, Mr. SID, and JPEG 2000(JP2) format. The PEMA 2018 0.5-foot Orthoimagery called for the planning, acquisition, processing, and derivative products of imagery data to be collected at a ground sample distance (GSD) of 0.5-foot (15 centimeters). Project specifications are based on the U.S. Geological Survey National Geospatial Program Base Ortho Specification, Version 1.0. The data were developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania, US Survey Feet. Orthoimagery data was delivered as 298 individual 0.5-foot (15-centimeter) 1"" = 100' GeoTIFF (uncompressed) 10,000-foot x 10,000-foot (3,048-meter x 3,048-meter) tiles. Aerial photography was captured during the spring of 2018, while no snow was on the ground and rivers were at or below normal levels. In order to post process the imagery data to meet task order specifications and meet horizontal accuracy guidelines, Quantum Spatial, Inc. utilized a total of 496 QC points throughout the Commonwealth of Pennsylvania to assess the horizontal accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=PEMA_CrawfordCounty_Mosaic2018.xml
PEMA Orthoimagery 2018 - Cumberland County Mosaic,2018,Pennsylvania Emergency Management Agency,"This orthoimagery data set includes 0.5-foot (15-centimeter) 8-bit 4-band (RGBN) digital orthoimage tiles in GeoTIFF, Mr. SID, and JPEG 2000(JP2) format. The PEMA 2018 0.5-foot Orthoimagery called for the planning, acquisition, processing, and derivative products of imagery data to be collected at a ground sample distance (GSD) of 0.5-foot (15 centimeters). Project specifications are based on the U.S. Geological Survey National Geospatial Program Base Ortho Specification, Version 1.0. The data were developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania, US Survey Feet. Orthoimagery data was delivered as 298 individual 0.5-foot (15-centimeter) 1"" = 100' GeoTIFF (uncompressed) 10,000-foot x 10,000-foot (3,048-meter x 3,048-meter) tiles. Aerial photography was captured during the spring of 2018, while no snow was on the ground and rivers were at or below normal levels. In order to post process the imagery data to meet task order specifications and meet horizontal accuracy guidelines, Quantum Spatial, Inc. utilized a total of 496 QC points throughout the Commonwealth of Pennsylvania to assess the horizontal accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=PEMA_CumberlandCounty_Mosaic2018.xml
PEMA Orthoimagery 2018 - Erie County Mosaic,2018,Pennsylvania Emergency Management Agency,"This orthoimagery data set includes 0.5-foot (15-centimeter) 8-bit 4-band (RGBN) digital orthoimage tiles in GeoTIFF, Mr. SID, and JPEG 2000(JP2) format. The PEMA 2018 0.5-foot Orthoimagery called for the planning, acquisition, processing, and derivative products of imagery data to be collected at a ground sample distance (GSD) of 0.5-foot (15 centimeters). Project specifications are based on the U.S. Geological Survey National Geospatial Program Base Ortho Specification, Version 1.0. The data were developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania, US Survey Feet. Orthoimagery data was delivered as 298 individual 0.5-foot (15-centimeter) 1"" = 100' GeoTIFF (uncompressed) 10,000-foot x 10,000-foot (3,048-meter x 3,048-meter) tiles. Aerial photography was captured during the spring of 2018, while no snow was on the ground and rivers were at or below normal levels. In order to post process the imagery data to meet task order specifications and meet horizontal accuracy guidelines, Quantum Spatial, Inc. utilized a total of 496 QC points throughout the Commonwealth of Pennsylvania to assess the horizontal accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=PEMA_ErieCounty_Mosaic2018.xml
PEMA Orthoimagery 2018,2018,Pennsylvania Emergency Management Agency,"This orthoimagery data set includes 0.5-foot (15-centimeter) 8-bit 4-band (RGBN) digital orthoimage tiles in GeoTIFF, Mr. SID, and JPEG 2000(JP2) format. The PEMA 2018 0.5-foot Orthoimagery called for the planning, acquisition, processing, and derivative products of imagery data to be collected at a ground sample distance (GSD) of 0.5-foot (15 centimeters). Project specifications are based on the U.S. Geological Survey National Geospatial Program Base Ortho Specification, Version 1.0. The data were developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania, US Survey Feet. Orthoimagery data was delivered as 298 individual 0.5-foot (15-centimeter) 1"" = 100' GeoTIFF (uncompressed) 10,000-foot x 10,000-foot (3,048-meter x 3,048-meter) tiles. Aerial photography was captured during the spring of 2018, while no snow was on the ground and rivers were at or below normal levels. In order to post process the imagery data to meet task order specifications and meet horizontal accuracy guidelines, Quantum Spatial, Inc. utilized a total of 496 QC points throughout the Commonwealth of Pennsylvania to assess the horizontal accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=PEMA_Cycle1_2018.xml
PEMA Orthoimagery 2018 - Tile Index North,2018,Pennsylvania Emergency Management Agency,"This orthoimagery data set includes 0.5-foot (15-centimeter) 8-bit 4-band (RGBN) digital orthoimage tiles in GeoTIFF, Mr. SID, and JPEG 2000(JP2) format. The PEMA 2018 0.5-foot Orthoimagery called for the planning, acquisition, processing, and derivative products of imagery data to be collected at a ground sample distance (GSD) of 0.5-foot (15 centimeters). Project specifications are based on the U.S. Geological Survey National Geospatial Program Base Ortho Specification, Version 1.0. The data were developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania, US Survey Feet. Orthoimagery data was delivered as 298 individual 0.5-foot (15-centimeter) 1"" = 100' GeoTIFF (uncompressed) 10,000-foot x 10,000-foot (3,048-meter x 3,048-meter) tiles. Aerial photography was captured during the spring of 2018, while no snow was on the ground and rivers were at or below normal levels. In order to post process the imagery data to meet task order specifications and meet horizontal accuracy guidelines, Quantum Spatial, Inc. utilized a total of 496 QC points throughout the Commonwealth of Pennsylvania to assess the horizontal accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=PEMA_Cycle1_2018.xml
PEMA Orthoimagery 2018 - Tile Index South,2018,Pennsylvania Emergency Management Agency,"This orthoimagery data set includes 0.5-foot (15-centimeter) 8-bit 4-band (RGBN) digital orthoimage tiles in GeoTIFF, Mr. SID, and JPEG 2000(JP2) format. The PEMA 2018 0.5-foot Orthoimagery called for the planning, acquisition, processing, and derivative products of imagery data to be collected at a ground sample distance (GSD) of 0.5-foot (15 centimeters). Project specifications are based on the U.S. Geological Survey National Geospatial Program Base Ortho Specification, Version 1.0. The data were developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania, US Survey Feet. Orthoimagery data was delivered as 298 individual 0.5-foot (15-centimeter) 1"" = 100' GeoTIFF (uncompressed) 10,000-foot x 10,000-foot (3,048-meter x 3,048-meter) tiles. Aerial photography was captured during the spring of 2018, while no snow was on the ground and rivers were at or below normal levels. In order to post process the imagery data to meet task order specifications and meet horizontal accuracy guidelines, Quantum Spatial, Inc. utilized a total of 496 QC points throughout the Commonwealth of Pennsylvania to assess the horizontal accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=PEMA_Cycle1_2018.xml
PEMA Orthoimagery 2018 - Greene County Mosaic,2018,Pennsylvania Emergency Management Agency,"This orthoimagery data set includes 0.5-foot (15-centimeter) 8-bit 4-band (RGBN) digital orthoimage tiles in GeoTIFF, Mr. SID, and JPEG 2000(JP2) format. The PEMA 2018 0.5-foot Orthoimagery called for the planning, acquisition, processing, and derivative products of imagery data to be collected at a ground sample distance (GSD) of 0.5-foot (15 centimeters). Project specifications are based on the U.S. Geological Survey National Geospatial Program Base Ortho Specification, Version 1.0. The data were developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania, US Survey Feet. Orthoimagery data was delivered as 298 individual 0.5-foot (15-centimeter) 1"" = 100' GeoTIFF (uncompressed) 10,000-foot x 10,000-foot (3,048-meter x 3,048-meter) tiles. Aerial photography was captured during the spring of 2018, while no snow was on the ground and rivers were at or below normal levels. In order to post process the imagery data to meet task order specifications and meet horizontal accuracy guidelines, Quantum Spatial, Inc. utilized a total of 496 QC points throughout the Commonwealth of Pennsylvania to assess the horizontal accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=PEMA_GreeneCounty_Mosaic2018.xml
PEMA Orthoimagery 2018 - York County Mosaic,2018,Pennsylvania Emergency Management Agency,"This orthoimagery data set includes 0.5-foot (15-centimeter) 8-bit 4-band (RGBN) digital orthoimage tiles in GeoTIFF, Mr. SID, and JPEG 2000(JP2) format. The PEMA 2018 0.5-foot Orthoimagery called for the planning, acquisition, processing, and derivative products of imagery data to be collected at a ground sample distance (GSD) of 0.5-foot (15 centimeters). Project specifications are based on the U.S. Geological Survey National Geospatial Program Base Ortho Specification, Version 1.0. The data were developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania, US Survey Feet. Orthoimagery data was delivered as 298 individual 0.5-foot (15-centimeter) 1"" = 100' GeoTIFF (uncompressed) 10,000-foot x 10,000-foot (3,048-meter x 3,048-meter) tiles. Aerial photography was captured during the spring of 2018, while no snow was on the ground and rivers were at or below normal levels. In order to post process the imagery data to meet task order specifications and meet horizontal accuracy guidelines, Quantum Spatial, Inc. utilized a total of 496 QC points throughout the Commonwealth of Pennsylvania to assess the horizontal accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=PEMA_YorkCounty_Mosaic2018.xml
PEMA Orthoimagery 2018 - Cameron County Mosaic,2018,Pennsylvania Emergency Management Agency,"This orthoimagery data set includes 0.5-foot (15-centimeter) 8-bit 4-band (RGBN) digital orthoimage tiles in GeoTIFF, Mr. SID, and JPEG 2000(JP2) format. The PEMA 2018 0.5-foot Orthoimagery called for the planning, acquisition, processing, and derivative products of imagery data to be collected at a ground sample distance (GSD) of 0.5-foot (15 centimeters). Project specifications are based on the U.S. Geological Survey National Geospatial Program Base Ortho Specification, Version 1.0. The data were developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania, US Survey Feet. Orthoimagery data was delivered as 298 individual 0.5-foot (15-centimeter) 1"" = 100' GeoTIFF (uncompressed) 10,000-foot x 10,000-foot (3,048-meter x 3,048-meter) tiles. Aerial photography was captured during the spring of 2018, while no snow was on the ground and rivers were at or below normal levels. In order to post process the imagery data to meet task order specifications and meet horizontal accuracy guidelines, Quantum Spatial, Inc. utilized a total of 496 QC points throughout the Commonwealth of Pennsylvania to assess the horizontal accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=PEMA_Cycle1_2018.xml
PEMA Orthoimagery 2018 - Elk County Mosaic,2018,Pennsylvania Emergency Management Agency,"This orthoimagery data set includes 0.5-foot (15-centimeter) 8-bit 4-band (RGBN) digital orthoimage tiles in GeoTIFF, Mr. SID, and JPEG 2000(JP2) format. The PEMA 2018 0.5-foot Orthoimagery called for the planning, acquisition, processing, and derivative products of imagery data to be collected at a ground sample distance (GSD) of 0.5-foot (15 centimeters). Project specifications are based on the U.S. Geological Survey National Geospatial Program Base Ortho Specification, Version 1.0. The data were developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania, US Survey Feet. Orthoimagery data was delivered as 298 individual 0.5-foot (15-centimeter) 1"" = 100' GeoTIFF (uncompressed) 10,000-foot x 10,000-foot (3,048-meter x 3,048-meter) tiles. Aerial photography was captured during the spring of 2018, while no snow was on the ground and rivers were at or below normal levels. In order to post process the imagery data to meet task order specifications and meet horizontal accuracy guidelines, Quantum Spatial, Inc. utilized a total of 496 QC points throughout the Commonwealth of Pennsylvania to assess the horizontal accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=PEMA_Cycle1_2018.xml
PEMA Orthoimagery 2018 - McKean County Mosaic,2018,Pennsylvania Emergency Management Agency,"This orthoimagery data set includes 0.5-foot (15-centimeter) 8-bit 4-band (RGBN) digital orthoimage tiles in GeoTIFF, Mr. SID, and JPEG 2000(JP2) format. The PEMA 2018 0.5-foot Orthoimagery called for the planning, acquisition, processing, and derivative products of imagery data to be collected at a ground sample distance (GSD) of 0.5-foot (15 centimeters). Project specifications are based on the U.S. Geological Survey National Geospatial Program Base Ortho Specification, Version 1.0. The data were developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania, US Survey Feet. Orthoimagery data was delivered as 298 individual 0.5-foot (15-centimeter) 1"" = 100' GeoTIFF (uncompressed) 10,000-foot x 10,000-foot (3,048-meter x 3,048-meter) tiles. Aerial photography was captured during the spring of 2018, while no snow was on the ground and rivers were at or below normal levels. In order to post process the imagery data to meet task order specifications and meet horizontal accuracy guidelines, Quantum Spatial, Inc. utilized a total of 496 QC points throughout the Commonwealth of Pennsylvania to assess the horizontal accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=PEMA_McKeanCounty_Mosaic2018.xml
PennDOT - Intermodal,2020,Pennsylvania Department of Transportation,locations of multiple modes of transport,FullMetadataDisplay.aspx?file=PaIntermodal2020_08.xml
Pennsylvania state house district boundaries,2020,Pennsylvania Department of Transportation,State House boundaries within Pennsylvania attributed with names of legislators and party affiliations.,FullMetadataDisplay.aspx?file=PaHouse2020_08.xml
Pennsylvania state roads,2020,Pennsylvania Department of Transportation,"State-owned and maintained public roads within Pennsylvania as extracted from the PENNDOT Roadway Management System (RMS).  Includes fields describing pavement type, traffic volumes and other information as detailed below.",FullMetadataDisplay.aspx?file=PaStateRoads2020_08.xml
Pennsylvania state roads administrative,2020,Pennsylvania Department of Transportation,classification of road segments - administrative and reporting purposes like the federal aid system and federal functional classification,FullMetadataDisplay.aspx?file=PaAdministrativeState_Roads2020_08.xml
Pennsylvania traffic counts,2020,Pennsylvania Department of Transportation,Traffic volumes; measured and calculated amounts of vehicle traffic that travel the sections of road.,FullMetadataDisplay.aspx?file=PaTraffic2020_08.xml
Allegheny County - Zip Codes,2020,Allegheny County,This dataset demarcates the zip code boundaries that lie within Allegheny County. These are not clipped to the Allgeheny County boundary.,FullMetadataDisplay.aspx?file=AlleghenyCounty__ZipCodeBoundaries202007.xml
Philadelphia LiDAR 2018 - 2ft Contours,2018,City of Philadelphia,"Planimetric Coverage containing the delineation of topographic contours at two foot intervals. Annotation of Contour Line elevations exists. LiDAR and LAS data was gathered for the City of Philadelphia in April 2018. DEMs were generated from the raw data. This dataset is lidar point cloud data covering the City of Philadelphia, PA, approximately 239 sq miles total. Each LAS file contains LiDAR point information, which has been calibrated, controlled, and classified. At the time of capture ground conditions were leaf-off, snow free, and water was at normal levels.",FullMetadataDisplay.aspx?file=PhiladelphiaContours2ft2018.xml
Philadelphia LiDAR 2018 - 10ft Contours,2018,City of Philadelphia,"Planimetric Coverage containing the delineation of topographic contours at ten foot intervals. Annotation of Contour Line elevations exists. LiDAR and LAS data was gathered for the City of Philadelphia in April 2018. DEMs were generated from the raw data. This dataset is lidar point cloud data covering the City of Philadelphia, PA, approximately 239 sq miles total. Each LAS file contains LiDAR point information, which has been calibrated, controlled, and classified. At the time of capture ground conditions were leaf-off, snow free, and water was at normal levels",FullMetadataDisplay.aspx?file=PhiladelphiaContours10ft2018.xml
Pennsylvania State Gamelands,2020,Pennsylvania Game Commission,Defines the individual boundaries of the Pennsylvania State Game Lands for the Management of public resources.,FullMetadataDisplay.aspx?file=PGC_StateGameland2020.xml
ICE-IS Water Sampling Stations,2020,Pennsylvania Department of Environmental Protection,Locations at which surface water sampling has been done in order to determine if surface waters are attaining or non-attaining designated uses. Station records are created by the DEP Biologists when they do surface water sampling.,FullMetadataDisplay.aspx?file=ICEIS_SamplingStations2020_10.xml
Integrated List Attaining,2020,Pennsylvania Department of Environmental Protection,"This layer shows only attaining segments of the Integrated List.  The Streams Integrated List represents stream assessments in an integrated format for the Clean Water Act Section 305(b) reporting and Section 303(d) listing.  Streams are bodies of flowing surface water that collectively form a network that drains a catchment or basin. PA DEP protects 4  stream water uses: aquatic life,   fish consumption, potable water supply, and recreation. The 305(b) layers  represents stream segments that have been evaluated for attainment of those uses. If a stream segment is not attaining any one of its  4 uses, it is considered impaired.  

· Aquatic Life use attainment - The integrity reflected in any component of the biological community. (i.e. fish or fish food organisms)
·  Fish Consumption use attainment  - The risk posed to people by the consumption of aquatic organisms (ex. fish, shellfish, frogs, turtles, crayfish, etc.) 
· Recreational use attainment - The risk associated with human recreation activities in or on a water body. (i.e. exposure to bacteria and other disease causing organisms through water contact recreation like swimming or water skiing)
· Potable Water Supply use attainment - The risk posed to people by the ingestion of drinking water


Segments that have appeared on an approved Category 5 Integrated Listing are the entries labeled as approved. Integrated Lists are submitted for approval every other year. Segments entered subsequent to the latest approved Category 5 listing are labeled tentative. After appearing on an approved listing, the tentative entries move to approved.  The Stream Integrated List is provided as two separate layers determined if the stream is attaining or not attaining its designated uses.

DEP Streams Integrated List layer is maintained by the PADEP Office of Water Management, Bureau of Water Supply & Wastewater Management, Water Quality Assessment and Standards Division.  The layer is based on the High Resolution National Hydrography Dataset (NHD).  Additional update information is provided by Bureau of Watershed Management, Water Use Planning Division.",FullMetadataDisplay.aspx?file=IntegratedListAttaining2020_10.xml
