Title,Date,Publisher,Description,Metadata,Download
"(u""USGS Geopdf's for Pennsylvania - Historic"",)","(u'2011',)","(u'U S Geological Survey',)","(u'The USGS Historical Quadrangle Scanning Project (HQSP) is scanning all scales and all editions of topographic maps published by the U.S. Geological Survey (USGS) since the inception of the topographic mapping program in 1884. This map is provided as a general purpose map in GeoPDF for users who are not GIS experts.',)","(u'FullMetadataDisplay.aspx?file=USGS_GEOpdf_Historical.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/GeoPDF_topo/Historic/PA
"(u""USGS Geopdf's for Pennsylvania 30 x 60 Minute"",)","(u'2011',)","(u'U S Geological Survey',)","(u'GeoPDF 30 x 60 Minute Quadrangle Map for Pennsylvania',)","(u'FullMetadataDisplay.aspx?file=USGS_GEOpdf30_60min.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/GeoPDF_topo/PA_30x60%20minute/
"(u""USGS Geopdf's for Virginia"",)","(u'2011',)","(u'U S Geological Survey',)","(u""About GeoPDF data files\r\n\r\nPDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.\r\n\r\nThe GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.\r\n\r\nGeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files."",)","(u'FullMetadataDisplay.aspx?file=USGS_GEOpdf.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/GeoPDF/2010-2011/VA
"(u""USGS Geopdf's for Virginia - Historic"",)","(u'2011',)","(u'U S Geological Survey',)","(u'The USGS Historical Quadrangle Scanning Project (HQSP) is scanning all scales and all editions of topographic maps published by the U.S. Geological Survey (USGS) since the inception of the topographic mapping program in 1884. This map is provided as a general purpose map in GeoPDF for users who are not GIS experts.',)","(u'FullMetadataDisplay.aspx?file=USGS_GEOpdf_Historical.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/GeoPDF_topo/Historic/VA
"(u""USGS Geopdf's for West Viginia - Historic"",)","(u'2011',)","(u'U S Geological Survey',)","(u'The USGS Historical Quadrangle Scanning Project (HQSP) is scanning all scales and all editions of topographic maps published by the U.S. Geological Survey (USGS) since the inception of the topographic mapping program in 1884. This map is provided as a general purpose map in GeoPDF for users who are not GIS experts.',)","(u'FullMetadataDisplay.aspx?file=USGS_GEOpdf_Historical.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/GeoPDF_topo/Historic/WV
"(u""USGS Geopdf's for West Virginia"",)","(u'2011',)","(u'U S Geological Survey',)","(u""About GeoPDF data files\r\n\r\nPDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.\r\n\r\nThe GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.\r\n\r\nGeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files."",)","(u'FullMetadataDisplay.aspx?file=USGS_GEOpdf.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/GeoPDF/2010-2011/WV
"(u'USGS High Resolution Orthoimage for  Mercer County, Pennsylvania',)","(u'2005',)","(u'U S Geological Survey',)","(u'This data set consists of 0.3-meter pixel resolution (approximately 1-foot), natural color orthoimages covering Mercer County, Pennsylvania.  An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  The design accuracy is estimated not to exceed 3-meter diagonal RMSE (2.12m RMSE in X or Y).',)","(u'FullMetadataDisplay.aspx?file=NGA_Mercer_pa2005.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/pamap/mercer_imagery/
"(u'USGS High Resolution Orthoimage for  Mercer County, Pennsylvania - Tile Index',)","(u'2005',)","(u'U S Geological Survey',)","(u'This data set consists of 0.3-meter pixel resolution (approximately 1-foot), natural color orthoimages covering Mercer County, Pennsylvania.  An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  The design accuracy is estimated not to exceed 3-meter diagonal RMSE (2.12m RMSE in X or Y).',)","(u'FullMetadataDisplay.aspx?file=NGA_Mercer_pa2005_TileIndex.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/pamap/mercer_imagery/
"(u'USGS High Resolution Orthoimage for Pittsburgh, PA (Allegheny and Beaver Counties)',)","(u'2005',)","(u'U S Geological Survey',)","(u'This data set consists of 0.3-meter pixel resolution (approximately 1-foot), natural color orthoimages covering the Pittsburgh, PA Urban Area (Allegheny and Beaver Counties.  An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  The design accuracy is estimated not to exceed 3-meter diagonal RMSE (2.12m RMSE in X or Y).',)","(u'FullMetadataDisplay.aspx?file=pittsburghpa2005a_orthoimagery.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/pamap/nga-usgs_imagery/200504_pittsburgh_pa
"(u'USGS High Resolution Orthoimage for Pittsburgh, PA (Allegheny and Beaver Counties) - Tile Index',)","(u'2005',)","(u'U S Geological Survey',)","(u'Tile Index - This data set consists of 0.3-meter pixel resolution (approximately 1-foot), natural color orthoimages covering the Pittsburgh, PA Urban Area (Allegheny and Beaver Counties.  An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  The design accuracy is estimated not to exceed 3-meter diagonal RMSE (2.12m RMSE in X or Y).',)","(u'FullMetadataDisplay.aspx?file=pittsburghpa2005a_orthoimagery_Index.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/pamap/nga-usgs_imagery/200504_pittsburgh_pa
"(u'USGS High Resolution Orthoimagery for Harrisburg, Pennsylvania',)","(u'2011',)","(u'U S Geological Survey',)","(u'""This task order consists of digital orthophoto production covering the Pittsburgh Area, Pennsylvania."" An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  There is no image overlap between adjacent files.\r\n\r\nData received at Earth Resources Observation and Science Center (EROS) were verified as:\r\nProjection:   NAD_1983_UTM_Zone_17N\r\nResolution:  0.3000 m\r\nType:  Natural Color\r\n\r\nand resampled to align to the U.S. National Grid (USNG) using The National Map. The naming convention is based on the U.S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage. The metadata were imported and updated for display through The National Map at http://nationalmap.gov/viewer.html    Chip-level metadata are provided in HTML and XML format. Data were compressed utilizing IAS software. The compression was JPEG2000 Lossy Compressed. The file format created was .jp2.',)","(u'FullMetadataDisplay.aspx?file=NGA_USGS_Harrisburg2011.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usgs_nga/Harrisburg2011Imagery
"(u'USGS High Resolution Orthoimagery for Harrisburg, Pennsylvania  - Tile Index',)","(u'2011',)","(u'U S Geological Survey',)","(u'TILE INDEX -""This task order consists of digital orthophoto production covering the Pittsburgh Area, Pennsylvania."" An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  There is no image overlap between adjacent files.\r\n\r\nData received at Earth Resources Observation and Science Center (EROS) were verified as:\r\nProjection:   NAD_1983_UTM_Zone_17N\r\nResolution:  0.3000 m\r\nType:  Natural Color\r\n\r\nand resampled to align to the U.S. National Grid (USNG) using The National Map. The naming convention is based on the U.S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage. The metadata were imported and updated for display through The National Map at http://nationalmap.gov/viewer.html    Chip-level metadata are provided in HTML and XML format. Data were compressed utilizing IAS software. The compression was JPEG2000 Lossy Compressed. The file format created was .jp2.',)","(u'FullMetadataDisplay.aspx?file=NGA_USGS_Harrisburg2011_TileIndex.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usgs_nga/Harrisburg2011Imagery/NGA_USGS_Harrisburg2011_TileIndex.zip
"(u'USGS High Resolution Orthoimagery for Scranton - Wilkes Barre, Pennsylvania',)","(u'2012',)","(u'U S Geological Survey',)","(u'""This task order consists of digital orthophoto production covering the Pittsburgh Area, Pennsylvania."" An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  There is no image overlap between adjacent files.\r\n\r\nData received at Earth Resources Observation and Science Center (EROS) were verified as:\r\nProjection:   NAD_1983_UTM_Zone_17N\r\nResolution:  0.3000 m\r\nType:  Natural Color\r\n\r\nand resampled to align to the U.S. National Grid (USNG) using The National Map. The naming convention is based on the U.S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage. The metadata were imported and updated for display through The National Map at http://nationalmap.gov/viewer.html    Chip-level metadata are provided in HTML and XML format. Data were compressed utilizing IAS software. The compression was JPEG2000 Lossy Compressed. The file format created was .jp2.',)","(u'FullMetadataDisplay.aspx?file=NGA_USGS_ScrantonWilkesBarre2012.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usgs_nga/ScrantonWilkesBarre2012Imagery
"(u'USGS High Resolution Orthoimagery for Scranton - Wilkes Barre, Pennsylvania - Tile Index',)","(u'2012',)","(u'U S Geological Survey',)","(u'TILE INDEX -""This task order consists of digital orthophoto production covering the Pittsburgh Area, Pennsylvania."" An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  There is no image overlap between adjacent files.\r\n\r\nData received at Earth Resources Observation and Science Center (EROS) were verified as:\r\nProjection:   NAD_1983_UTM_Zone_17N\r\nResolution:  0.3000 m\r\nType:  Natural Color\r\n\r\nand resampled to align to the U.S. National Grid (USNG) using The National Map. The naming convention is based on the U.S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage. The metadata were imported and updated for display through The National Map at http://nationalmap.gov/viewer.html    Chip-level metadata are provided in HTML and XML format. Data were compressed utilizing IAS software. The compression was JPEG2000 Lossy Compressed. The file format created was .jp2.',)","(u'FullMetadataDisplay.aspx?file=NGA_USGS_ScrantonWilkesBarre2012_TileIndex.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/usgs_nga/ScrantonWilkesBarre2012Imagery/NGA_USGS_ScrantonWilkesBarre2012_TileIndex.zip
"(u'USGS High Resolution State Orthoimagery for New Castle, Pennsylvania',)","(u'2009',)","(u'U S Geological Survey',)","(u'One foot GSD, natural color (RGB), 8-bit digital orthophotography for the City of New Castle, Pennsylvania. The imagery was collected using the Leica Geosystems ADS40 sensor between October 19th and November 2nd, 2009 at an average altitude of 9,600 feet above ground level. The National Elevation Dataset (NED) was used as vertical control. Airborne GPS/IMU data was used as horizontal control. The orthophotography is georeferenced to UTM Zone 17 North, meter units, NAD83, NAVD88. The imagery was produced by Pixxures, Inc. under contract for DigitalGlobe, Inc."" An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. There is no image overlap between adjacent files. Data received at EROS as: Projection: NAD_1983_UTM_Zone_17N Resolution: 0.3 meter Type: Natural Color and chipped to the Standard Product as: Standard Product Projection: NAD_1983_UTM_Zone_17N Standard Product Resolution: 0.3000 m Rows: 5,000 Columns: 5,000.',)","(u'FullMetadataDisplay.aspx?file=NGA_new_castle_pa200910.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/pamap/nga-usgs_imagery/200910_new_castle_pa
"(u'USGS High Resolution State Orthoimagery for New Castle, Pennsylvania - Tile Index',)","(u'2009',)","(u'U S Geological Survey',)","(u'TILE INDEX - One foot GSD, natural color (RGB), 8-bit digital orthophotography for the City of New Castle, Pennsylvania. The imagery was collected using the Leica Geosystems ADS40 sensor between October 19th and November 2nd, 2009 at an average altitude of 9,600 feet above ground level. The National Elevation Dataset (NED) was used as vertical control. Airborne GPS/IMU data was used as horizontal control. The orthophotography is georeferenced to UTM Zone 17 North, meter units, NAD83, NAVD88. The imagery was produced by Pixxures, Inc. under contract for DigitalGlobe, Inc."" An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. There is no image overlap between adjacent files. Data received at EROS as: Projection: NAD_1983_UTM_Zone_17N Resolution: 0.3 meter Type: Natural Color and chipped to the Standard Product as: Standard Product Projection: NAD_1983_UTM_Zone_17N Standard Product Resolution: 0.3000 m Rows: 5,000 Columns: 5,000.',)","(u'FullMetadataDisplay.aspx?file=NGA_new_castle_pa200910_TileIndex.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/pamap/nga-usgs_imagery/200910_new_castle_pa
"(u'USGS QL1 LiDAR for Allentown, PA 2016 - Breaklines',)","(u'2016',)","(u'U S Geological Survey',)","(u'Allentown, Pennsylvania, covering approximately 20 square miles in eastern Pennsylvania. Dataset Description: Allentown, Pennsylvania 2016 QL1 LiDAR project called for the planning, acquisition, processing, and production of products derivative of LIDAR data to be collected at a nominal pulse spacing (NPS) of 0.35 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LIDAR Specification, Version 1.2. The data was developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania South Zone, US survey feet and vertical datum of NAVD1988 (GEOID 12B), US survey feet. LiDAR data was delivered in RAW flight line swath format, processed to create Classified LAS 1.4 Files formatted to 129 individual 2,500-foot X 2,500-foot tiles, 1-foot hydro-flattened bare-earth raster DEMs in ERDAS .IMG format and intensity images in GeoTIFF format, tiled to the same 2,500-foot X 2,500-foot tile schema. Hydro-flattened breaklines were produced in Esri file geodatabase format. A mosaic of the hydro-flattened bare-earth raster DEMs was produced in ERDAS .IMG format. Ground Conditions: LiDAR was collected in spring of 2016, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications, A total of 18 calibration control points in order to calibrate the LIDAR to known ground locations established throughout the project area. The accuracy of the data was checked with 20 NVA points and 5 VVA points (25 total QC checkpoints).',)","(u'FullMetadataDisplay.aspx?file=AllentownPA_HydroFlattenedBreakline2016.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/allentown/LiDAR2016/Breaklines/USGS_Allentown_PA_LiDAR_Breaklines.zip
"(u'USGS QL1 LiDAR for Allentown, PA 2016 - Classified LAS',)","(u'2016',)","(u'U S Geological Survey',)","(u'Allentown, Pennsylvania, covering approximately 20 square miles in eastern Pennsylvania. Dataset Description: Allentown, Pennsylvania 2016 QL1 LiDAR project called for the planning, acquisition, processing, and production of products derivative of LIDAR data to be collected at a nominal pulse spacing (NPS) of 0.35 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LIDAR Specification, Version 1.2. The data was developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania South Zone, US survey feet and vertical datum of NAVD1988 (GEOID 12B), US survey feet. LiDAR data was delivered in RAW flight line swath format, processed to create Classified LAS 1.4 Files formatted to 129 individual 2,500-foot X 2,500-foot tiles, 1-foot hydro-flattened bare-earth raster DEMs in ERDAS .IMG format and intensity images in GeoTIFF format, tiled to the same 2,500-foot X 2,500-foot tile schema. Hydro-flattened breaklines were produced in Esri file geodatabase format. A mosaic of the hydro-flattened bare-earth raster DEMs was produced in ERDAS .IMG format. Ground Conditions: LiDAR was collected in spring of 2016, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications, A total of 18 calibration control points in order to calibrate the LIDAR to known ground locations established throughout the project area. The accuracy of the data was checked with 20 NVA points and 5 VVA points (25 total QC checkpoints).',)","(u'FullMetadataDisplay.aspx?file=AllentownPA_ClassifiedLAS2016.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/allentown/LiDAR2016/LAS/
"(u'USGS QL1 LiDAR for Allentown, PA 2016 - DEM mosaic',)","(u'2016',)","(u'U S Geological Survey',)","(u'Allentown, Pennsylvania, covering approximately 20 square miles in eastern Pennsylvania. Dataset Description: Allentown, Pennsylvania 2016 QL1 LiDAR project called for the planning, acquisition, processing, and production of products derivative of LIDAR data to be collected at a nominal pulse spacing (NPS) of 0.35 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LIDAR Specification, Version 1.2. The data was developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania South Zone, US survey feet and vertical datum of NAVD1988 (GEOID 12B), US survey feet. LiDAR data was delivered in RAW flight line swath format, processed to create Classified LAS 1.4 Files formatted to 129 individual 2,500-foot X 2,500-foot tiles, 1-foot hydro-flattened bare-earth raster DEMs in ERDAS .IMG format and intensity images in GeoTIFF format, tiled to the same 2,500-foot X 2,500-foot tile schema. Hydro-flattened breaklines were produced in Esri file geodatabase format. A mosaic of the hydro-flattened bare-earth raster DEMs was produced in ERDAS .IMG format. Ground Conditions: LiDAR was collected in spring of 2016, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications, A total of 18 calibration control points in order to calibrate the LIDAR to known ground locations established throughout the project area. The accuracy of the data was checked with 20 NVA points and 5 VVA points (25 total QC checkpoints).',)","(u'FullMetadataDisplay.aspx?file=AllentownPA_HydroFlattenedBareEarthRasterDEM2016.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/allentown/LiDAR2016/Raster_DEM/Mosaic/Allentown_PA_Hydro_Flattened_DEM_Mosaic.zip
"(u'USGS QL1 LiDAR for Allentown, PA 2016 - DEM tiles',)","(u'2016',)","(u'U S Geological Survey',)","(u'Allentown, Pennsylvania, covering approximately 20 square miles in eastern Pennsylvania. Dataset Description: Allentown, Pennsylvania 2016 QL1 LiDAR project called for the planning, acquisition, processing, and production of products derivative of LIDAR data to be collected at a nominal pulse spacing (NPS) of 0.35 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LIDAR Specification, Version 1.2. The data was developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania South Zone, US survey feet and vertical datum of NAVD1988 (GEOID 12B), US survey feet. LiDAR data was delivered in RAW flight line swath format, processed to create Classified LAS 1.4 Files formatted to 129 individual 2,500-foot X 2,500-foot tiles, 1-foot hydro-flattened bare-earth raster DEMs in ERDAS .IMG format and intensity images in GeoTIFF format, tiled to the same 2,500-foot X 2,500-foot tile schema. Hydro-flattened breaklines were produced in Esri file geodatabase format. A mosaic of the hydro-flattened bare-earth raster DEMs was produced in ERDAS .IMG format. Ground Conditions: LiDAR was collected in spring of 2016, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications, A total of 18 calibration control points in order to calibrate the LIDAR to known ground locations established throughout the project area. The accuracy of the data was checked with 20 NVA points and 5 VVA points (25 total QC checkpoints).',)","(u'FullMetadataDisplay.aspx?file=AllentownPA_HydroFlattenedBareEarthRasterDEM2016.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/allentown/LiDAR2016/Raster_DEM/Tiled_DEM/
"(u'USGS QL1 LiDAR for Allentown, PA 2016 - Intensity Images',)","(u'2016',)","(u'U S Geological Survey',)","(u'Allentown, Pennsylvania, covering approximately 20 square miles in eastern Pennsylvania. Dataset Description: Allentown, Pennsylvania 2016 QL1 LiDAR project called for the planning, acquisition, processing, and production of products derivative of LIDAR data to be collected at a nominal pulse spacing (NPS) of 0.35 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LIDAR Specification, Version 1.2. The data was developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania South Zone, US survey feet and vertical datum of NAVD1988 (GEOID 12B), US survey feet. LiDAR data was delivered in RAW flight line swath format, processed to create Classified LAS 1.4 Files formatted to 129 individual 2,500-foot X 2,500-foot tiles, 1-foot hydro-flattened bare-earth raster DEMs in ERDAS .IMG format and intensity images in GeoTIFF format, tiled to the same 2,500-foot X 2,500-foot tile schema. Hydro-flattened breaklines were produced in Esri file geodatabase format. A mosaic of the hydro-flattened bare-earth raster DEMs was produced in ERDAS .IMG format. Ground Conditions: LiDAR was collected in spring of 2016, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications, A total of 18 calibration control points in order to calibrate the LIDAR to known ground locations established throughout the project area. The accuracy of the data was checked with 20 NVA points and 5 VVA points (25 total QC checkpoints).',)","(u'FullMetadataDisplay.aspx?file=AllentownPA_IntensityImages2016.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/allentown/LiDAR2016/Intensity_Images/
"(u'USGS QL1 Orthophotos for Allentown, PA 2016 -  Tiles',)","(u'2016',)","(u'U S Geological Survey',)","(u'Allentown, Pennsylvania, covering approximately 20 square miles in eastern Pennsylvania. Dataset Description: Allentown, Pennsylvania 2016 QL1 LiDAR project called for the planning, acquisition, processing, and production of products derivative of LIDAR data to be collected at a nominal pulse spacing (NPS) of 0.35 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LIDAR Specification, Version 1.2. The data was developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania South Zone, US survey feet and vertical datum of NAVD1988 (GEOID 12B), US survey feet. LiDAR data was delivered in RAW flight line swath format, processed to create Classified LAS 1.4 Files formatted to 129 individual 2,500-foot X 2,500-foot tiles, 1-foot hydro-flattened bare-earth raster DEMs in ERDAS .IMG format and intensity images in GeoTIFF format, tiled to the same 2,500-foot X 2,500-foot tile schema. Hydro-flattened breaklines were produced in Esri file geodatabase format. A mosaic of the hydro-flattened bare-earth raster DEMs was produced in ERDAS .IMG format. Ground Conditions: LiDAR was collected in spring of 2016, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications, A total of 18 calibration control points in order to calibrate the LIDAR to known ground locations established throughout the project area. The accuracy of the data was checked with 20 NVA points and 5 VVA points (25 total QC checkpoints).',)","(u'FullMetadataDisplay.aspx?file=AllentownPA_Orthos2016.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/allentown/Ortho2016/Orthos/
"(u'USGS QL1 Orthophotos for Allentown, PA 2016 - SID Mosaic',)","(u'2016',)","(u'U S Geological Survey',)","(u'Allentown, Pennsylvania, covering approximately 20 square miles in eastern Pennsylvania. Dataset Description: Allentown, Pennsylvania 2016 QL1 LiDAR project called for the planning, acquisition, processing, and production of products derivative of LIDAR data to be collected at a nominal pulse spacing (NPS) of 0.35 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LIDAR Specification, Version 1.2. The data was developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania South Zone, US survey feet and vertical datum of NAVD1988 (GEOID 12B), US survey feet. LiDAR data was delivered in RAW flight line swath format, processed to create Classified LAS 1.4 Files formatted to 129 individual 2,500-foot X 2,500-foot tiles, 1-foot hydro-flattened bare-earth raster DEMs in ERDAS .IMG format and intensity images in GeoTIFF format, tiled to the same 2,500-foot X 2,500-foot tile schema. Hydro-flattened breaklines were produced in Esri file geodatabase format. A mosaic of the hydro-flattened bare-earth raster DEMs was produced in ERDAS .IMG format. Ground Conditions: LiDAR was collected in spring of 2016, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications, A total of 18 calibration control points in order to calibrate the LIDAR to known ground locations established throughout the project area. The accuracy of the data was checked with 20 NVA points and 5 VVA points (25 total QC checkpoints).',)","(u'FullMetadataDisplay.aspx?file=AllentownPA_Orthos2016.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/allentown/Ortho2016/SID/Allentown__PA_Mosaic_MrSID.zip
"(u'USGS QL1 Orthophotos for Allentown, PA 2016 - Tile Index',)","(u'2016',)","(u'U S Geological Survey',)","(u'Tile Indexes  - Allentown, Pennsylvania, covering approximately 20 square miles in eastern Pennsylvania. Dataset Description: Allentown, Pennsylvania 2016 QL1 LiDAR project called for the planning, acquisition, processing, and production of products derivative of LIDAR data to be collected at a nominal pulse spacing (NPS) of 0.35 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LIDAR Specification, Version 1.2. The data was developed based on a horizontal projection/datum of NAD83 (2011) State Plane Pennsylvania South Zone, US survey feet and vertical datum of NAVD1988 (GEOID 12B), US survey feet. LiDAR data was delivered in RAW flight line swath format, processed to create Classified LAS 1.4 Files formatted to 129 individual 2,500-foot X 2,500-foot tiles, 1-foot hydro-flattened bare-earth raster DEMs in ERDAS .IMG format and intensity images in GeoTIFF format, tiled to the same 2,500-foot X 2,500-foot tile schema. Hydro-flattened breaklines were produced in Esri file geodatabase format. A mosaic of the hydro-flattened bare-earth raster DEMs was produced in ERDAS .IMG format. Ground Conditions: LiDAR was collected in spring of 2016, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications, A total of 18 calibration control points in order to calibrate the LIDAR to known ground locations established throughout the project area. The accuracy of the data was checked with 20 NVA points and 5 VVA points (25 total QC checkpoints).',)","(u'FullMetadataDisplay.aspx?file=AllentownPA_Orthos2016.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/allentown/AllentownPA_TileIndex2016.zip
