Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,Regional Transit Areas,Locations of the rural transit agencies in Iowa.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,OfficeofPublicTransit|IowaDOT|IowaDepartmentofTransportation|MobilityManagers|Assets|Inventory|Transit,2020-07-30T16:48:52.000Z,,,,Iowa,"-96.6395,40.3756,-90.1402,43.5011",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/05274650090843f18032ea09848b705e_0,http://public-iowadot.opendata.arcgis.com/datasets/05274650090843f18032ea09848b705e_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Transit_Agency_Area_View/FeatureServer/0,,05274650090843f18032ea09848b705e_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Estimated,"Annual Average Daily Traffic (AADT) volume information for each centerline segment in the State of Iowa. Line segments were simplified by removing extraneous bends while preserving essential shape to within a 5 meter allowable offset. Centerlines include all segments that are legal, open and existing roadways with a valid count. Note: FHWA vehicle classifications for the three multiple trailer combination truck classes are combined into a single classification titled MULTITRAILER.Thematic maps displaying most recent counted Passenger Vehicle AADT, Single Unit Truck AADT and Combination Truck AADT information for all primary centerline road segments in the State of Iowa.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa|DepartmentofTransportation|Centerline|Primary|Secondary|Municipal|Roads|Estimated|Streets|Traffic|Volume|AADT|Assets|Inventory,2020-07-29T16:17:55.000Z,,,,Iowa,"-96.6071,40.3869,-90.1693,43.4997",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/c6cd121a8b3c44e7b0d1add43f2e3bda_2,http://public-iowadot.opendata.arcgis.com/datasets/c6cd121a8b3c44e7b0d1add43f2e3bda_2.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Traffic_View/FeatureServer/2,,c6cd121a8b3c44e7b0d1add43f2e3bda_2,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Primary,"Annual Average Daily Traffic (AADT) volume information for each centerline segment in the State of Iowa. Line segments were simplified by removing extraneous bends while preserving essential shape to within a 5 meter allowable offset. Centerlines include all segments that are legal, open and existing roadways with a valid count. Note: FHWA vehicle classifications for the three multiple trailer combination truck classes are combined into a single classification titled MULTITRAILER.Thematic maps displaying most recent counted Passenger Vehicle AADT, Single Unit Truck AADT and Combination Truck AADT information for all primary centerline road segments in the State of Iowa.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa|DepartmentofTransportation|Centerline|Primary|Secondary|Municipal|Roads|Estimated|Streets|Traffic|Volume|AADT|Assets|Inventory,2020-07-29T16:17:55.000Z,,,,Iowa,"-96.6326,40.3854,-90.161,43.501",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/c6cd121a8b3c44e7b0d1add43f2e3bda_0,http://public-iowadot.opendata.arcgis.com/datasets/c6cd121a8b3c44e7b0d1add43f2e3bda_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Traffic_View/FeatureServer/0,,c6cd121a8b3c44e7b0d1add43f2e3bda_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Traffic Log Book AADT,This service uses a thematic legend to depict the information in the current Traffic Log Book.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Traffic|TrafficCount|TrafficLogBook|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-07-29T15:20:50.000Z,,,,Iowa,"-96.6326,40.3853,-90.161,43.501",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/0263e8e5f6ee47ba8efdef8ca6c79afe_0,http://public-iowadot.opendata.arcgis.com/datasets/0263e8e5f6ee47ba8efdef8ca6c79afe_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Traffic_Log_Book_AADT_View/FeatureServer/0,,0263e8e5f6ee47ba8efdef8ca6c79afe_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Survey Markers,"Data is captured by Iowa DOT surveyors and loaded via the Survey Portal. All populated data comes directly from the field data collection units. X, Y, and Z fields are projected in the system listed in the ""Coordinates System"" field using the datums listed in the Horizontal Datum and Vertical Datum fields. Contact information for each point can be found in the ""Surveyors Name"" field. If you have any questions about the general data, contact the Survey Manager in the Office of Design.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Survey|ControlMonument|Cadastre|Reference|IowaDOT|IowaDepartmentofTransportation,2020-07-29T13:06:09.000Z,,,,Iowa,"-96.7945,40.1207,-90.1253,43.5739",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/b235561336394282a59349a54fa93ff3_0,http://public-iowadot.opendata.arcgis.com/datasets/b235561336394282a59349a54fa93ff3_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Survey_Markers_View/FeatureServer/0,,b235561336394282a59349a54fa93ff3_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Scoping Freight,"Several layers were examined as part of the highway improvement needs analysis conducted for the 2017 State Transportation Plan. Freight needs aligned with highway freight bottlenecks identified in the 2016 Iowa State Freight Plan. A combination of INRIX travel time data and input from internal and external stakeholders was used to identify bottleneck locations. Bottlenecks were then ranked through an analysis of each location's value, condition, and performance (VCAP). Value was based on how much each location increased the efficiency of the highway network for trucks; condition was based on the Infrastructure Condition Evaluation (ICE) tool's analysis of condition and traffic data; and performance was based on the INRIX bottleneck ranking tool. Locations were ranked, with annual average truck traffic data being used as a tiebreaker. For more information, see iowadot.gov/iowainmotion.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,IowaDepartmentofTransportation|IowaDOT|Scoping|Assets|Inventory|AssetClassification,2020-07-27T14:29:49.000Z,,,,Iowa,"-96.3809,40.5939,-90.3645,43.1524",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/bf9b3cb1fb5447539a449442c38882e4_0,http://public-iowadot.opendata.arcgis.com/datasets/bf9b3cb1fb5447539a449442c38882e4_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Scoping_Freight_View/FeatureServer/0,,bf9b3cb1fb5447539a449442c38882e4_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Scoping Capacity,"Several layers were examined as part of the highway improvement needs analysis conducted for the 2017 State Transportation Plan. Future capacity needs on the Primary Highway System were evaluated for the year 2040 with the Iowa Travel Analysis model (iTRAM). A volume-to-capacity (V/C) ratio was used, which divides the roadway's forecast traffic by its capacity. A corridor is targeted to have a capacity need if the majority of its V/C values exceed 0.7, which is considered to be approaching capacity. Needs were identified at the corridor level; spot locations, generally defined as 0.5 miles in length, were not included as corridors. For more information, see iowadot.gov/iowainmotion.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,IowaDepartmentofTransportation|IowaDOT|Scoping|Assets|Inventory|AssetClassification,2020-07-27T13:58:10.000Z,,,,Iowa,"-96.4137,41.2192,-90.3645,42.513",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/32f37c3dd4574bb9925533eca54b5562_0,http://public-iowadot.opendata.arcgis.com/datasets/32f37c3dd4574bb9925533eca54b5562_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Scoping_Capacity_View/FeatureServer/0,,32f37c3dd4574bb9925533eca54b5562_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Adopt-A-Highway Status: Never Adoptable,This layer represents the sections of highway which are never available for adoption within the Adopt-A-Highway program. This symbolization was developed for utilization by the Electronic Permitting System (EPS) at the Iowa Department of Transportation,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Asset|Inventory|AAH|Adopt-A-Highway|EPS|IowaDOT|IowaDepartmentofTransportation,2020-07-10T16:21:31.000Z,,,,Iowa,"-96.6064,40.3974,-90.1733,43.4996",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/3718a97c7d6f4104ad8725687faa5f25_0,http://public-iowadot.opendata.arcgis.com/datasets/3718a97c7d6f4104ad8725687faa5f25_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/AdoptAHighway_Never_Adoptable_View/FeatureServer/0,,3718a97c7d6f4104ad8725687faa5f25_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Adopt-A-Highway Status: Adopted,This layer displays all of the currently adopted Iowa Highway segments as related to the Adopt-A-Highway program. These layers were developed for utilization by the Electronic Permitting System (EPS) at the Iowa Department of Transportation.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Asset|Inventory|AAH|Adopt-A-Highway|EPS|IowaDOT|IowaDepartmentofTransportation,2020-07-27T11:48:35.000Z,,,,Iowa,"-96.5465,40.3985,-90.1927,43.5004",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/d83506b3ca51446281e2dbde2672bc65_0,http://public-iowadot.opendata.arcgis.com/datasets/d83506b3ca51446281e2dbde2672bc65_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/AdoptAHighway_Current_Adopted_View/FeatureServer/0,,d83506b3ca51446281e2dbde2672bc65_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Road Network,"Information about all routes in the State of Iowa including Federal, State, County, Municipal, Institutional and Ramp systems. Data is maintained inside the Roadway Asset Management System (RAMS). For additional information on RAMS data, please seehttps://iowadot.gov/analytics#488921837-data-warehouse.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,IowaDOT|IowaDepartmentofTransportation|Routes|Roads|Networks|Assets|Inventory,2020-07-14T12:52:32.000Z,,,,Iowa,"-96.6326,40.385,-90.1152,43.501",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/63354784d1f04b32b3ea3a9515719c26_0,http://public-iowadot.opendata.arcgis.com/datasets/63354784d1f04b32b3ea3a9515719c26_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Road_Network_View/FeatureServer/0,,63354784d1f04b32b3ea3a9515719c26_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Permanent Easement - Required and Special Purchase,Note: This is a subset of the Right of Way Acquisition View to serve out only Required State Permanent Easement Right of WayParcels.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,ROW|RightofWay|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-07-14T13:12:28.000Z,,,,Iowa,"-96.6263,40.5758,-90.1751,43.4781",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/6704fbbb524d45b78e8bf1a23f04b2ef_0,http://public-iowadot.opendata.arcgis.com/datasets/6704fbbb524d45b78e8bf1a23f04b2ef_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Right_of_Way_Required_Perm_Ease_State_View/FeatureServer/0,,6704fbbb524d45b78e8bf1a23f04b2ef_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Right of Way - Required and Uneconomic Remnant,Note: This is a subset of the Right of Way Acquisition View to serve out only Required Right of Way and Uneconomic Remnant Parcels.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,ROW|RightofWay|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-07-14T12:58:38.000Z,,,,Iowa,"-96.6263,40.5758,-90.1751,43.4781",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/52941d64867e484aa17c0a7dbd63cfd1_0,http://public-iowadot.opendata.arcgis.com/datasets/52941d64867e484aa17c0a7dbd63cfd1_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Right_of_Way_Required_View/FeatureServer/0,,52941d64867e484aa17c0a7dbd63cfd1_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Actual Possession ROW,Newly acquired Right of Ways owned by Iowa DOT.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,ROW|RightofWay|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-07-13T21:10:12.000Z,,,,Iowa,"-96.6263,40.5758,-90.1751,43.4781",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/478efa33c9c444158c4098eef600e5ea_0,http://public-iowadot.opendata.arcgis.com/datasets/478efa33c9c444158c4098eef600e5ea_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Right_of_Way_Actual_Possession_View/FeatureServer/0,,478efa33c9c444158c4098eef600e5ea_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,In Condemnation ROW,Parcels that are in condemnation and not yet owned by the Iowa DOT.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,ROW|RightofWay|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-07-13T21:02:48.000Z,,,,Iowa,"-96.6263,40.5758,-90.1751,43.4781",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/8dca0c8bd5fb48a6a445059a2b511c37_0,http://public-iowadot.opendata.arcgis.com/datasets/8dca0c8bd5fb48a6a445059a2b511c37_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Right_of_Way_Condemnation_View/FeatureServer/0,,8dca0c8bd5fb48a6a445059a2b511c37_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Right of Way - Fee Excess,Note: This is a subset of the Right of Way Acquisition View to serve out only Right of Way Fee Excess Parcels.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,ROW|RightofWay|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-07-13T20:56:20.000Z,,,,Iowa,"-96.6263,40.5758,-90.1751,43.4781",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/db255dadf8f248ecbc415bff56e0a0ac_0,http://public-iowadot.opendata.arcgis.com/datasets/db255dadf8f248ecbc415bff56e0a0ac_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Right_of_Way_Fee_Excess_View/FeatureServer/0,,db255dadf8f248ecbc415bff56e0a0ac_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Right of Way Mitigate State City Co,"Note: This is a subset of the Right of Way Acquisition View to serve out only ROW for mitigation purposes in state, city, and county jurisdictions.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,ROW|RightofWay|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-07-13T20:47:35.000Z,,,,Iowa,"-96.6263,40.5758,-90.1751,43.4781",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/33757c3adc024dd78212a5d0d14f8e19_0,http://public-iowadot.opendata.arcgis.com/datasets/33757c3adc024dd78212a5d0d14f8e19_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Right_of_Way_Mitigate_State_City_Co_View/FeatureServer/0,,33757c3adc024dd78212a5d0d14f8e19_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Actual Pending ROW,"Right of Way parcels that are in the process of being purchased, but are not yet owned by the Iowa DOT.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,ROW|RightofWay|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-07-13T20:41:22.000Z,,,,Iowa,"-96.6263,40.5758,-90.1751,43.4781",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/5168623e829f463980bf8c2a661d8392_0,http://public-iowadot.opendata.arcgis.com/datasets/5168623e829f463980bf8c2a661d8392_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Right_of_Way_Actual_Pending_View/FeatureServer/0,,5168623e829f463980bf8c2a661d8392_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,"Permanent Easement – City, County, Utilities, Railroad","Note: This is a subset of the Right of Way Acquisition View to serve out only Permanent Easement Right of Way for city, county, utility and railroad parcels.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,ROW|RightofWay|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-07-13T20:32:47.000Z,,,,Iowa,"-96.6263,40.5758,-90.1751,43.4781",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/7e9d631fe2ed48e5bfa77d1505ccfc9e_0,http://public-iowadot.opendata.arcgis.com/datasets/7e9d631fe2ed48e5bfa77d1505ccfc9e_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Right_of_Way_Perm_Ease_City_Co_Util_RR_View/FeatureServer/0,,7e9d631fe2ed48e5bfa77d1505ccfc9e_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,"Right of Way - Fee (Other) City, County and Railroad","Note: This is a subset of the Right of Way Acquisition View to serve out only City, County and Railroad Fee Title Parcels.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,ROW|RightofWay|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-07-13T20:17:20.000Z,,,,Iowa,"-96.6263,40.5758,-90.1751,43.4781",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/577e30afe4cb49ce8a19d8bead3ef0e7_0,http://public-iowadot.opendata.arcgis.com/datasets/577e30afe4cb49ce8a19d8bead3ef0e7_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Right_of_Way_Fee_Other_View/FeatureServer/0,,577e30afe4cb49ce8a19d8bead3ef0e7_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,RTN Base Station,"Real-time Network (RTN) Base Stations locations and information in and near Iowa including contact information, location details and more.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Survey|RTN|Real-TimeNetwork|BaseStation|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-07-08T20:27:16.000Z,,,,Iowa,"-96.7285,40.1435,-90.1428,43.6766",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/e43b945e8806446e8825a800f6ec1a86_0,http://public-iowadot.opendata.arcgis.com/datasets/e43b945e8806446e8825a800f6ec1a86_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/RTN_Base_Station_View/FeatureServer/0,,e43b945e8806446e8825a800f6ec1a86_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Route By Service Level,"Maintenance Service Level Roads layers shows the priority level for maintenance level of service. A (Interstate) is high level of service, B (High Travel Routes) are medium level of service, and C is the lowest level priority for service.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Asset|Inventory|Classification|Maintenance|ServiceLevel|Road|IowaDOT|IowaDepartmentofTransportation|AssetClassification,2020-07-08T15:40:08.000Z,,,,Iowa,"-96.6326,40.3853,-90.1609,43.501",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/22d7b5c120284772a7a2e8b7767ebe9a_0,http://public-iowadot.opendata.arcgis.com/datasets/22d7b5c120284772a7a2e8b7767ebe9a_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Route_By_Service_Level_View/FeatureServer/0,,22d7b5c120284772a7a2e8b7767ebe9a_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Skip The Trip (Active Locations),Skip the Trip allows students to take the web-based knowledge test that is required to obtain a driver's instruction permit at a participating schools or agency instead of making the trip to an Iowa DOT or local county treasurer's office to complete the test. This allows students to take the test in a familiar and comfortable environment and saves parents and students time away from work or school by potentially reducing the number of trips to the Iowa DOT or local county treasurer's office.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Replica|FeatureServicesynchronization|Collaboration|MVD|MotorVehicle|Student|License|DriverEducation|DriverServices|DriversLicenseStations,2020-07-28T18:59:27.000Z,,,,Iowa,"-96.5505,40.3989,-90.1817,43.4941",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/368ecb786642427d9264105a01f73b35_0,http://public-iowadot.opendata.arcgis.com/datasets/368ecb786642427d9264105a01f73b35_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/SkipTheTripSchools_Active_View/FeatureServer/0,,368ecb786642427d9264105a01f73b35_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Turning Movement,Traffic turning data (AADT) for years between 1998 and 2018.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,AADT|TurningMovement|Traffic|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory|AssetInventory,2020-08-04T14:27:37.000Z,,,,Iowa,"-96.6077,40.3894,-90.1634,43.5008",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/98990df344394d77989295699883cbab_0,http://public-iowadot.opendata.arcgis.com/datasets/98990df344394d77989295699883cbab_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Turning_Movement_View/FeatureServer/0,,98990df344394d77989295699883cbab_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Scoping Bridge,"Several layers were examined as part of the highway improvement needs analysis conducted for the 2017 State Transportation plan. Bridge needs on the Primary Highway System were evaluated based on the bridge condition index. Bridges falling within the lowest-rated 5 percent of the system were targeted as having bridge condition needs. For more information, see iowadot.gov/iowainmotion.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,IowaDepartmentofTransportation|IowaDOT|Scoping|Assets|Inventory|AssetClassification,2020-07-09T18:49:00.000Z,,,,Iowa,"-96.5172,40.3911,-90.1612,43.4304",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/290388e203d941a58fb36ba4c451a470_0,http://public-iowadot.opendata.arcgis.com/datasets/290388e203d941a58fb36ba4c451a470_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Scoping_Bridge_View/FeatureServer/0,,290388e203d941a58fb36ba4c451a470_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Scenic Byway,"List of Iowa's Byways™ in the State of Iowa to include Delaware Crossing, Driftless Area, Glacial Trail, Grant Wood, Historic Hills, Iowa Valley, River Bluffs, Western Skies, White Pole Road, Covered Bridges, Jefferson Highway and Lincoln Highway Scenic Byways as well as the Great River Road National Scenic Byway and Loess Hills National Scenic Byway located in Iowa.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa|ScenicByways|PlanningProgrammingandModalDivision|OfficeofSystemsPlanning|Assets|Inventory|AssetClassification,2020-07-09T15:23:10.000Z,,,,Iowa,"-96.6129,40.3853,-90.1733,43.5009",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/44932bb5e4424abe857bd0089a10c923_0,http://public-iowadot.opendata.arcgis.com/datasets/44932bb5e4424abe857bd0089a10c923_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Scenic_Byway_View/FeatureServer/0,,44932bb5e4424abe857bd0089a10c923_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Scoping Operation,"Several layers were examined as part of the highway improvement needs analysis conducted for the 2017 State Transportation Plan. Operation needs for the Interstate system were analyzed through the Infrastructure Condition Evaluation-Operations (ICE-OPS) tool. The Interstate system was divided into 54 corridors, and ICE-OPS provided a composite rating for each corridor based on normalizing and weighting nine operations-oriented criteria. (Note: Since the adoption of the State Transportation Plan, another 85 non-interstate corridors were also analyzed and added to this layer.) Corridors were then ranked based on their composite scores.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,IowaDepartmentofTransportation|IowaDOT|Scoping|Assets|Inventory|AssetClassification,2020-07-28T14:00:10.000Z,,,,Iowa,"-96.5279,40.3854,-90.1733,43.5009",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/53c80dce830c49b4b09fbf36cc7ee1dd_0,http://public-iowadot.opendata.arcgis.com/datasets/53c80dce830c49b4b09fbf36cc7ee1dd_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Scoping_Operation_View/FeatureServer/0,,53c80dce830c49b4b09fbf36cc7ee1dd_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,"Temporary Easement - State, City, County, Utility and Railroad","Note: This is a subset of the Right of Way Acquisition View to serve out only Temporary Easement Right of Way for city, county, utility and railroad parcels.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,ROW|RightofWay|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory,2020-07-13T20:26:06.000Z,,,,Iowa,"-96.6263,40.5758,-90.1751,43.4781",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/89bf1b75975f4e4f80f554f5f7161594_0,http://public-iowadot.opendata.arcgis.com/datasets/89bf1b75975f4e4f80f554f5f7161594_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Right_of_Way_Temp_Ease_State_City_Co_RR_View/FeatureServer/0,,89bf1b75975f4e4f80f554f5f7161594_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
