Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Slug,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child,FileSize
,Percent of Employed Population with Travel Time to Work of 15-29 Minutes,"The percentage of commuters that spend between 15 and 29 minutes commuting to work out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,sustainability|2010|2011|2012|2013|2014|2015|2016|2017|2018|transportation,2020-03-16T18:31:04.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/c319c9371c4140be8c98c49989104012_0,https://data.baltimorecity.gov/datasets/c319c9371c4140be8c98c49989104012_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Trav29_/FeatureServer/0,,c319c9371c4140be8c98c49989104012_0,https://hub.arcgis.com/datasets/c319c9371c4140be8c98c49989104012_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4785 MB
,"Number of Automobile Accident Calls for Service per 1,000 Residents","The rate of calls for accidents involving motor vehicles per 1,000 residents in an area. Since the data comes from 911 calls, it is possible that multiple calls could be made for a single incident. Additionally, not every accident involving a motor vehicle is reported to the Police Department. Source: Baltimore Police Department Years Available: 2011, 2012, 2015, 2016, 2017",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,crime|911|caraccidents|2011|2012|2015|2016|2017|2018|publicsafety,2020-02-18T19:23:10.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/249573c0c53c48e28ee906c1639a4323_0,https://data.baltimorecity.gov/datasets/249573c0c53c48e28ee906c1639a4323_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Caracc/FeatureServer/0,,249573c0c53c48e28ee906c1639a4323_0,https://hub.arcgis.com/datasets/249573c0c53c48e28ee906c1639a4323_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4784 MB
,"Number of Shootings per 1,000 Residents","The rate of 911 calls for shootings per 1,000 residents in an area. Since the data comes from 911 calls, it is possible that multiple calls could be made for a single incident. Source: Baltimore Police Department Years Available: 2011, 2012, 2015, 2016, 2017, 2018",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,crime|shooting|911|gun|2011|2012|2015|2016|2017|2018|publicsafety,2020-02-18T19:04:04.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/b22568d9f6bf487c95a82fafc598d46b_0,https://data.baltimorecity.gov/datasets/b22568d9f6bf487c95a82fafc598d46b_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Shoot/FeatureServer/0,,b22568d9f6bf487c95a82fafc598d46b_0,https://hub.arcgis.com/datasets/b22568d9f6bf487c95a82fafc598d46b_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4765 MB
,Number of Community Managed Open Spaces,"The number of community managed open spaces in an area that include community gardens (food-producing or ornamental), Adopt-A-Lots, or some other green space managed by the community. Source: BNIA-JFI Years Available: 2011, 2014",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,sustainability|2011|2014|environment,2020-03-06T16:16:46.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/cba4513f4c0d4d81a5b499fa71918cb2_0,https://data.baltimorecity.gov/datasets/cba4513f4c0d4d81a5b499fa71918cb2_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Cmos/FeatureServer/0,,cba4513f4c0d4d81a5b499fa71918cb2_0,https://hub.arcgis.com/datasets/cba4513f4c0d4d81a5b499fa71918cb2_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4746 MB
,"Number of Gun-Related Homicides per 1,000 Residents","The rate of homicides by firearm as reported in the Part 1 crime data per 1,000 residents in an area. Source: Baltimore Police Department Years Available: 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,crime|homicide|gun|2011|2012|2013|2014|2015|2016|2017|2018|publicsafety,2020-02-18T18:57:20.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/36835fb30e3d43dc90618b16647345f0_0,https://data.baltimorecity.gov/datasets/36835fb30e3d43dc90618b16647345f0_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Gunhom/FeatureServer/0,,36835fb30e3d43dc90618b16647345f0_0,https://hub.arcgis.com/datasets/36835fb30e3d43dc90618b16647345f0_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4772 MB
,"Juvenile Arrest Rate for Drug-Related Offenses per 1,000 Juveniles","The number of persons aged 10 to 17 arrested for drug-related offenses per 1,000 juveniles that live in an area. Drug-related offenses include arrests for possession, sale, manufacture, or abuse of illegal drugs, including alcohol. This indicator is calculated by where the arrested juvenile was arrested and not by where the crime is committed. Arrests are used instead of crimes committed since not all juveniles that are arrested are charged with committing a crime. This indicator also excludes offenders who are later charged as adults for their crime(s). Source: Baltimore Police Department Years Available: 2011, 2012, 2013, 2014, 2105",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,crime|juvenilearrests|drugs|2011|2012|2013|2014|2015|publicsafety,2020-02-18T17:21:38.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/c7cd08a9b2dd45de8abf096bdc591e52_0,https://data.baltimorecity.gov/datasets/c7cd08a9b2dd45de8abf096bdc591e52_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Juvdrug/FeatureServer/0,,c7cd08a9b2dd45de8abf096bdc591e52_0,https://hub.arcgis.com/datasets/c7cd08a9b2dd45de8abf096bdc591e52_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4769 MB
,"Number of Persons with Library Cards per 1,000 Residents","The rate of persons per 1,000 residents that possess a valid public library system card. This includes all library card types (first card, juvenile, young adult, adult). Source: Enoch Pratt Free Library Years Available: 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,arts|2011|2012|2013|2014|2015|2016|2017|2018|art&culture,2020-03-18T21:57:03.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/2d402a49354f4a1fb1600cdd721ca0b7_0,https://data.baltimorecity.gov/datasets/2d402a49354f4a1fb1600cdd721ca0b7_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Libcard/FeatureServer/0,,2d402a49354f4a1fb1600cdd721ca0b7_0,https://hub.arcgis.com/datasets/2d402a49354f4a1fb1600cdd721ca0b7_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4785 MB
,Percent of Population that Uses Public Transportation to Get to Work,"The percentage of commuters that use public transit out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,sustainability|2011|2012|2013|2014|2015|2016|2017|2018|transportation,2020-03-16T17:48:00.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/dbc98e87a3a04103b2cb0f7b5af25d42_0,https://data.baltimorecity.gov/datasets/dbc98e87a3a04103b2cb0f7b5af25d42_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Pubtran/FeatureServer/0,,dbc98e87a3a04103b2cb0f7b5af25d42_0,https://hub.arcgis.com/datasets/dbc98e87a3a04103b2cb0f7b5af25d42_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4777 MB
,Percent of Residences Heated by Electricity,"The percentage of homes that use electricity for heat and cooking out of all homes. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,sustainability|2011|2012|2013|2014|2015|2016|2017|2018|housing&development,2020-03-16T16:57:05.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/a3939ca71d914317a52ff7208a69dd46_0,https://data.baltimorecity.gov/datasets/a3939ca71d914317a52ff7208a69dd46_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Elheat/FeatureServer/0,,a3939ca71d914317a52ff7208a69dd46_0,https://hub.arcgis.com/datasets/a3939ca71d914317a52ff7208a69dd46_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4832 MB
,Percent of Population that Walks to Work,"The percentage of commuters that walk to work out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,sustainability|2011|2012|2013|2014|2015|2016|2017|transportation,2020-03-16T17:53:06.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/cf177701ee04459e881401ddc68baab2_0,https://data.baltimorecity.gov/datasets/cf177701ee04459e881401ddc68baab2_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Walked/FeatureServer/0,,cf177701ee04459e881401ddc68baab2_0,https://hub.arcgis.com/datasets/cf177701ee04459e881401ddc68baab2_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4775 MB
,"Percentage of Properties with Rehabilitation Permits Exceeding $5,000 - City","The percent of residential properties that have applied for and received a permit to renovate the interior and/or exterior of a property where the cost of renovation will exceed $5,000. The threshold of $5,000 is used to differentiate a minor and more significant renovation project. Source: Baltimore Department of Housing and Community Development Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,housing|2010|2011|2012|2013|2014|2015|2016|2017|2018|housing&development,2020-03-24T13:19:18.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7120,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/d939d0c66a744833ad2e176ad0aec6d7_1,https://data.baltimorecity.gov/datasets/d939d0c66a744833ad2e176ad0aec6d7_1.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Resrehab/FeatureServer/1,,d939d0c66a744833ad2e176ad0aec6d7_1,https://hub.arcgis.com/datasets/d939d0c66a744833ad2e176ad0aec6d7_1,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.0413 MB
,"Percentage of Properties with Rehabilitation Permits Exceeding $5,000 - Community Statistical Area","The percent of residential properties that have applied for and received a permit to renovate the interior and/or exterior of a property where the cost of renovation will exceed $5,000. The threshold of $5,000 is used to differentiate a minor and more significant renovation project. Source: Baltimore Department of Housing and Community Development Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,housing|2010|2011|2012|2013|2014|2015|2016|2017|2018|housing&development,2020-03-24T13:19:18.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/d939d0c66a744833ad2e176ad0aec6d7_0,https://data.baltimorecity.gov/datasets/d939d0c66a744833ad2e176ad0aec6d7_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Resrehab/FeatureServer/0,,d939d0c66a744833ad2e176ad0aec6d7_0,https://hub.arcgis.com/datasets/d939d0c66a744833ad2e176ad0aec6d7_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4791 MB
,Median Price of Homes Sold - Community Statistical Area,"The median home sales price is the middle value of the prices for which homes are sold (both market and private transactions) within a calendar year. The median value is used as opposed to the average so that both extremely high and extremely low prices do not distort the prices for which homes are sold. This measure does not take into account the assessed value of a property.Source: First American Real Estate Solutions (FARES) Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,housing|2010|2011|2012|2013|2014|2015|2016|2017|2018|housing&development,2020-03-24T13:24:34.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7121,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/eb55867e580740228b0d4317464ea040_0,https://data.baltimorecity.gov/datasets/eb55867e580740228b0d4317464ea040_0.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Salepr/FeatureServer/0,,eb55867e580740228b0d4317464ea040_0,https://hub.arcgis.com/datasets/eb55867e580740228b0d4317464ea040_0,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.4762 MB
,Median Price of Homes Sold - City,"The median home sales price is the middle value of the prices for which homes are sold (both market and private transactions) within a calendar year. The median value is used as opposed to the average so that both extremely high and extremely low prices do not distort the prices for which homes are sold. This measure does not take into account the assessed value of a property.Source: First American Real Estate Solutions (FARES) Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,,housing|2010|2011|2012|2013|2014|2015|2016|2017|2018|housing&development,2020-03-24T13:24:34.000Z,,,,"Baltimore City, Maryland|Anne Arundel County, Maryland|Baltimore County, Maryland|Baltimore City County, Maryland|Maryland","-76.7120,39.1977,-76.5289,39.3720",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/datasets/eb55867e580740228b0d4317464ea040_1,https://data.baltimorecity.gov/datasets/eb55867e580740228b0d4317464ea040_1.zip,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Salepr/FeatureServer/1,,eb55867e580740228b0d4317464ea040_1,https://hub.arcgis.com/datasets/eb55867e580740228b0d4317464ea040_1,University of Maryland,04c-02,04c-02,Active,ArcGIS Hub,,Public,,False,False,0.0412 MB
