Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,Right of Way Existing,"Existing ROW layer was created by contacting county assessor's offices and based off of parcel data received from them. Each county has different levels of accuracy. If a county did not have a GIS parcel dataset, ERMS was utilized. strip maps were pulled from ERMS, georectified, and traced over to created the boundary. This dataset is not complete.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,ROW|RightofWay|IowaDOT|IowaDepartmentofTransportation|Assets|Inventory|AssetInventory|Reference,2020-09-29T13:02:03.000Z,,,,Iowa,"-96.6328,40.3852,-90.1615,43.501",Dataset|Service,Vector,Shapefile,https://public-iowadot.opendata.arcgis.com/datasets/c676a905327242eb9ad0c5a9d359510b_0,https://public-iowadot.opendata.arcgis.com/datasets/c676a905327242eb9ad0c5a9d359510b_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Right_of_Way_Existing_View/FeatureServer/0,,c676a905327242eb9ad0c5a9d359510b_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,All Routes,"Information about all routes in the State of Iowa including Federal, State, County, Municipal, Institutional and Ramp systems. Data is maintained inside the Roadway Asset Management System (RAMS). For additional information on RAMS data, please see https://iowadot.gov/analytics#488921837-data-warehouse.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,RAMS|RoadNetwork|RoadCenterline|Roads|Asset|Inventory|Classification|IowaDOT|IowaDepartmentofTransportation,2020-09-29T12:05:05.000Z,,,,Iowa,"-96.7978,40.385,-90.1152,43.6168",Dataset|Service,Vector,Shapefile,https://public-iowadot.opendata.arcgis.com/datasets/273a95be2bed4b388b929145125f111c_0,https://public-iowadot.opendata.arcgis.com/datasets/273a95be2bed4b388b929145125f111c_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/All_Routes_View/FeatureServer/0,,273a95be2bed4b388b929145125f111c_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Crash Data,General crash-wide data from the prior 10 years. Data compiled in this format for the Traffic Safety Data and Analysis website (www.iowadot.gov/tsda),English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Crash|Traffic|Accident|Safety|IowaDOT|IowaDepartmentofTransportation,2020-10-19T19:33:16.000Z,,,,Iowa,"-96.6437,40.2331,-90.1613,43.501",Dataset|Service,Vector,Shapefile,https://public-iowadot.opendata.arcgis.com/datasets/5e1cae654cc24ba9ba2239c5aa58c611_0,https://public-iowadot.opendata.arcgis.com/datasets/5e1cae654cc24ba9ba2239c5aa58c611_0.zip,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Crash_Data_View/FeatureServer/0,,5e1cae654cc24ba9ba2239c5aa58c611_0,Iowa,03a-02,03a-02,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Municipal Boundaries,"Municipal Boundaries of the Cities, Towns and Census Designated Places (CDP) within Nebraska.Municipal boundaries were derived from the original census city boundaries. These boundaries are updated when possible with information provided to the Nebraska Department of Revenue when city boundaries change. (https://revenue.nebraska.gov/government/municipal-boundary-changes).",English,State of Nebraska,State of Nebraska,Geospatial data,,boundaries|Nebraska,2020-09-28T17:47:32.000Z,,,,Nebraska,"-104.1142,39.9311,-95.2133,43.0275",Dataset|Service,Vector,Shapefile,https://www.nebraskamap.gov/datasets/ecc5102303b948aea73b0b4ebcce66b0_0,https://www.nebraskamap.gov/datasets/ecc5102303b948aea73b0b4ebcce66b0_0.zip,,https://gis.ne.gov/Agency/rest/services/Municipal_Boundaries/FeatureServer/0,,ecc5102303b948aea73b0b4ebcce66b0_0,Nebraska,13a-01,13a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Municipal Points,Point locations of Census TIGER/Line Places data for use in cartographic purposes.,English,State of Nebraska,State of Nebraska,Geospatial data,,location|Nebraska|OpenData,2020-01-15T17:44:05.000Z,,,,Nebraska,"-104.1083,39.9333,-95.2198,43.0246",Dataset|Service,Vector,Shapefile,https://www.nebraskamap.gov/datasets/28684c3fa43f402ca9762772a955a690_0,https://www.nebraskamap.gov/datasets/28684c3fa43f402ca9762772a955a690_0.zip,,https://gis.ne.gov/Enterprise/rest/services/Municipal_Points/FeatureServer/0,,28684c3fa43f402ca9762772a955a690_0,Nebraska,13a-01,13a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,School District Offices,School District Offices. Location of each school district office whether Public or Private. Structure (service),English,State of Nebraska,State of Nebraska,Geospatial data,,SchoolDistricts|Administration|Offices|Buildings|STRUCT|School,2020-09-24T15:30:58.000Z,,,,Nebraska,"-103.9799,39.9544,-95.4021,42.9447",Dataset|Service,Vector,Shapefile,https://www.nebraskamap.gov/datasets/c8a371bb2ece48968ebf5c12b2ced4bc_6,https://www.nebraskamap.gov/datasets/c8a371bb2ece48968ebf5c12b2ced4bc_6.zip,,https://gis.ne.gov/Enterprise/rest/services/structure/FeatureServer/6,,c8a371bb2ece48968ebf5c12b2ced4bc_6,Nebraska,13a-01,13a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Railroads,Railroads in the State of Nebraska,English,State of Nebraska,State of Nebraska,Geospatial data,,transportation|Nebraska|OpenData|DOT|NDOT|Railroad,2019-04-08T21:17:36.000Z,,,,Nebraska,"-104.1682,39.9103,-95.2111,43.0578",Dataset|Service,Vector,Shapefile,https://www.nebraskamap.gov/datasets/e03419f328f545de8d6b7b4ef91422d6_5,https://www.nebraskamap.gov/datasets/e03419f328f545de8d6b7b4ef91422d6_5.zip,,https://gis.ne.gov/Enterprise/rest/services/transportation/FeatureServer/5,,e03419f328f545de8d6b7b4ef91422d6_5,Nebraska,13a-01,13a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Jurisdictional Township Boundaries,The geographic extent of a township governance area. This is sometimes called a jurisdictional township.,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,Jurisdiction|Boundary|Boundaries|Township|Administrative,2019-07-26T20:20:59.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1472,47.4886,-95.5433,48.1758",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/f39d179fc072434ebf50e76f71b75b22_0,https://hub-pcg.hub.arcgis.com/datasets/f39d179fc072434ebf50e76f71b75b22_0.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Administrative/JurisdictionalTownshipBoundaries/FeatureServer/0,,f39d179fc072434ebf50e76f71b75b22_0,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,School Districts,Geographic extent of school district areas.,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,SchoolDistricts|Education|Boundary|Boundaries,2019-09-17T14:06:15.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1637,47.3851,-95.1668,48.4266",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/17da2671d4aa4a47900c639a0693aaab_0,https://hub-pcg.hub.arcgis.com/datasets/17da2671d4aa4a47900c639a0693aaab_0.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Administrative/SchoolDistricts/FeatureServer/0,,17da2671d4aa4a47900c639a0693aaab_0,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Road Centerlines,"Road segments representing centerlines of all roadways or carriageways in a local government. Typically, this information is compiled from orthoimagery or other aerial photography sources. This representation of the road centerlines support address geocoding and mapping. It also serves as a source for public works and other agencies that are responsible for the active management of the road network.",English,Polk County,"Polk County, Minnesota",Geospatial data,,Transportation|Addressing|911|Roads|RoadCenterlines,2019-09-16T18:18:49.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1435,47.4926,-95.5435,48.1759",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/22a712b55d8f4c7a9269585e90fd1236_0,https://hub-pcg.hub.arcgis.com/datasets/22a712b55d8f4c7a9269585e90fd1236_0.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Addressing/RoadCenterlines/FeatureServer/0,,22a712b55d8f4c7a9269585e90fd1236_0,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Address Points,Address points used to represent the location of site or service delivery addresses assigned by local governments.,English,Polk County,"Polk County, Minnesota",Geospatial data,,NG911|911|Addressing|Address|AddressPoints,2019-09-16T16:47:13.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1415,47.4967,-95.5436,48.1753",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/199bc18269fa44fc973a1945a8c050f6_0,https://hub-pcg.hub.arcgis.com/datasets/199bc18269fa44fc973a1945a8c050f6_0.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Addressing/AddressPoints/FeatureServer/0,,199bc18269fa44fc973a1945a8c050f6_0,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Cemeteries,Places where the remains of the deceased or buried or interred.,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,Cemetery|Facilities|Historical,2019-07-26T15:28:01.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1284,47.5104,-95.5502,48.1687",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/307633f3aff14a75a623446fda71ab9e_0,https://hub-pcg.hub.arcgis.com/datasets/307633f3aff14a75a623446fda71ab9e_0.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Other/Cemeteries/FeatureServer/0,,307633f3aff14a75a623446fda71ab9e_0,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bridges,Structures carrying a road or other pathway over an obstacle.,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,PublicWorks|Highway|Transportation|Bridges|Roadway,2019-07-26T13:55:41.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1073,47.4988,-95.6087,48.1688",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/d77ed927d8b5459995b6e505e894647e_0,https://hub-pcg.hub.arcgis.com/datasets/d77ed927d8b5459995b6e505e894647e_0.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Engineering/Bridges/FeatureServer/0,,d77ed927d8b5459995b6e505e894647e_0,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Zip Code Areas,"Designated delivery areas within the United States known as ZIP Codes, an acronym for Zone Improvement Plan.",English,Polk County,"Polk County, Minnesota",Geospatial data,,ZipCode|Mail|Transportation|Boundary|Boundaries|911|NG911|Addressing,2019-09-17T13:51:39.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1472,47.4961,-95.5433,48.1758",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/ccaf79c72a6b4d31a0829726050b9f74_0,https://hub-pcg.hub.arcgis.com/datasets/ccaf79c72a6b4d31a0829726050b9f74_0.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Addressing/ZipCodeAreas/FeatureServer/0,,ccaf79c72a6b4d31a0829726050b9f74_0,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Law Enforcement District,The administrative and response districts maintained by public safety and emergency response agencies.,English,Polk County,"Polk County, Minnesota",Geospatial data,,EmergencyResponse|PublicSafety|ServiceZone|FireService|LawEnforcement|PoliceService|AmbulanceService|EmergencyService,2019-08-22T19:38:07.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1472,47.4963,-95.5433,48.176",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/0aff2f45bb2c485488df0c54bdc2fcf0_2,https://hub-pcg.hub.arcgis.com/datasets/0aff2f45bb2c485488df0c54bdc2fcf0_2.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/PublicSafety/PublicSafetyDistricts/FeatureServer/2,,0aff2f45bb2c485488df0c54bdc2fcf0_2,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,County Commissioner District,The geographic extent of a territorial subdivision for electing members to a legislative body along with precincts. ,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,VotingPrecincts|Precincts|Voting|Districts|Election|AdministrativeArea,2019-07-26T20:02:20.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1478,47.4962,-95.5435,48.1758",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_2,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_2.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Elections/ElectoralDistricts/FeatureServer/2,,81e0c680339a48e6aa224be52eb3be32_2,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,US Senate District,The geographic extent of a territorial subdivision for electing members to a legislative body along with precincts. ,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,VotingPrecincts|Precincts|Voting|Districts|Election|AdministrativeArea,2019-07-26T20:02:20.000Z,,,,"Polk County, Minnesota|Minnesota","-97.2463,43.3127,-89.332,49.39",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_7,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_7.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Elections/ElectoralDistricts/FeatureServer/7,,81e0c680339a48e6aa224be52eb3be32_7,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,State Legislative District,The geographic extent of a territorial subdivision for electing members to a legislative body along with precincts. ,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,VotingPrecincts|Precincts|Voting|Districts|Election|AdministrativeArea,2019-07-26T20:02:20.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1478,47.4962,-95.5435,48.1758",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_4,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_4.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Elections/ElectoralDistricts/FeatureServer/4,,81e0c680339a48e6aa224be52eb3be32_4,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,State Senate District,The geographic extent of a territorial subdivision for electing members to a legislative body along with precincts. ,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,VotingPrecincts|Precincts|Voting|Districts|Election|AdministrativeArea,2019-07-26T20:02:20.000Z,,,,"Polk County, Minnesota|Minnesota","-97.2396,47.4923,-95.0827,49.0036",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_5,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_5.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Elections/ElectoralDistricts/FeatureServer/5,,81e0c680339a48e6aa224be52eb3be32_5,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,US Congressional District,The geographic extent of a territorial subdivision for electing members to a legislative body along with precincts. ,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,VotingPrecincts|Precincts|Voting|Districts|Election|AdministrativeArea,2019-07-26T20:02:20.000Z,,,,"Polk County, Minnesota|Minnesota","-97.2463,43.8178,-93.5194,49.39",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_6,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_6.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Elections/ElectoralDistricts/FeatureServer/6,,81e0c680339a48e6aa224be52eb3be32_6,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Quarter Quarter Section,"This dataset contains a series of features used to describe the cadastral reference system (PLSS, Control, etc.).",English,Polk County,"Polk County, Minnesota",Geospatial data,,LandInformation|LandRecords|Cadastre|Cadastral|PLSS|Control|Corner|Township|Section|Quarter|PublicLandSurveySystem,2019-07-26T15:16:25.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1472,47.4961,-95.5433,48.1758",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/7e152d28678747738b6aa597fd900dde_4,https://hub-pcg.hub.arcgis.com/datasets/7e152d28678747738b6aa597fd900dde_4.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Assessor/CadastralReference/FeatureServer/4,,7e152d28678747738b6aa597fd900dde_4,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Roads, Road Lines. The dataset contains locations and attributes of Road Centerlines within the boundaries of Polk County. ,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,Road|Transportation|Highway|Street|Opendata|Emergency,2015-10-13T12:15:41.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1334,47.4929,-95.5435,48.173",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/4178fe69bbd642de89cabf7020670a2c_0,https://hub-pcg.hub.arcgis.com/datasets/4178fe69bbd642de89cabf7020670a2c_0.zip,https://gis.co.polk.mn.us/arcgis/rest/services/OpenData/Roads/MapServer/0,,,4178fe69bbd642de89cabf7020670a2c_0,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Tax Parcels,"The published representation of real property areas, combined with assessing and tax information from CAMA and Tax systems, and organized for consumption in desktop and web applications. This feature class contains redundant geometry in cases where there are multiple condominium units on a given tax parcel.",English,Polk County,"Polk County, Minnesota",Geospatial data,,TaxParcels|Property|Ownership|LandRecords|LandInformation|MarketValue|AssessmentInformation|Parcels|ParcelData,2019-07-26T13:48:00.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1472,47.4961,-95.5433,48.1758",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/3624b2aed63b47bca4c7610156d65abd_0,https://hub-pcg.hub.arcgis.com/datasets/3624b2aed63b47bca4c7610156d65abd_0.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Assessor/TaxParcels/FeatureServer/0,,3624b2aed63b47bca4c7610156d65abd_0,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Emergency Shelters,A place for people to temporarily reside when they cannot live in their current residence or to protect occupants from severe weather.,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,EmergencyManagement|PublicSafety|Shelter|Weather|Disaster|EmergencyShelters,2019-08-22T20:18:53.000Z,,,,"Polk County, Minnesota|Minnesota","-97.0291,47.5159,-95.619,48.0425",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/e81df50da92749129d4cd54ff88f4743_0,https://hub-pcg.hub.arcgis.com/datasets/e81df50da92749129d4cd54ff88f4743_0.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/PublicSafety/EmergencyShelters_public/FeatureServer/0,,e81df50da92749129d4cd54ff88f4743_0,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,County Boundary,Geographic extent of the county governance area.,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,County|Boundary|Administrative|Jurisdiction|Governance|PoliticalBoundary,2019-07-26T19:52:29.000Z,,,,"Polk County, Minnesota|Minnesota","-100.5907,47.0598,-95.2736,52.781",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/da94759c3484482b845a857ce5256b37_0,https://hub-pcg.hub.arcgis.com/datasets/da94759c3484482b845a857ce5256b37_0.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Administrative/CountyBoundary/FeatureServer/0,,da94759c3484482b845a857ce5256b37_0,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,EMT District,The administrative and response districts maintained by public safety and emergency response agencies.,English,Polk County,"Polk County, Minnesota",Geospatial data,,EmergencyResponse|PublicSafety|ServiceZone|FireService|LawEnforcement|PoliceService|AmbulanceService|EmergencyService,2019-08-22T19:38:07.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1569,47.1845,-94.8918,48.8081",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/0aff2f45bb2c485488df0c54bdc2fcf0_0,https://hub-pcg.hub.arcgis.com/datasets/0aff2f45bb2c485488df0c54bdc2fcf0_0.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/PublicSafety/PublicSafetyDistricts/FeatureServer/0,,0aff2f45bb2c485488df0c54bdc2fcf0_0,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Fire District,The administrative and response districts maintained by public safety and emergency response agencies.,English,Polk County,"Polk County, Minnesota",Geospatial data,,EmergencyResponse|PublicSafety|ServiceZone|FireService|LawEnforcement|PoliceService|AmbulanceService|EmergencyService,2019-08-22T19:38:07.000Z,,,,"Polk County, Minnesota|Minnesota","-97.2416,47.4913,-95.0156,48.6356",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/0aff2f45bb2c485488df0c54bdc2fcf0_1,https://hub-pcg.hub.arcgis.com/datasets/0aff2f45bb2c485488df0c54bdc2fcf0_1.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/PublicSafety/PublicSafetyDistricts/FeatureServer/1,,0aff2f45bb2c485488df0c54bdc2fcf0_1,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Municipal Boundaries,Geographic extent of the municipal governance area.,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,MunicipalBoundary|Municipality|Administrative|Jurisdiction|Governance|PoliticalBoundary,2019-07-26T20:28:41.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1751,47.496,-95.5097,48.2366",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/696a7e7cc69e47879daf98197b7c9080_0,https://hub-pcg.hub.arcgis.com/datasets/696a7e7cc69e47879daf98197b7c9080_0.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Administrative/MunicipalBoundaries/FeatureServer/0,,696a7e7cc69e47879daf98197b7c9080_0,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Voting Precinct,The geographic extent of a territorial subdivision for electing members to a legislative body along with precincts. ,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,VotingPrecincts|Precincts|Voting|Districts|Election|AdministrativeArea,2019-07-26T20:02:20.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1478,47.4962,-95.5435,48.1758",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_1,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_1.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Elections/ElectoralDistricts/FeatureServer/1,,81e0c680339a48e6aa224be52eb3be32_1,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,County District,The geographic extent of a territorial subdivision for electing members to a legislative body along with precincts. ,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,VotingPrecincts|Precincts|Voting|Districts|Election|AdministrativeArea,2019-07-26T20:02:20.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1478,47.4962,-95.5435,48.1758",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_3,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_3.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Elections/ElectoralDistricts/FeatureServer/3,,81e0c680339a48e6aa224be52eb3be32_3,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Polling Place,The geographic extent of a territorial subdivision for electing members to a legislative body along with precincts. ,English,PolkGIS,"Polk County, Minnesota",Geospatial data,,VotingPrecincts|Precincts|Voting|Districts|Election|AdministrativeArea,2019-07-26T20:02:20.000Z,,,,"Polk County, Minnesota|Minnesota","-97.3979,47.2238,-95.2927,48.4431",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_0,https://hub-pcg.hub.arcgis.com/datasets/81e0c680339a48e6aa224be52eb3be32_0.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Elections/ElectoralDistricts/FeatureServer/0,,81e0c680339a48e6aa224be52eb3be32_0,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Township,"This dataset contains a series of features used to describe the cadastral reference system (PLSS, Control, etc.).",English,Polk County,"Polk County, Minnesota",Geospatial data,,LandInformation|LandRecords|Cadastre|Cadastral|PLSS|Control|Corner|Township|Section|Quarter|PublicLandSurveySystem,2019-07-26T15:16:25.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1472,47.4961,-95.5433,48.1758",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/7e152d28678747738b6aa597fd900dde_1,https://hub-pcg.hub.arcgis.com/datasets/7e152d28678747738b6aa597fd900dde_1.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Assessor/CadastralReference/FeatureServer/1,,7e152d28678747738b6aa597fd900dde_1,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Quarter Section,"This dataset contains a series of features used to describe the cadastral reference system (PLSS, Control, etc.).",English,Polk County,"Polk County, Minnesota",Geospatial data,,LandInformation|LandRecords|Cadastre|Cadastral|PLSS|Control|Corner|Township|Section|Quarter|PublicLandSurveySystem,2019-07-26T15:16:25.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1472,47.4961,-95.5433,48.1758",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/7e152d28678747738b6aa597fd900dde_3,https://hub-pcg.hub.arcgis.com/datasets/7e152d28678747738b6aa597fd900dde_3.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Assessor/CadastralReference/FeatureServer/3,,7e152d28678747738b6aa597fd900dde_3,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Section,"This dataset contains a series of features used to describe the cadastral reference system (PLSS, Control, etc.).",English,Polk County,"Polk County, Minnesota",Geospatial data,,LandInformation|LandRecords|Cadastre|Cadastral|PLSS|Control|Corner|Township|Section|Quarter|PublicLandSurveySystem,2019-07-26T15:16:25.000Z,,,,"Polk County, Minnesota|Minnesota","-97.1472,47.4961,-95.5433,48.1758",Dataset|Service,Vector,Shapefile,https://hub-pcg.hub.arcgis.com/datasets/7e152d28678747738b6aa597fd900dde_2,https://hub-pcg.hub.arcgis.com/datasets/7e152d28678747738b6aa597fd900dde_2.zip,,https://gis.co.polk.mn.us/arcgis/rest/services/Assessor/CadastralReference/FeatureServer/2,,7e152d28678747738b6aa597fd900dde_2,Minnesota,05b-27119,05b-27119,Active,ArcGIS Hub,,Public,,FALSE,FALSE
