Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record
,Parking and Moving Citations,{{description}},English,Baltimore City,"City of Baltimore, Maryland",Geospatial data,2022-08-02T19:16:43.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/baltimore::parking-and-moving-citations,,item.html?id=c582d43696f64f86abfa97692a9c6713&sublayer=2,Maryland,04c-03,04c-03_612,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Area Covered by Trees - Community Statistical Area,"The percent of total land area comprised of tree canopy. The primary sources for this land cover layer were 2004 pan-sharpened 1m Ikonos satellite imagery, a normalized Digital Surface Model (nDSM) derived from 2006 LiDAR data, and LiDAR intensity data resulting from the 2006 acquisition. Other sources of data include the City's planimetric GIS database (building footprints and road casing polygons). The land cover classification was performed using automated object-based image analysis (OBIA) techniques in Definiens Developer/eCognition Server. No accuracy assessment was conducted, but the dataset was thoroughly reviewed at a scale of 1:2000. Over 370 corrections were made to the classification. Source: University of Vermont Spatial Analysis Lab Years Available: 2011, 2017",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-26T21:26:49.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-area-covered-by-trees-community-statistical-area,,item.html?id=e8b7beca0fd649b1a77c58fafc4658a9&sublayer=0,Maryland,04c-03,04c-03_613,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Area Covered by Trees - City,"The percent of total land area comprised of tree canopy. The primary sources for this land cover layer were 2004 pan-sharpened 1m Ikonos satellite imagery, a normalized Digital Surface Model (nDSM) derived from 2006 LiDAR data, and LiDAR intensity data resulting from the 2006 acquisition. Other sources of data include the City's planimetric GIS database (building footprints and road casing polygons). The land cover classification was performed using automated object-based image analysis (OBIA) techniques in Definiens Developer/eCognition Server. No accuracy assessment was conducted, but the dataset was thoroughly reviewed at a scale of 1:2000. Over 370 corrections were made to the classification. Source: University of Vermont Spatial Analysis Lab Years Available: 2011, 2017",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-26T21:26:49.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-area-covered-by-trees-city,,item.html?id=e8b7beca0fd649b1a77c58fafc4658a9&sublayer=1,Maryland,04c-03,04c-03_614,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Residential Mortgages Originated or Approved - Community Statistical Area,"The percent of first lien mortgage applications for single family homes that were originated or approved out of all applications in the area. The Home Mortgage Disclosure Act (HMDA) requires many financial institutions to maintain, report, and publicly disclose information about mortgages in neighborhoods. Source: Consumer Financial Protection Bureau Years Available: 2019",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2021-04-23T20:20:59.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-residential-mortgages-originated-or-approved-community-statistical-area,,item.html?id=65be6cfbb0f8486f9d1c1a9ee9db16da&sublayer=0,Maryland,04c-03,04c-03_615,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Residential Mortgages Originated or Approved - City,"The percent of first lien mortgage applications for single family homes that were originated or approved out of all applications in the area. The Home Mortgage Disclosure Act (HMDA) requires many financial institutions to maintain, report, and publicly disclose information about mortgages in neighborhoods. Source: Consumer Financial Protection Bureau Years Available: 2019",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2021-04-23T20:20:59.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-residential-mortgages-originated-or-approved-city,,item.html?id=65be6cfbb0f8486f9d1c1a9ee9db16da&sublayer=1,Maryland,04c-03,04c-03_616,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Fast Food Outlet Density per 1,000 Residents - City","The Johns Hopkins Center for a Livable Future (CLF) obtained the food permit list from the Baltimore City Health Department in August 2011, which includes all sites that sell food, such as stores, restaurants and temporary locations such as farmers' market stands and street carts. The restaurants were grouped into three categories, including full service restaurants, fast food chains and carryouts. Carryout and fast food chain restaurants were extracted from the restaurant layer and spatially joined with the 2010 Community Statistical Area (CSA) data layer, provided by BNIA-JFI. The prepared foods density, per 1,000 people, was calculated for each CSA using the CSA's population and the total number of carryout and fast food restaurants, including vendors selling prepared foods in public markets, in each CSA. Source: Johns Hopkins University, Center for a Livable FutureYears Available: 2011, 2013, 2018, 2019",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-26T21:18:24.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::fast-food-outlet-density-per-1000-residents-city,,item.html?id=0ccf9a4ad780402da20afd796a59bd44&sublayer=1,Maryland,04c-03,04c-03_617,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Fast Food Outlet Density per 1,000 Residents - Community Statistical Area","The Johns Hopkins Center for a Livable Future (CLF) obtained the food permit list from the Baltimore City Health Department in August 2011, which includes all sites that sell food, such as stores, restaurants and temporary locations such as farmers' market stands and street carts. The restaurants were grouped into three categories, including full service restaurants, fast food chains and carryouts. Carryout and fast food chain restaurants were extracted from the restaurant layer and spatially joined with the 2010 Community Statistical Area (CSA) data layer, provided by BNIA-JFI. The prepared foods density, per 1,000 people, was calculated for each CSA using the CSA's population and the total number of carryout and fast food restaurants, including vendors selling prepared foods in public markets, in each CSA. Source: Johns Hopkins University, Center for a Livable FutureYears Available: 2011, 2013, 2018, 2019",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-26T21:18:24.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::fast-food-outlet-density-per-1000-residents-community-statistical-area,,item.html?id=0ccf9a4ad780402da20afd796a59bd44&sublayer=0,Maryland,04c-03,04c-03_618,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Baltimore City FY2022 Budget Data,For more information including metadata and a data dictionary please visit https://bbmr.baltimorecity.gov/data-dictionary,English,Baltimore City,"City of Baltimore, Maryland",Geospatial data,2021-07-09T17:57:35.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/baltimore::baltimore-city-fy2022-budget-data,,item.html?id=c4d17e5616b1430788806bb68763e567&sublayer=0,Maryland,04c-03,04c-03_619,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent Population 16-64 Unemployed and Looking for Work - Community Statistical Area,"The percent of persons between the ages of 16 and 64 not working out of all persons, not just those in the labor force (persons who may be looking for work). These persons are seeking work that pays a formal income. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-06T20:13:31.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-population-16-64-unemployed-and-looking-for-work-community-statistical-area,,item.html?id=a65adb747f634b36b5edd9221ebb4f99&sublayer=0,Maryland,04c-03,04c-03_620,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent Population 16-64 Unemployed and Looking for Work - City,"The percent of persons between the ages of 16 and 64 not working out of all persons, not just those in the labor force (persons who may be looking for work). These persons are seeking work that pays a formal income. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-06T20:13:31.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-population-16-64-unemployed-and-looking-for-work-city,,item.html?id=a65adb747f634b36b5edd9221ebb4f99&sublayer=1,Maryland,04c-03,04c-03_621,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent Population 16-64 Employed - City,"The percent of persons between the ages of 16 and 64 formally employed or self-employed and earning a formal income. It is used to understand how many persons are working out of the entire population, not just those in the labor force (persons who may be looking for work or working). Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data.Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-06T19:01:58.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-population-16-64-employed-city,,item.html?id=6d5adae93ad948a3affe5998e8ce40db&sublayer=1,Maryland,04c-03,04c-03_622,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent Population 16-64 Employed - Community Statistical Area,"The percent of persons between the ages of 16 and 64 formally employed or self-employed and earning a formal income. It is used to understand how many persons are working out of the entire population, not just those in the labor force (persons who may be looking for work or working). Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data.Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-06T19:01:58.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-population-16-64-employed-community-statistical-area,,item.html?id=6d5adae93ad948a3affe5998e8ce40db&sublayer=0,Maryland,04c-03,04c-03_623,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Households with No Vehicle Available - City,"The percentage of households that do not have a personal vehicle available for use out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T17:09:29.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-with-no-vehicle-available-city,,item.html?id=264376862b824ecfb7cddadc9b265f08&sublayer=1,Maryland,04c-03,04c-03_624,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Households with No Vehicle Available - Community Statistical Area,"The percentage of households that do not have a personal vehicle available for use out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T17:09:29.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-with-no-vehicle-available-community-statistical-area,,item.html?id=264376862b824ecfb7cddadc9b265f08&sublayer=0,Maryland,04c-03,04c-03_625,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Employed Population with Travel Time to Work Over 45 Minutes - Community Statistical Area,"The percentage of commuters that spend more than 45 minutes traveling to work out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T18:42:27.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-employed-population-with-travel-time-to-work-over-45-minutes-community-statistical-area,,item.html?id=018dd0fe399d472cb1e1d9896adbab03&sublayer=0,Maryland,04c-03,04c-03_626,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Employed Population with Travel Time to Work of 45 Minutes or More - City,"The percentage of commuters that spend more than 45 minutes traveling to work out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T18:42:27.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-employed-population-with-travel-time-to-work-of-45-minutes-or-more-city,,item.html?id=018dd0fe399d472cb1e1d9896adbab03&sublayer=1,Maryland,04c-03,04c-03_627,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Employed Population with Travel Time to Work of 30-44 Minutes - Community Statistical Area,"The percentage of commuters that spend between 30 and 44 minutes traveling to work out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T18:38:05.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-employed-population-with-travel-time-to-work-of-30-44-minutes-community-statistical-area,,item.html?id=b87019e9224d40a1afef36ddedf59d0f&sublayer=0,Maryland,04c-03,04c-03_628,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Employed Population with Travel Time to Work of 30-44 Minutes - City,"The percentage of commuters that spend between 30 and 44 minutes traveling to work out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T18:38:05.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-employed-population-with-travel-time-to-work-of-30-44-minutes-city,,item.html?id=b87019e9224d40a1afef36ddedf59d0f&sublayer=1,Maryland,04c-03,04c-03_629,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Employed Population with Travel Time to Work of 15-29 Minutes - Community Statistical Area,"The percentage of commuters that spend between 15 and 29 minutes commuting to work out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T18:31:04.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-employed-population-with-travel-time-to-work-of-15-29-minutes-community-statistical-area,,item.html?id=c319c9371c4140be8c98c49989104012&sublayer=0,Maryland,04c-03,04c-03_630,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Employed Population with Travel Time to Work of 15-29 Minutes - City,"The percentage of commuters that spend between 15 and 29 minutes commuting to work out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T18:31:04.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-employed-population-with-travel-time-to-work-of-15-29-minutes-city,,item.html?id=c319c9371c4140be8c98c49989104012&sublayer=1,Maryland,04c-03,04c-03_631,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Employed Population with Travel Time to Work of 0-14 Minutes,"The percentage of commuters that spend less than 15 minutes commuting to work out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T18:26:48.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-employed-population-with-travel-time-to-work-of-0-14-minutes-2,,item.html?id=92dfde6f1c184c97a09d5eb61e8590eb&sublayer=1,Maryland,04c-03,04c-03_632,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Employed Population with Travel Time to Work of 0-14 Minutes - Community Statistical Area,"The percentage of commuters that spend less than 15 minutes commuting to work out of all commuters aged 16 and above. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community SurveyYears Available: 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-16T18:26:48.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-employed-population-with-travel-time-to-work-of-0-14-minutes-community-statistical-area,,item.html?id=92dfde6f1c184c97a09d5eb61e8590eb&sublayer=0,Maryland,04c-03,04c-03_633,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Children Living Below the Poverty Line - City,"This indicator measures the percentage of persons under the age of 18 living in households where the total income fell below the poverty threshold out of all children in households in an area. Federal and state governments use such estimates to allocate funds to local communities. Local communities use these estimates to identify the number of individuals or families eligible for various programs. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T19:00:36.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-children-living-below-the-poverty-line-city,,item.html?id=b76d0beb9f87400c9d6602cd671a11cf&sublayer=1,Maryland,04c-03,04c-03_634,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Children Living Below the Poverty Line - Community Statistical Area,"This indicator measures the percentage of persons under the age of 18 living in households where the total income fell below the poverty threshold out of all children in households in an area. Federal and state governments use such estimates to allocate funds to local communities. Local communities use these estimates to identify the number of individuals or families eligible for various programs. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T19:00:36.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-children-living-below-the-poverty-line-community-statistical-area,,item.html?id=b76d0beb9f87400c9d6602cd671a11cf&sublayer=0,Maryland,04c-03,04c-03_635,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percentage of Population aged 16-19 in School or Employed - Community Statistical Area,"The percentage of persons aged 16 to 19 who are in school and/or are employed out of all persons in their age cohort. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Datahttps://www.census.gov/programs-surveys/acs/guidance/comparing-acs-data.html. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-06T16:46:50.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percentage-of-population-aged-16-19-in-school-or-employed-community-statistical-area,,item.html?id=7d814d51552b45e2bfe17e4edf417131&sublayer=0,Maryland,04c-03,04c-03_636,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percentage of Population aged 16-19 in School or Employed - City,"The percentage of persons aged 16 to 19 who are in school and/or are employed out of all persons in their age cohort. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Datahttps://www.census.gov/programs-surveys/acs/guidance/comparing-acs-data.html. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-03-06T16:46:50.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percentage-of-population-aged-16-19-in-school-or-employed-city,,item.html?id=7d814d51552b45e2bfe17e4edf417131&sublayer=1,Maryland,04c-03,04c-03_637,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Affordability Index - Mortgage - Community Statistical Area,"The percentage of households that pay more than 30% of their total household income on mortgage and other housing-related expenses. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-28T21:28:36.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::affordability-index-mortgage-community-statistical-area,,item.html?id=08887741d34e45249358966d457d3c7e&sublayer=0,Maryland,04c-03,04c-03_638,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Affordability Index - Mortgage - City,"The percentage of households that pay more than 30% of their total household income on mortgage and other housing-related expenses. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-28T21:28:36.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::affordability-index-mortgage-city,,item.html?id=08887741d34e45249358966d457d3c7e&sublayer=1,Maryland,04c-03,04c-03_639,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Affordability Index - Rent - Community Statistical Area,"The percentage of households that pay more than 30% of their total household income on rent and related expenses out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-28T21:37:59.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::affordability-index-rent-community-statistical-area-1,,item.html?id=e09b05623cdb4b509ef0fcfe0f018c52&sublayer=0,Maryland,04c-03,04c-03_640,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
