SYSTEM IDENTIFIER,Coordinates,Main Title,Display Date,Date Start,Date End
UMN_ALMA:9923644180001701,"W1090300 W1020200 N0410000 N0365900; (W 109°03'00""--W 102°02'00""/N 41°00'00""--N 36°59'00"")",Colorado : surface-minerals management quad,between 1900 and 1999,1900,9999
UMN_ALMA:9923644180001701,"W1090300 W1020200 N0410000 N0365900; (W 109°03'00""--W 102°02'00""/N 41°00'00""--N 36°59'00"")",Colorado : surface-minerals management quad,between 1900 and 1999,1900,9999
UMN_ALMA:9923644180001701,"W1090300 W1020200 N0410000 N0365900; (W 109°03'00""--W 102°02'00""/N 41°00'00""--N 36°59'00"")",Colorado : surface-minerals management quad,between 1900 and 1999,1900,9999
UMN_ALMA:9923329560001701,"W0030024 W0014540 N0510519 N0503047; (W 3°00'24""--W 1°45'40""/N 51°05'19""--N 50°30'47"").","""Geographia"" large scale road map of Dorsetshire ",between 1920 and 1929?,192u,192u
UMN_ALMA:9928096830001701,"W0880500 W0844700 N0414500 N0374600; (W 88ʻ05'00""--W 84ʻ47'00""/N 41ʻ45'00""--N 37ʻ46'00"")",Geological map of Indiana...,1903?,1903,1903
UMN_ALMA:9923159250001701,W0971500 W0893000 N0493000 N0433000; (W 97⁰15ʹ--W 89⁰30ʹ/N 49⁰30ʹ--N 43⁰30ʹ).,State of Minnesota,1876,1876,1876
UMN_ALMA:9923077340001701,W0870000 W0822000 N0460500 N0414000; (W 87°00ʹ--W 82°20ʹ/N 46°05ʹ--N 41°40ʹ).,Map of the surface formations of the Southern Peninsula of Michigan,1911,1911,1911
UMN_ALMA:9927084060001701,"W0925300 W0864500 N0470400 N0422900; (W 92°53'00""--W 86°45'00""/N 47°04'00""--N 42°29'00"").","Map of the Milwaukee, Lake Shore & Western Railway ",1885,1885,1885
UMN_ALMA:9921564190001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")","Condition map of Minnesota Trunk Highways : a 7,000 mile primary system showing national and state markings ",1922-,1922,19uu
UMN_ALMA:9921564190001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")","Condition map of Minnesota Trunk Highways : a 7,000 mile primary system showing national and state markings ",1922-,1922,19uu
UMN_ALMA:9921564190001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")","Condition map of Minnesota Trunk Highways : a 7,000 mile primary system showing national and state markings ",1922-,1922,19uu
UMN_ALMA:9921564190001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")","Condition map of Minnesota Trunk Highways : a 7,000 mile primary system showing national and state markings ",1922-,1922,19uu
UMN_ALMA:9921029810001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")","Railroad Commissioners' 1903 map of Minnesota : corrected to January 1, 1903","1903, 1902",1902,1903
UMN_ALMA:9920712950001701,"W0843800 W0683900 S0000200 S0201100; (W 84°38'00""--W 68°39'00""/S 0°02'00""--S 20°11'00"")",Geologia de las inmediaciones de Morococha,1861,1861,1861
UMN_ALMA:9923657180001701,"E1332700 E1332900 N0365220 N0345040; (E 133°27'00""--E 133°29'00""/N 36°52'20""--N 34°50'40"").",Yoshioka - special sheet,1921,1921,1921
UMN_ALMA:9921018030001701,W0060000 E0020000 N0570000 N0500000; (W 6°--E 2°/N 57°--N 50°).,"Bradshaw's map of the railways in Great Britain : shewing the projected lines to the present time, also the line of navigation from the principal sea ports to both home and foreign stations, 1845 ",1845,1845,1845
UMN_ALMA:9923517730001701,E0021500 E0022500 N0485400 N0484900; (E 2⁰15ʹ--E 2⁰25ʹ/N 48⁰54ʹ--N 48⁰49ʹ).,"Plan de Paris, Métropolitain et Nord-Sud ",1929,1929,1929
UMN_ALMA:9923492680001701,W0845500 W0801000 N0424000 N0383000; W 84055⁰--W 80010⁰/N 42040⁰--N 38030⁰).,"The tourist's pocket map of the state of Ohio : exhibiting its internal improvements, roads, distances &c. ",1837,1837,1837
UMN_ALMA:9923728780001701,W1173000 W1115000 N0340000 N0310000; (W 117°30ʹ--W 111°50ʹ/N 34°00ʹ--N 31°00ʹ).,Map no. 2 of the El Paso & Fort Yuma wagon road : 1857-8,1958?,1858,1858
UMN_ALMA:9922117070001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")",Map of Minnesota : showing status of state bridge construction,1917,1917,1917
UMN_ALMA:9921892540001701,"W1144900 W0992800 N0455600 N0283000; (W 114°49'00""--W 99°28'00""/N 45°56'00""--N 28°30'00"")",Colorado River Basin below Boulder Dam : 1929,1929,1929,1929
UMN_ALMA:9920603310001701,W0971500 W0893000 N0492300 N0433000; (W 97 ̊15 ́--W 89 ̊30 ́/N 49 ̊23 ́--N 43 ̊30)́.,"Minnesota trunk highways improvement progress map, May-1-1922",1922,1922,1922
UMN_ALMA:9928691240001701,"W0740145 W0735716 N0404500 N0404158; (W 74°01'45""--W 73°57'16""/N 40°45'00""--N 40°41'58"").","1730 New York, the English Colonial city ",1909,1909,1909
UMN_ALMA:9927562950001701,W1130000 W0900000 N0490000 N0320000; (W 113°--W 90°/N 49°--N 32°).,Nebraska and Kansas,1855?,1855,1855
UMN_ALMA:9927565040001701,W1090000 W1020000 N0410000 N0390000; (W 109°--W 102°/N 41°--N 37°).,State of Colorado,1921,1921,1921
UMN_ALMA:9922653350001701,E0105800 E0110900 N0492900 N0492400; (E 10⁰58ʹ--E 11⁰9ʹ/N 49⁰29ʹ--N 49⁰24ʹ).,Prospect und Grundris der des Heil: Röm. Reichs-Stadt Nürnberg : samt ihren Linien und Gegend auf eine Meil-wegs herumb,between 1710 and 1719?,171u,171u
UMN_ALMA:9924410880001701,W0100000 E0050000 N0440000 N0350000; (W 10⁰--E 5⁰/N 44⁰--N 35⁰).,Spain & Portugal,between 1902 and 1921?,1902,1902
UMN_ALMA:9928280960001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")","Map of Minnesota : school and other state lands, for sale during 1912 ",1912,1912,1912
UMN_ALMA:9923628270001701,W1090300 W1020200 N0410000 N0365900; Not given,Colorado : surface management quad,between 1900 and 1999,1900,9999
UMN_ALMA:9923628270001701,W1090300 W1020200 N0410000 N0365900; Not given,Colorado : surface management quad,between 1900 and 1999,1900,9999
UMN_ALMA:9923628270001701,W1090300 W1020200 N0410000 N0365900; Not given,Colorado : surface management quad,between 1900 and 1999,1900,9999
UMN_ALMA:9922239510001701,W0954600 W0890700 N0403600 N0360000; (W 95°46ʹ--W 89°07ʹ/N 40°36ʹ--N 36°00ʹ).,Missouri,1854,1854,1854
UMN_ALMA:9923518310001701,E0680000 E0920000 N0360000 N0060000; (E 68⁰--E 92⁰/N 36⁰--N 6⁰).,The Rand-McNally new library atlas map of India,1912,1912,1912
UMN_ALMA:9927909170001701,"E0690000 E0970000 N0350000 N0050000; (E 69°00'00""--E 97°00'00""/N 35°00'00""--N 5°00'00"")",Map of India from the most recent authorities,1845,1845,1845
UMN_ALMA:9927558570001701,"W0964100 W0803000 N0475700 N0363100; (W 96°41'00""--W 80°30'00""/N 47°57'00""--N 36°31'00"").","Guide through Ohio, Michigan, Indiana, Illinois, Missouri, Wisconsin, & Iowa : showing the township lines of the township lines of the United States surveys, location of cities, towns, villages, post hamlets, canals, rail and stage roads ",1854,1854,1854
UMN_ALMA:9927099530001701,"W0953100 W0665800 N0460500 N0285600; (W 95°31'00""--W 66°58'00""/N 46°05'00""--N 28°56'00"").","Appletons' railway map of the United States and the Canadas : representing railways in actual operation, and those in course of construction, also map of the territories, showing the Pacific Railroad, gold regions, &c. ",1864,1864,1864
UMN_ALMA:9923211030001701,E0003000 E0553000 N0140000 S0180000; (E 0⁰30ʹ--E 55⁰30ʹ/N 14⁰--S 18⁰),Central Africa,1918?,1918,1918
UMN_ALMA:9920768510001701,W0200000 E0750000 N0500000 N0030000; (W 20⁰--E 75⁰/N 50⁰--N 3⁰).||E0320000 E0540000 N0180000 N0030000; (E 32⁰--E 54⁰/N 18⁰--N 3⁰).,Karta över Medelhavsområdet och Abessinien,between 1929 and 1931?,1929,1931
UMN_ALMA:9924341910001701,"W0250000 E0470000 N0710000 N0340000; (W 25°00'00""--E 47°00'00""/N 71°00'00""--N 34°00'00"").",Karte von Europa in XVI Blättern,1792,1792,1792
UMN_ALMA:9922377920001701,"W0945430 W0943517 N0391211 N0390237; (W 94°54'30""--W 94°35'17""/N 39°12'11""--N 39°02'37"")","Kansas City, Kansas : formerly Wyandotte - Kansas City, Kan., and Armourdale ",1886,1886,1886
UMN_ALMA:9922190740001701,"W0013000 E0373000 N0700000 N0540000; (W 1°30'00""--E 37°30'00""/N 70°00'00""--N 54°00'00"").","Denmark, Sweden and Norway ",between 1820 and 1829?,182u,182u
UMN_ALMA:9920721720001701,"W0850700 W0570800 N0001100 S0232600; (W 85°07'00""--W 57°08'00""/N 0°11'00""--S 23°26'00"")","Lago Titicaca : plano formado sobre los trabajos de Pentland, Raimondi, Agassiz, etc. : para la conferencia que en la noche del 21 de Diciembre del ano de 1891, dio en el l'oeal de la Sociedad Geografica, el Dr. Dn. Ignacio La Puenta sobre el estudio monografico del Lago, bajo su aspecto fisico e historico ",1893,1893,1893
UMN_ALMA:9924986050001701,"E0450000 E1795000 N0081500 N0320000; (E 45°00'00""--E 179°50'00""/N 8°15'00""--N 32°00'00"").","Geologicheskai︠a︡ karta Aziatskoĭ chasti SSSR, 1925 : Carte géologique de la partie asiatique de l'USSR, 1925",1925,1925,1925
UMN_ALMA:9923062940001701,"W1063800 W0933000 N0363000 N0255000; (W 106ʻ38'00""--W 93ʻ30'00""/N 36ʻ30'00""--N 25ʻ50'00"")",Map of Texas from the most recent authorities,185-?,185u,185u
UMN_ALMA:9927494580001701,W971500 W892900 N492400 N433000; Not given,Map of Minnesota : the land of opportunities,1922,1922,1922
UMN_ALMA:9920739900001701,W0820000 W0640000 S0030000 S0220000; (W 82°--W 64°/S 4°--S 22°).,Peru,1827,1827,1827
UMN_ALMA:9920711450001701,"W0850300 W0683900 N0021200 S0201100; (W 85°03'00""--W 68°39'00""/N 2°12'00""--S 20°11'00"")",Plano del Rio Pastaza,1908,1908,1908
UMN_ALMA:9921013710001701,"W0911633 W0910925 N0435354 N0434445; (W 91°16'33""--W 91°09'25""/N 43°53'54""--N 43°44'45"").","La Crosse, Wis. : county seat of La Crosse County 1887 ",1887,1887,1887
UMN_ALMA:9920725160001701,W0820000 W0660000 N0020000 S0210000; (W 82°--W 66°/N 2°--S 21°).,El Perú en 1913,1913,1913,1913
UMN_ALMA:9920737120001701,"W0843800 W0683900 S0000200 S0201100; (W 84°38'00""--W 68°39'00""/S 0°02'00""--S 20°11'00"")",Plano del rio Serjali,1902,1902,1902
UMN_ALMA:9924307320001701,"E0804800 E0810400 N0265900 N0264000; (E 80°48'00""--E 81°04'00""/N 26°59'00""--N 26°40'00"").",Plan of Lucknow : illustrating operations under General Sir Colin Campbell during March 1858,1858,1858,1858
UMN_ALMA:9927082250001701,"E0250000 W1691900 N0795900 S0200000; (E 25°00'00""--W 169°19'00""/N 79°59'00""--S 20°00'00"")","Accuratissima totius Asiae tabula : in omnes partes divisa, de nova correcta, ac in lucem edita ",1688?,1688,1688
UMN_ALMA:9922361840001701,W1250000 W0670000 N0490000 N0250000; (W 125°--W 67°/N 49°--N 25°).,Map of the United States : compiled from the most authentic sources,1828,1828,1828
UMN_ALMA:9924314010001701,"E0051343 E0053156 N0432327 N0431010; (E 5°13'43""--E 5°31'56""/N 43°23'27""--N 43°10'10"").",Plan de la ville de Marseille : 1919,1919,1919,1919
UMN_ALMA:9921017380001701,"W0003037 E0002002 N0514130 N0511712; (W 0°30'37""--E 0°20'02""/N 51°41'30""--N 51°17'12"").",Reynolds's map of modern London : divided into quarter mile sections,1860,1860,1860
UMN_ALMA:9924337340001701,"E0331800 E1673600 N0783300 N0024500; (E 33°18'00""--E 167°36'00""/N 78°33'00""--N 2°45'00"")",Tartary,September 1st 1814,1814,1814
UMN_ALMA:9921032300001701,"E0291900 E0403900 S0005900 S0114500; (E 29°19'00""--E 40°39'00""/S 0°59'00""--S 11°45'00"")",Pemba Island,1913,1913,1913
UMN_ALMA:9924792150001701,"W1731600 W1651600 S0604100 S0845800; (W 173°16'00""--W 165°16'00""/S 60°41'00""--S 84°58'00"")||Not given","The charts of the ""Discovery"" Antarctic expedition ",1908,1908,1908
UMN_ALMA:9928989280001701,W0014000 W0004000 N0514000 N0512000; (W 001°40ʹ--W 000°40ʹ--N 51°40ʹ--N 51°20ʹ),Berkshire,between 1840 and 1849?,184u,184u
UMN_ALMA:9931909950001701,W0835600 W0832800 N0431300 N0424700; (W 83⁰56ʹ--W 83⁰28ʹ/N 43⁰13ʹ--N 42⁰47ʹ).,"Map of Genesee County, Michigan",between 1920 and 1929?,1920,1930
UMN_ALMA:9938810890001701,"W0931944 W0931137 N0450304 N0445324; (W 93°19'44""--W 93°11'37""/N 45°03'04""--N 44°53'24"").","Map of the city of Minneapolis, Minn. ",1920,1920,1920
UMN_ALMA:9974044008101701,W1040000 W096000 N0490000 N0420000; (W 104°--W 96°/N 49°--N 42°).,Territory of Dakota,,1879,1879
UMN_ALMA:9973981900301701,W0930000 W0864500 N0470700 N0423000; (W 93°00ʹ--W 86°45ʹ/N 47°07ʹ--N 42°30ʹ).,State of Wisconsin,1915,1913,1915
UMN_ALMA:9973979306901701,W1250000 W0650000 N0470000 N0230000; (W 129°--W 65°/N 47°--N 23°).,"United States, showing principal meridians, base lines, and areas governed thereby ",1915,1915,1915
UMN_ALMA:9973944385601701,E0783000 E0821500 N0103000 N0053000; (E 78°30ʹ00ʺ--E 82°15ʹ00ʺ/N 10°30ʹ00ʺ--N 5°30ʹ00ʺ).,Nieuwe kaart van t Eiland Ceilon,1740,1740,1740
UMN_ALMA:9973944406401701,E0663400 E0761600 N0283800 N0135600; (E 66°34ʹ00ʺ--E 76°16ʹ00ʺ/N 28°38ʹ00ʺ--N 13°56ʹ00ʺ).,Map of the Bombay presidency,1897,1897,1897
UMN_ALMA:9973999690501701,W0944000 W0894500 N0363000 N0330000; (W 94°40ʹ--W 89°45ʹ/N 36°30ʹ--N 33°00ʹ).,State of Arkansas,1886,1886,1886
UMN_ALMA:9973944496901701,E0811102 E0812051 N0083807 N0082709; (E 81°11ʹ02ʺ--E 81°20ʹ51ʺ/N 8°38ʹ07ʺ--N 8°27ʹ09ʺ).,Plan of the Bay and Harbour of Trincomalay on the island of Ceylon : surveyed in 1762 by the order of Admiral Cornish,1762,1762,1762
UMN_ALMA:9973977704401701,"W1243600 W1162700 N0461700 N0415900; (W 124°36'00""--W 116°27'00""/N 46°17'00""--N 41°59'00"").",State Highway Department's map of the state of Oregon showing main traveled automobile roads,1925,1925,1925
UMN_ALMA:9973944384501701,E0791500 E0821100 N0095900 N0054700; (E 79°15ʹ00ʺ--E 82°11ʹ00ʺ/N 9°59ʹ00ʺ--N 5°47ʹ00ʺ).,Insula Ceylon,1720,1720,1720
UMN_ALMA:9973944599801701,E0791500 E0821100 N0100000 N0054700; (E 79°15ʹ00ʺ--E 82°11ʹ00ʺ/N 10°00ʹ00ʺ--N 5°47ʹ00ʺ).,Ceylon : olim Taprobana incolis Tenarisin et Lekawn dicta maxima et simul ditissima Maris Indici Insula,1744,1744,1744
UMN_ALMA:9973992295001701,W1160000 W1040000 N0490000 N0443000; (W 116°--W 104°/N 49°--N 44°30ʹ).,"Montana Territory, 1883 ",1883,1883,1883
UMN_ALMA:9973944385101701,E0770000 E0820000 N0095400 N0055200; (E 77°00ʹ00ʺ--E 82°00ʹ00ʺ/N 9°54ʹ00ʺ--N 5°52ʹ00ʺ).,Insula Ceilon et Madura,1690,1690,1690
UMN_ALMA:9973944401901701,E0855800 E0940800 N0270000 N0210000; (E 85°58ʹ00ʺ--E 94°08ʹ00ʺ/N 27°00ʹ00ʺ--N 21°00ʹ00ʺ).,"Royaume de Bengale, et les Rivieres qui se jettent dans le Gange : suivant la découverte des portugais ",1717,1717,1717
UMN_ALMA:9973974705401701,"W1293000 W1253000 N0661000 N0644500; (W 129°30'00""--W 125°30'00""/N 66°10'00""--N 64°45'00"").","Map of Mackenzie River : Norman to Hume River, Northwest Territories ",1923,1923,1923
UMN_ALMA:9973979305101701,"W0752400 W0752020 N0395230 N0394950; (W 75°24'00""--W 75°20'20""/N 39°52'30""--N 39°49'50"").",Map of the City of Chester Pa,1929,1929,1929
UMN_ALMA:9973950071601701,"W0693800 W0572700 S0094000 S0225300; (W 69°38'00""--W 57°27'00""/S 9°40'00""--S 22°53'00"").",Mapa de la República de Bolivia,1901,1901,1901
UMN_ALMA:9973950087401701,W0750000 W0740000 S0030000 S0090000; (W 75°--W 74°/S 3°--S 9°).,"Plano del Río ""Ucayali"" : desde la boca del Río ""Pachitea"" hasta su confluencia con el Río ""Marañón"" formando el Río ""Amazones"" y parte de este hasta ""Iquitos"" ",1904,1904,1904
UMN_ALMA:9973950087801701,W0620000 W0570000 N0130000 S0060000; (W 62°--W 57°/N 13°--S 6°).,"Geographical, statistical, and historical map of Colombia ",1822,1822,1822
UMN_ALMA:9931898720001701,"W0913000 W0870100 N0423000 N0365800; (W 91°30'00""--W 87°01'00""/N 42°30'00""--N 36°58'00"").",State of Illinois : compiled from the official records of the General Land Office and other sources,1911,1911,1911
UMN_ALMA:9973943408801701,E0685200 E0880400 N0230000 N0080000; (E 68°52ʹ00ʺ--E 88°04ʹ00ʺ/N 23°00ʹ00ʺ--N 8°00ʹ00ʺ).,Carte des côtes de Malabar et de Coromandel,1723,1723,1723
UMN_ALMA:9973943509501701,"E0694000 E0924500 N0224400 N0053100; (E 69°40'00""--E 92°45'00""/N 22°44'00""--N 5°31'00"")",Inde partie meridionale de la presqu'isle en deça du Gange,1782?,1782,1782
UMN_ALMA:9973951846401701,"W1092700 W0662500 S0172900 S0555800; (W 109°27'00""--W 66°25'00""/S 17°29'00""--S 55°58'00"").",República de Chile,1909?,1909,9999
UMN_ALMA:9973951846401701,"W1092700 W0662500 S0172900 S0555800; (W 109°27'00""--W 66°25'00""/S 17°29'00""--S 55°58'00"").",República de Chile,1909?,1909,9999
UMN_ALMA:9973951846401701,"W1092700 W0662500 S0172900 S0555800; (W 109°27'00""--W 66°25'00""/S 17°29'00""--S 55°58'00"").",República de Chile,1909?,1909,9999
UMN_ALMA:9973951846401701,"W1092700 W0662500 S0172900 S0555800; (W 109°27'00""--W 66°25'00""/S 17°29'00""--S 55°58'00"").",República de Chile,1909?,1909,9999
UMN_ALMA:9973986408401701,W0874000 W0794500 N0310500 N0242000; (W 87°40ʹ--W 79°45ʹ/N 31°05ʹ--N 24°20ʹ).,State of Florida,1893,1893,1893
UMN_ALMA:9973941997901701,E0785000 E0852200 N0191000 N0095000; (E 78°50ʹ00ʺ--E 85°22ʹ00ʺ/N 19°10ʹ00ʺ--N 9°50ʹ00ʺ).,Nieuwe afteekening van de Kust van Coromandel en een gedeelte van de Kust van Golconda : strekkende van de noorthoek van Ceylon tot Barrar,1720?,1720,1720
UMN_ALMA:9973948404001701,E0792200 E0820400 N0095500 N0054300; (E 79°22ʹ00ʺ--E 82°04ʹ00ʺ/N 9°55ʹ00ʺ--N 5°43ʹ00ʺ).,Ceylon,1909,1909,1909
UMN_ALMA:9973999674401701,"W1040300 W0951800 N0430000 N0395900; (W 104°03'00""--W 95°18'00""/N 43°00'00""--N 39°59'00"").",State of Nebraska : 1876,1876,1876,1876
UMN_ALMA:9973943401801701,"E0461500 E1514400 N0590800 N0144700; (E 46°15'00""--E 151°44'00""/N 59°08'00""--N 14°47'00"")",Carte générale de l'empire Chinois : avec les divisions etablies par la dynastic regnante,1834,1834,1834
UMN_ALMA:9973943498901701,E0720900 E0814200 N0190600 N0075100; (E 72°09ʹ00ʺ--E 81°42ʹ00ʺ/N 19°06ʹ00ʺ--N 7°51ʹ00ʺ).,Southern division of Hindoostan,1813,1813,1813
UMN_ALMA:9973997799501701,"W0842600 W0842200 N0421600 N0421200; (W 84°26'00""--W 84°22'00""/N 42°16'00""--N 42°12'00"").","City of Jackson, major street plan ",1929,1929,1929
UMN_ALMA:9973984907201701,"W1242600 W0564100 N0523800 N0165400; (W 124°26'00""--W 56°41'00""/N 52°38'00""--N 16°54'00"").","Map of America's making : a chart of places and events for those who would sail with the discoverers, seek freedom with the colonists, follow the westward trails, subdue the wilderness, and behold the building of the Republic",1929,1929,1929
UMN_ALMA:9974048508401701,W1145200 W1090000 N0370000 N0312200; (W 114°52ʹ--W 109°/N 37°--N 31°22ʹ).,Territory of Arizona : map,1879,1879,1879
UMN_ALMA:9974044604101701,W0943700 W0893700 N0363000 N0330000; (W 94°37ʹ--W 89°37ʹ/N 36°30--N 33°).,State of Arkansas,1878,1878,1878
UMN_ALMA:9974047005001701,W1090000 W1020000 N0410000 N0370000; (W 109°--W 102°/N 41°--N 37°).,Territory of Colorado : compiled from the official records of the General Land Office and other sources,1876,1876,1876
UMN_ALMA:9973942708101701,"W0263500 E0522800 N0375700 S0373200; (W 26°35'00""--E 52°28'00""/N 37°57'00""--S 37°32'00"")","Africa, according to Mr. D'Anville : with several additions & improvements, with a particular chart of the Gold Coast wherein are distinguished all the European forts and factories ... ",1772,1772,1772
UMN_ALMA:9973984906001701,"W0903308 W0895541 N0463524 N0455852; (W 90°33'08""--W 89°55'41""/N 46°35'24""--N 45°58'52"").","Map of Iron County, Wisconsin ",between 1910 and 1919?,191u,191u
UMN_ALMA:9973944604901701,E0855000 E0931500 N0233000 N0191000; (E 85°50ʹ00ʺ--E 93°15ʹ00ʺ/N 23°30ʹ00ʺ--N 19°10ʹ00ʺ).,A chart of the northern part of the Bay of Bengal : between Point Palmiras and the Aracan shore,1794,1794,1794
UMN_ALMA:9974048208801701,"W1140000 W1090000 N0420000 N0370000; (W 114°00'00""--W 109°00'00""/N 42°00'00""--N 37°00'00"").",Territory of Utah,1893,1893,1893
UMN_ALMA:9973981906101701,"W0880411 W0874925 N0431133 N0425031; (W 88°04'11""--W 87°49'25""/N 43°11'33""--N 42°50'31"").",Map of Milwaukee County showing system of prospective state highways,1922,1922,1922
UMN_ALMA:9973969406601701,W0790500 W0784500 N0431500 N0425000; (W 79°05ʹ--W 78°45ʹ/N 43°15ʹ--N 42°50ʹ).,Niagara River and vicinity,1901,1901,1901
UMN_ALMA:9974029796801701,W1000000 W0720000 N0330000 N0150000; (W 100°--W 72°/N 33°--N 15°).,Map of the Straits of Florida and Gulf of Mexico,1852,1852,1852
UMN_ALMA:9974041309401701,E0690000 E0843000 N0244000 N0060000; (E 69°00ʹ--E 84°30ʹ/N 24°40ʹ--N 6°00ʹ).,India-Southern section,between 1900 and 1999,1920,1969
UMN_ALMA:9974056908801701,"E0084500 E0091500 N0060500 N0044000; (E 8°45'00""--E 9°15'00""/N 6°05'00""--N 4°40'00"").",Map of boundary between Southern Nigeria and Kameruns,1906,1906,1906
UMN_ALMA:9973999677901701,W0842700 W0842700 N0390900 N0390900; (W 84°27ʹ/N 39°09ʹ).,Rand McNally & Co's indexed atlas of the world,1891,1891,1891
UMN_ALMA:9973980799701701,W0840000 W0780000 N0120000 N0070000; (W 84°--W 78°/N 12°--N 7°).,"Panama, Central America 1:1,000,000 ",1928,1928,1928
UMN_ALMA:9973999670401701,"W1110300 W1040300 N0450000 N0405900; (W 111°03'00""--W 104°03'00""/N 45°00'00""--N 40°59'00"").",Territory of Wyoming : 1876,1876,1876,1876
UMN_ALMA:9940801530001701,W0771723 W0771141 N0395152 N0394656; (W 77°17ʹ23ʺ--W 77°11ʹ41ʺ/N 39°51ʹ52ʺ--N 39°46ʹ56ʺ).,"Map of the battle field of Gettysburg, July 1st, 2nd, 3rd 1863 ",,1876,1876
UMN_ALMA:9974771280101701,W1213500 W1172300 N0615900 N0605900; (W 121°35ʹ00ʺ--W 117°23ʹ00ʺ/N 61°59ʹ00ʺ--N 60°59ʹ00ʺ).,"Map of Mackenzie River : Providence to Simpson, Northwest Territories ",1921,1921,1921
UMN_ALMA:9974841586201701,"W1674000 E0395300 N0832000 N0202400; (W 167°40'00""--E 39°53'00""/N 83°20'00""--N 20°24'00"").",Europe and North America on Mercator's projection,1874,1874,1874
UMN_ALMA:9974757605001701,W1250000 W1150000 N0490000 N0450000; (W 125°--W 115°/N 49°--N 45°).,Washington and northern Idaho showing lines of the Northern Pacific Ry,,1928,1928
UMN_ALMA:9974757509501701,"W1040300 W0963300 N0490000 N0455600; (W 104°03'00""-W 96°33'00""/N 49°00'00""-N 45°56'00"").","Post route map of the state of North Dakota : showing post offices with the intermediate distances on mail routes in operation on the 1st of January, 1919 ",1919?,1919,1919
UMN_ALMA:9974065408101701,W0733000 W0713000 N0451500 N0424000; (W 73°30ʹ--W 71°30ʹ/N 45°15ʹ--N 42°40ʹ).,Official railway map of the state of Vermont,1924,1924,1924
UMN_ALMA:9952858630001701,W1260000 W0650000 N0490000 N0250000; (W 126°--W 65°/N 49°--N 25°).,National highways system -- fifty thousand miles -- main trunk and link lines proposed by the National Highways Association,1913,1913,1913
UMN_ALMA:9974759707401701,"W0823800 W0774300 N0403800 N0371200; (W 82°38'00""--W 77°43'00""/N 40°38'00""--N 37°12'00"").",Map of West Virginia showing state routes and the more important county-district roads,1929,1929,1929
UMN_ALMA:9974084208601701,"W0844900 W0803100 N0415800 N0382400; (W 84°49'00""--W 80°31'00""/N 41°58'00""--N 38°24'00"").",Geological railroad & township map of the state of Ohio,1856,1856,1856
UMN_ALMA:9974845994901701,"W0880500 W0844700 N0414500 N0374600; (W 88°05'00""--W 84°47'00""/N 41°45'00""--N 37°46'00"").",1929 Indiana : motor trails are calling,1929,1929,1929
UMN_ALMA:9951303670001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")",Official highway map Minnesota,1920-,1920,9999
UMN_ALMA:9951303670001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")",Official highway map Minnesota,1920-,1920,9999
UMN_ALMA:9951303670001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")",Official highway map Minnesota,1920-,1920,9999
UMN_ALMA:9951303670001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")",Official highway map Minnesota,1920-,1920,9999
UMN_ALMA:9951303670001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")",Official highway map Minnesota,1920-,1920,9999
UMN_ALMA:9951303670001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")",Official highway map Minnesota,1920-,1920,9999
UMN_ALMA:9951303670001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")",Official highway map Minnesota,1920-,1920,9999
