Title,Spatial Coverage,Alternative Title,Description,Language,Creator,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Resource Type,Format,Information,Download,ID,Identifier,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,License,Access Rights,File Size,Bounding Box
United States of America: Population Density for 400m H3 Hexagons],United States of America,United States of America: Population Density for 400m H3 Hexagons,"United States population density for 400m H3 hexagons.Built from Kontur Population: Global Population Density for 400m H3 Hexagons Vector H3 hexagons with population counts at 400m resolution.Fixed up fusion of GHSL, Facebook, Microsoft Buildings, Copernicus Global Land Service Land Cover, Land Information New Zealand, and OpenStreetMap data.; Updated As needed",eng,Kontur,Datasets,,baseline population|distributions|geodata,2022-06-30,Continuously updated resource,,Vector data,Geopackage,https://data.humdata.org/dataset/kontur-population-united-states-of-america,https://data.humdata.orghttps://geodata-eu-central-1-kontur-public.s3.amazonaws.com/kontur_datasets/kontur_population_US_20220630.gpkg.gz,26c51ba8-2383-4b98-872a-72f6645b6e74,https://data.humdata.org/dataset/kontur-population-united-states-of-america,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Creative Commons Attribution International,Public,,"-180,-14.7608358,180,71.5889534"
Education Facilities [Utah],Utah,HOTOSM United States (Utah) Education Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('kindergarten','school','college','university') OR building IN ('kindergarten','school','college','university')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,education|education facilities - schools|geodata,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_utah_education_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/a5b64537-e4db-41f4-8600-2014ab5c1c6c/hotosm_usa_utah_education_facilities_points_shp.zip,4cf045ba-dc53-4b5f-a795-00bdd78d56f9,https://data.humdata.org/dataset/hotosm_usa_utah_education_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-114.0528506,36.997968,-109.0415767,42.001702"
Financial Services [Utah],Utah,HOTOSM United States (Utah) Financial Services (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('mobile_money_agent','bureau_de_change','bank','microfinance','atm','sacco','money_transfer','post_office')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,financial institutions|geodata|services,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_utah_financial_services,https://data.humdata.orghttps://export.hotosm.org/downloads/a5b64537-e4db-41f4-8600-2014ab5c1c6c/hotosm_usa_utah_financial_services_points_shp.zip,45abcca5-1f33-4515-9dde-06113c0e78ea,https://data.humdata.org/dataset/hotosm_usa_utah_financial_services,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-114.0528506,36.997968,-109.0415767,42.001702"
Railways [Utah],Utah,HOTOSM United States (Utah) Railways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:railway IN ('rail','station')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|railways|transportation,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_utah_railways,https://data.humdata.orghttps://export.hotosm.org/downloads/a5b64537-e4db-41f4-8600-2014ab5c1c6c/hotosm_usa_utah_railways_lines_shp.zip,6c852d55-4104-4f06-bd17-dd1528c5c994,https://data.humdata.org/dataset/hotosm_usa_utah_railways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-114.0528506,36.997968,-109.0415767,42.001702"
Roads [Utah],Utah,HOTOSM United States (Utah) Roads (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:highway IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|roads|transportation,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_utah_roads,https://data.humdata.orghttps://export.hotosm.org/downloads/a5b64537-e4db-41f4-8600-2014ab5c1c6c/hotosm_usa_utah_roads_lines_shp.zip,438d95c3-7fec-4bbe-94d3-e50affcf765b,https://data.humdata.org/dataset/hotosm_usa_utah_roads,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-114.0528506,36.997968,-109.0415767,42.001702"
Populated Places [Utah],Utah,HOTOSM United States (Utah) Populated Places (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:place IN ('isolated_dwelling','town','village','hamlet','city')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|populated places - settlements,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_utah_populated_places,https://data.humdata.orghttps://export.hotosm.org/downloads/a5b64537-e4db-41f4-8600-2014ab5c1c6c/hotosm_usa_utah_populated_places_points_shp.zip,6d222274-aa88-4d6e-abc9-e0a493948db4,https://data.humdata.org/dataset/hotosm_usa_utah_populated_places,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-114.0528506,36.997968,-109.0415767,42.001702"
Buildings [Utah],Utah,HOTOSM United States (Utah) Buildings (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:building IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,buildings|geodata,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_utah_buildings,https://data.humdata.orghttps://export.hotosm.org/downloads/a5b64537-e4db-41f4-8600-2014ab5c1c6c/hotosm_usa_utah_buildings_polygons_shp.zip,e2831c99-04ac-487f-8d39-4855df4c1acb,https://data.humdata.org/dataset/hotosm_usa_utah_buildings,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-114.0528506,36.997968,-109.0415767,42.001702"
Airports [Utah],Utah,HOTOSM United States (Utah) Airports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:aeroway IS NOT NULL OR building = 'aerodrome' OR emergency:helipad IS NOT NULL OR emergency = 'landing_site'Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,airports|aviation|facilities and infrastructure|geodata|helicopter landing zone - hlz|transportation,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_utah_airports,https://data.humdata.orghttps://export.hotosm.org/downloads/a5b64537-e4db-41f4-8600-2014ab5c1c6c/hotosm_usa_utah_airports_points_shp.zip,0c86d881-d51b-49c2-bbbd-aaa9270ea815,https://data.humdata.org/dataset/hotosm_usa_utah_airports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-114.0528506,36.997968,-109.0415767,42.001702"
Sea Ports [Utah],Utah,HOTOSM United States (Utah) Sea Ports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity = 'ferry_terminal' OR building = 'ferry_terminal' OR port IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|logistics|ports|transportation,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_utah_sea_ports,https://data.humdata.orghttps://export.hotosm.org/downloads/a5b64537-e4db-41f4-8600-2014ab5c1c6c/hotosm_usa_utah_sea_ports_points_shp.zip,9e6d821e-ee8c-474c-bd44-15d0d751f7c7,https://data.humdata.org/dataset/hotosm_usa_utah_sea_ports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-114.0528506,36.997968,-109.0415767,42.001702"
Points of Interest [Utah],Utah,HOTOSM United States (Utah) Points of Interest (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IS NOT NULL OR man_made IS NOT NULL OR shop IS NOT NULL OR tourism IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|points of interest - poi,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_utah_points_of_interest,https://data.humdata.orghttps://export.hotosm.org/downloads/a5b64537-e4db-41f4-8600-2014ab5c1c6c/hotosm_usa_utah_points_of_interest_points_shp.zip,a6205228-e917-4490-8998-1fb8e530ab51,https://data.humdata.org/dataset/hotosm_usa_utah_points_of_interest,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-114.0528506,36.997968,-109.0415767,42.001702"
Health Facilities [Utah],Utah,HOTOSM United States (Utah) Health Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:healthcare IS NOT NULL OR amenity IN ('doctors','dentist','clinic','hospital','pharmacy')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|health|health facilities,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_utah_health_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/a5b64537-e4db-41f4-8600-2014ab5c1c6c/hotosm_usa_utah_health_facilities_points_shp.zip,dec86466-0be5-4c1d-b9fb-5f9122c0016f,https://data.humdata.org/dataset/hotosm_usa_utah_health_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-114.0528506,36.997968,-109.0415767,42.001702"
Waterways [Utah],Utah,HOTOSM United States (Utah) Waterways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:waterway IS NOT NULL OR water IS NOT NULL OR natural IN ('water','wetland','bay')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|rivers|water bodies - hydrography|waterbodies,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_utah_waterways,https://data.humdata.orghttps://export.hotosm.org/downloads/a5b64537-e4db-41f4-8600-2014ab5c1c6c/hotosm_usa_utah_waterways_lines_shp.zip,33da5408-b2c4-496a-bb2f-238bf63834ed,https://data.humdata.org/dataset/hotosm_usa_utah_waterways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-114.0528506,36.997968,-109.0415767,42.001702"
Sea Ports [Vermont],Vermont,HOTOSM United States (Vermont) Sea Ports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity = 'ferry_terminal' OR building = 'ferry_terminal' OR port IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|logistics|ports|transportation,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_vermont_sea_ports,https://data.humdata.orghttps://export.hotosm.org/downloads/dd2ad670-c101-47b1-ad0b-a4d06805fc0f/hotosm_usa_vermont_sea_ports_points_shp.zip,13552ab1-a780-4c59-a605-a79300782812,https://data.humdata.org/dataset/hotosm_usa_vermont_sea_ports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-73.43774,42.72696,-71.465386,45.016665"
Points of Interest [Vermont],Vermont,HOTOSM United States (Vermont) Points of Interest (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IS NOT NULL OR man_made IS NOT NULL OR shop IS NOT NULL OR tourism IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|points of interest - poi,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_vermont_points_of_interest,https://data.humdata.orghttps://export.hotosm.org/downloads/dd2ad670-c101-47b1-ad0b-a4d06805fc0f/hotosm_usa_vermont_points_of_interest_points_shp.zip,416057f4-f483-45a3-b6bc-e5db10962d19,https://data.humdata.org/dataset/hotosm_usa_vermont_points_of_interest,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-73.43774,42.72696,-71.465386,45.016665"
Health Facilities [Vermont],Vermont,HOTOSM United States (Vermont) Health Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:healthcare IS NOT NULL OR amenity IN ('doctors','dentist','clinic','hospital','pharmacy')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|health|health facilities,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_vermont_health_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/dd2ad670-c101-47b1-ad0b-a4d06805fc0f/hotosm_usa_vermont_health_facilities_points_shp.zip,53b094d3-c920-422a-aa1f-1e0ec8c9eb87,https://data.humdata.org/dataset/hotosm_usa_vermont_health_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-73.43774,42.72696,-71.465386,45.016665"
Education Facilities [Vermont],Vermont,HOTOSM United States (Vermont) Education Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('kindergarten','school','college','university') OR building IN ('kindergarten','school','college','university')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,education|education facilities - schools|geodata,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_vermont_education_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/dd2ad670-c101-47b1-ad0b-a4d06805fc0f/hotosm_usa_vermont_education_facilities_points_shp.zip,132f3b23-c377-49ef-a0ae-f93ddb80d5df,https://data.humdata.org/dataset/hotosm_usa_vermont_education_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-73.43774,42.72696,-71.465386,45.016665"
Waterways [Vermont],Vermont,HOTOSM United States (Vermont) Waterways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:waterway IS NOT NULL OR water IS NOT NULL OR natural IN ('water','wetland','bay')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|rivers|water bodies - hydrography|waterbodies,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_vermont_waterways,https://data.humdata.orghttps://export.hotosm.org/downloads/dd2ad670-c101-47b1-ad0b-a4d06805fc0f/hotosm_usa_vermont_waterways_lines_shp.zip,614716c9-adde-4af9-81bd-a953aaac0305,https://data.humdata.org/dataset/hotosm_usa_vermont_waterways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-73.43774,42.72696,-71.465386,45.016665"
Financial Services [Vermont],Vermont,HOTOSM United States (Vermont) Financial Services (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('mobile_money_agent','bureau_de_change','bank','microfinance','atm','sacco','money_transfer','post_office')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,financial institutions|geodata|services,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_vermont_financial_services,https://data.humdata.orghttps://export.hotosm.org/downloads/dd2ad670-c101-47b1-ad0b-a4d06805fc0f/hotosm_usa_vermont_financial_services_points_shp.zip,e20eefac-3406-4669-b887-d5c4a9f876ed,https://data.humdata.org/dataset/hotosm_usa_vermont_financial_services,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-73.43774,42.72696,-71.465386,45.016665"
Populated Places [Vermont],Vermont,HOTOSM United States (Vermont) Populated Places (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:place IN ('isolated_dwelling','town','village','hamlet','city')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|populated places - settlements,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_vermont_populated_places,https://data.humdata.orghttps://export.hotosm.org/downloads/dd2ad670-c101-47b1-ad0b-a4d06805fc0f/hotosm_usa_vermont_populated_places_points_shp.zip,fd6ed645-963d-4475-92de-66f31c398206,https://data.humdata.org/dataset/hotosm_usa_vermont_populated_places,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-73.43774,42.72696,-71.465386,45.016665"
Roads [Vermont],Vermont,HOTOSM United States (Vermont) Roads (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:highway IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|roads|transportation,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_vermont_roads,https://data.humdata.orghttps://export.hotosm.org/downloads/dd2ad670-c101-47b1-ad0b-a4d06805fc0f/hotosm_usa_vermont_roads_lines_shp.zip,fdb415ae-60fd-4a2d-a3d6-4ef90726e3e7,https://data.humdata.org/dataset/hotosm_usa_vermont_roads,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-73.43774,42.72696,-71.465386,45.016665"
Railways [Vermont],Vermont,HOTOSM United States (Vermont) Railways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:railway IN ('rail','station')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|railways|transportation,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_vermont_railways,https://data.humdata.orghttps://export.hotosm.org/downloads/dd2ad670-c101-47b1-ad0b-a4d06805fc0f/hotosm_usa_vermont_railways_lines_shp.zip,54adfb42-fa0c-4768-8b2e-e98eef689b28,https://data.humdata.org/dataset/hotosm_usa_vermont_railways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-73.43774,42.72696,-71.465386,45.016665"
Buildings [Vermont],Vermont,HOTOSM United States (Vermont) Buildings (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:building IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,buildings|geodata,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_vermont_buildings,https://data.humdata.orghttps://export.hotosm.org/downloads/dd2ad670-c101-47b1-ad0b-a4d06805fc0f/hotosm_usa_vermont_buildings_polygons_shp.zip,b9759d7f-b9fd-4904-996f-ad1542cbc371,https://data.humdata.org/dataset/hotosm_usa_vermont_buildings,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-73.43774,42.72696,-71.465386,45.016665"
Airports [Vermont],Vermont,HOTOSM United States (Vermont) Airports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:aeroway IS NOT NULL OR building = 'aerodrome' OR emergency:helipad IS NOT NULL OR emergency = 'landing_site'Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,airports|aviation|facilities and infrastructure|geodata|helicopter landing zone - hlz|transportation,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_vermont_airports,https://data.humdata.orghttps://export.hotosm.org/downloads/dd2ad670-c101-47b1-ad0b-a4d06805fc0f/hotosm_usa_vermont_airports_points_shp.zip,a66cd16b-b987-4d9f-8ba4-3734f70e00c7,https://data.humdata.org/dataset/hotosm_usa_vermont_airports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-73.43774,42.72696,-71.465386,45.016665"
Airports [Virginia],Virginia,HOTOSM United States (Virginia) Airports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:aeroway IS NOT NULL OR building = 'aerodrome' OR emergency:helipad IS NOT NULL OR emergency = 'landing_site'Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,airports|aviation|facilities and infrastructure|geodata|helicopter landing zone - hlz|transportation,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_virginia_airports,https://data.humdata.orghttps://export.hotosm.org/downloads/d31bf969-33e4-4c4e-be32-9c0ac6606387/hotosm_usa_virginia_airports_points_shp.zip,70851ec3-e2aa-4f01-ac71-1d30f3a630f3,https://data.humdata.org/dataset/hotosm_usa_virginia_airports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-83.6753671,36.5407896,-75.166435,39.466012"
Sea Ports [Virginia],Virginia,HOTOSM United States (Virginia) Sea Ports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity = 'ferry_terminal' OR building = 'ferry_terminal' OR port IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|logistics|ports|transportation,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_virginia_sea_ports,https://data.humdata.orghttps://export.hotosm.org/downloads/d31bf969-33e4-4c4e-be32-9c0ac6606387/hotosm_usa_virginia_sea_ports_points_shp.zip,0646fd89-fccb-4e79-916e-0d10b1d7504e,https://data.humdata.org/dataset/hotosm_usa_virginia_sea_ports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-83.6753671,36.5407896,-75.166435,39.466012"
Points of Interest [Virginia],Virginia,HOTOSM United States (Virginia) Points of Interest (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IS NOT NULL OR man_made IS NOT NULL OR shop IS NOT NULL OR tourism IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|points of interest - poi,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_virginia_points_of_interest,https://data.humdata.orghttps://export.hotosm.org/downloads/d31bf969-33e4-4c4e-be32-9c0ac6606387/hotosm_usa_virginia_points_of_interest_points_shp.zip,457a1f62-a780-44a8-86fa-1fa4ba77b41f,https://data.humdata.org/dataset/hotosm_usa_virginia_points_of_interest,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-83.6753671,36.5407896,-75.166435,39.466012"
