Title,Alternative Title,Description,Language,Creator,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Update Frequency,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,License,Access Rights,Suppressed,Child Record,File Size
"Preliminary satellite derived flood assessment in White Nile State, Sudan","Preliminary satellite derived flood assessment in White Nile State, Sudan","UNOSAT code: FL20190815SDN  Preliminary satellite derived flood assessment in White Nile State, Sudan",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"September 09, 2019-September 09, 2019",2019-2019,Never,Sudan,"21.8146,23.1464,38.5823,9.4889",Vector data,Shapefile,https://data.humdata.org/dataset/preliminary-satellite-derived-flood-assessment-in-white-nile-state-sudan,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/SD/FL20190815SDN/FL20190815SDN_SHP.zip,8daa482f-d0fa-46b0-a892-e3e9c7238ae6,https://data.humdata.org/dataset/preliminary-satellite-derived-flood-assessment-in-white-nile-state-sudan,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extents, as of 6 September 2019 over southern provinces of Lao PDR","Satellite detected waters extents, as of 6 September 2019 over southern provinces of Lao PDR","UNOSAT code: FL20190905LAO  This map illustrates satellite-detected surface water in southern provinces of Lao PDR as observed from Sentinel-1 imagery acquired on 6 September 2019. Within the analysed extent of about 60,000 km2, a total about 1,000  km2 of land appear to be flooded as of 6 September 2019. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR-UNOSAT.
Important Note: Flood analysis from Sentinel-1 imagery acquired on 6 September 2019 may seriously underestimate presence of standing flood water in built up areas due to backscattering of the radar signal",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"September 09, 2019-September 09, 2019",2019-2019,Never,Lao People's Democratic Republic,"100.0839,22.509,107.6351,13.9097",Vector data,Shapefile,https://data.humdata.org/dataset/waters-extents-as-of-6-september-2019-over-southern-provinces-of-lao-pdr,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/LA/FL20190905LAO/FL20190905LAO_SHP.zip,893a1105-459d-456e-8040-a6a3f0967d49,https://data.humdata.org/dataset/waters-extents-as-of-6-september-2019-over-southern-provinces-of-lao-pdr,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected water extents, as of 28 Aug 2019 over White Nile State, Sudan","Satellite detected water extents, as of 28 Aug 2019 over White Nile State, Sudan","UNOSAT code: FL20190815SDN  This map illustrates satellite-detected surface water in White Nile District, Sudan as observed from SPOT-6 imagery acquired on 28 August 2019. Within the analysed area of about 240 sq km, a total 35 sq km of lands appear to be flooded as of 28 August 2019. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"September 02, 2019-September 02, 2019",2019-2019,Never,Sudan,"21.8146,23.1464,38.5823,9.4889",Vector data,Shapefile,https://data.humdata.org/dataset/satellite-detected-water-extents-as-of-28-aug-2019-over-white-nile-state-sudan,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/SD/FL20190815SDN/FL20190815SDN_SHP.zip,19c2f216-8db2-4b87-8d87-306b5a3154b1,https://data.humdata.org/dataset/satellite-detected-water-extents-as-of-28-aug-2019-over-white-nile-state-sudan,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected water extents, as of 28 August 2019 over North Al Tura, White Nile State, Sudan","Satellite detected water extents, as of 28 August 2019 over North Al Tura, White Nile State, Sudan","UNOSAT code: FL20190815SDN  This map illustrates satellite-detected surface water North of Al Tura, White Nile State in Sudan as observed from Pleiades imagery acquired on 28 August 2019. Within the analysed area of about 12'700 ha, a total of 3700 ha of lands appear to be flooded as of 28 August 2019. However, the water seems to have retracted from the settlement as of 28 August 2019. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"August 30, 2019-August 30, 2019",2019-2019,Never,Sudan,"21.8146,23.1464,38.5823,9.4889",Vector data,Shapefile,https://data.humdata.org/dataset/water-extents-as-of-28-august-2019-over-north-al-tura-white-nile-state-sudan,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/SD/FL20190815SDN/FL20190815SDN_SHP.zip,caa28781-a67d-4ab2-b707-e74353252736,https://data.humdata.org/dataset/water-extents-as-of-28-august-2019-over-north-al-tura-white-nile-state-sudan,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extents, as of 28 August 2019 over  Khartoum State, Sudan","Satellite detected waters extents, as of 28 August 2019 over  Khartoum State, Sudan","UNOSAT code: FL20190815SDN  This map illustrates satellite-detected surface water in Khartoum State, Sudan as observed from SPOT-6 imagery acquired on 28 August 2019. Within the analysed extent of about 3,200 km2, a total about 97 km2 of lands appear to be flooded as of 28 August 2019. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"August 29, 2019-August 29, 2019",2019-2019,Never,Sudan,"21.8146,23.1464,38.5823,9.4889",Vector data,Shapefile,https://data.humdata.org/dataset/satellite-detected-waters-extents-as-of-28-august-2019-over-khartoum-state-sudan,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/SD/FL20190815SDN/FL20190815SDN_SHP.zip,2a7f9ec6-6414-4090-8910-0581c962781e,https://data.humdata.org/dataset/satellite-detected-waters-extents-as-of-28-august-2019-over-khartoum-state-sudan,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extents, as of 28 August 2019 over Sennar State, Sudan","Satellite detected waters extents, as of 28 August 2019 over Sennar State, Sudan","UNOSAT code: FL20190815SDN  This map illustrates satellite-detected surface water in Sennar State, Sudan as observed from SPOT-6 imagery acquired on 28 August 2019. Within the analysed extent of about 700 km2, a total about 23 km2 of lands appear to be flooded as of 28 August 2019. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"August 30, 2019-August 30, 2019",2019-2019,Never,Sudan,"21.8146,23.1464,38.5823,9.4889",Vector data,Shapefile,https://data.humdata.org/dataset/satellite-detected-waters-extents-as-of-28-august-2019-over-sennar-state-sudan,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/SD/FL20190815SDN/FL20190815SDN_SHP.zip,ee71e400-321b-4cd0-a310-c4de0b3e5c13,https://data.humdata.org/dataset/satellite-detected-waters-extents-as-of-28-august-2019-over-sennar-state-sudan,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Eaux de surface détectées par satellite à Fada et alentours, Tchad","Eaux de surface détectées par satellite à Fada et alentours, Tchad","UNOSAT code: FL20190827TCD  Cette carte illustre l'étendue des eaux de surface détectées par satellite (Landsat 8, image comprenant des données du 23 au 27 Août 2019) à Fada et alentours. Dans la zone analysée d'environs 20,000 ha,quelques centaines de personnes vivent en proximité des1,500 ha d'eau de surface détectées entre le 23 et le 27 Août2019. Ceci est une analyse préliminaire qui n'a pas été validée sur le terrain. Merci d'envoyer vos commentaires à UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"August 28, 2019-August 28, 2019",2019-2019,Never,Chad,"13.47,23.4524,24.0,7.443",Vector data,Shapefile,https://data.humdata.org/dataset/eaux-de-surface-detectees-par-satellite-a-fada-et-alentours-tchad,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/TD/FL20190827TCD/FL20190827TCD_SHP.zip,6df97546-f812-4b61-b823-be26d0ddef5a,https://data.humdata.org/dataset/eaux-de-surface-detectees-par-satellite-a-fada-et-alentours-tchad,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected water extents, as of 27 Aug 2019 over White Nile State, Sudan","Satellite detected water extents, as of 27 Aug 2019 over White Nile State, Sudan","UNOSAT code: FL20190815SDN  This map illustrates satellite-detected surface water in White Nile State, Sudan as observed from Radarsat-2 imagery acquired on 27 August 2019. Within the analysed area of about 3,000 km2, a total 176 sq km of lands appear to be flooded as of 27 August 2019.  This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"August 28, 2019-August 28, 2019",2019-2019,Never,Sudan,"21.8146,23.1464,38.5823,9.4889",Vector data,Shapefile,https://data.humdata.org/dataset/satellite-detected-water-extents-as-of-27-aug-2019-over-white-nile-state-sudan,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/SD/FL20190815SDN/FL20190815SDN_SHP.zip,ac07002a-fd90-426c-bf47-1dfe465c5bca,https://data.humdata.org/dataset/satellite-detected-water-extents-as-of-27-aug-2019-over-white-nile-state-sudan,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected water extents, as of 25 August 2019 over White Nile, Sennar and El Gazira states in Sudan","Satellite detected water extents, as of 25 August 2019 over White Nile, Sennar and El Gazira states in Sudan","UNOSAT code: FL20190815SDN  This map illustrates the extent of surface waters detected over El Gazira, White Nile and Sennar states located in the southern part of Sudan as detected by VIIRS-NOAA satellite between 22 & 25 August 2019. In the analysed area, a total of about 7000 km2 are likely flooded and about 250,000 people might be affected by taking into account the WorldPop population estimates. This is a preliminary analysis that has not yet been validated in the field. Please send any field-based comments to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"August 28, 2019-August 28, 2019",2019-2019,Never,Sudan,"21.8146,23.1464,38.5823,9.4889",Vector data,Shapefile,https://data.humdata.org/dataset/water-extents-as-of-25-august-2019-over-white-nile-sennar-and-el-gazira-states-in-sudan,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/SD/FL20190815SDN/FL20190815SDN_SHP.zip,838cdc7a-bae2-4105-8938-b993c0c84281,https://data.humdata.org/dataset/water-extents-as-of-25-august-2019-over-white-nile-sennar-and-el-gazira-states-in-sudan,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extents, as of 16 August 2019 over White Nile State, Sudan","Satellite detected waters extents, as of 16 August 2019 over White Nile State, Sudan","UNOSAT code: FL20190815SDN  This map illustrates satellite-detected surface water in White Nile State, Sudan as observed from Sentinel-2 imagery acquired on 16 August 2019. Within the analysed extent of about 20,000 km2, a total about 1,485 km2 of lands appears to be flooded as of 16 August 2019. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"August 21, 2019-August 21, 2019",2019-2019,Never,Sudan,"21.8146,23.1464,38.5823,9.4889",Vector data,Shapefile,https://data.humdata.org/dataset/satellite-detected-waters-extents-as-of-16-august-2019-over-white-nile-state-sudan,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/SD/FL20190815SDN/FL20190815SDN_SHP.zip,d6e82174-669c-43af-8ffb-9f6e548b4a91,https://data.humdata.org/dataset/satellite-detected-waters-extents-as-of-16-august-2019-over-white-nile-state-sudan,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extents, as of 16 August 2019 over Khartoum, EI Gazira and White Nile State, Sudan","Satellite detected waters extents, as of 16 August 2019 over Khartoum, EI Gazira and White Nile State, Sudan","UNOSAT code: FL20190815SDN  This map illustrates satellite-detected surface water in Khartoum, EI Gazira and White Nile State, Sudan as observed from Sentinel-2 imagery acquired on 16 August 2019. Within the analysed extent of about 41,600 sq km,   a total about 2,061 sq km of lands appear to be flooded as of 16 August 2019. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"August 20, 2019-August 20, 2019",2019-2019,Never,Sudan,"21.8146,23.1464,38.5823,9.4889",Vector data,Shapefile,https://data.humdata.org/dataset/waters-extents-as-of-16-august-2019-over-khartoum-ei-gazira-and-white-nile-state-sudan,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/SD/FL20190815SDN/FL20190815SDN_SHP.zip,be5c4b9e-206b-4626-9e16-245bf67dc01c,https://data.humdata.org/dataset/waters-extents-as-of-16-august-2019-over-khartoum-ei-gazira-and-white-nile-state-sudan,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
Satellite detected waters in Red Sea District as of 15 August 2019,Satellite detected waters in Red Sea District as of 15 August 2019,"UNOSAT code: FL20190815SDN  This map illustrates satellite-detected surface water in the eastern part of the Red Sea district in Sudan as observed from Sentinel-2 image acquired on 15 August 2019. Within the analysed area of 1,500km2, 232 km2 of lands appear to be flooded as of 15 August 2019. This is a preliminary analysis and has not yet validated in the field. Please send your ground feedback to UNITAR-UNOSAT",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"August 19, 2019-August 19, 2019",2019-2019,Never,Sudan,"21.8146,23.1464,38.5823,9.4889",Vector data,Shapefile,https://data.humdata.org/dataset/satellite-detected-waters-in-red-sea-district-as-of-15-august-2019,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/SD/FL20190815SDN/FL20190815SDN_SHP.zip,accad918-f03c-4ac4-b970-498d691b0e73,https://data.humdata.org/dataset/satellite-detected-waters-in-red-sea-district-as-of-15-august-2019,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected water extent, as of 16 and 18 July 2019 over Kachin and Saigang States, Myanmar","Satellite detected water extent, as of 16 and 18 July 2019 over Kachin and Saigang States, Myanmar","UNOSAT code: FL20190715MMR  This map illustrates the cumulative satellite detected surface waters in Kachin and Saigang States, Myanmar by using a Sentinel-1 images acquired on 16 and 18 July 2019. Over an area of about 879km2 of lands appear to be likely flooded. By using the population data from Worldpop, total of about 987,000 people appear to have been affected by floods as of 18 July 2019. This is preliminary analysis that has not yet been validated in the field. Please send your comments to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"July 25, 2019-July 25, 2019",2019-2019,Never,Myanmar,"92.1893,28.5432,101.1768,9.6004",Vector data,Shapefile,https://data.humdata.org/dataset/water-extent-as-of-16-and-18-july-2019-over-kachin-and-saigang-states-myanmar,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/MM/FL20190715MMR/FL20190715MMR_SHP.zip,b0b81efb-6aa1-4578-a8f2-e46ffff6966e,https://data.humdata.org/dataset/water-extent-as-of-16-and-18-july-2019-over-kachin-and-saigang-states-myanmar,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected water extent, as of 16 and 18 July 2019 over Mandalay and Saigang States, Myanmar","Satellite detected water extent, as of 16 and 18 July 2019 over Mandalay and Saigang States, Myanmar","UNOSAT code: FL20190715MMR  This map illustrates the cumulative satellite detected surface waters in Mandalay and Saigang States, Myanmar by using a Sentinel-1 images acquired on 16 and 18 July 2019. Over an area of about 450km2 of lands appear to be likely flooded. By using the population data from Worldpop, total of about 185,000 people appear to have been affected by floods as of 18 July 2019. This is preliminary analysis that has not yet been validated in the field. Please send your comments to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"July 25, 2019-July 25, 2019",2019-2019,Never,Myanmar,"92.1893,28.5432,101.1768,9.6004",Vector data,Shapefile,https://data.humdata.org/dataset/water-extent-as-of-16-and-18-july-2019-over-mandalay-and-saigang-states-myanmar,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/MM/FL20190715MMR/FL20190715MMR_SHP.zip,3e8a6db3-1a07-4e18-8e77-d004dc67e361,https://data.humdata.org/dataset/water-extent-as-of-16-and-18-july-2019-over-mandalay-and-saigang-states-myanmar,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected water extent, as of 16 and 18 July 2019 over Kachin state,  Myanmar","Satellite detected water extent, as of 16 and 18 July 2019 over Kachin state,  Myanmar","UNOSAT code: FL20190715MMR  This map illustrates the cumulative satellite detected surface waters in Kachin, Myanmar by using a Sentinel-1 images acquired on 16 and 18 July 2019. Over an area of about 370 km2 of lands appear to be likely flooded. By using the population data from Worldpop, total of about 34,000 people appear to have been affected by floods as of 18 July 2019. This is preliminary analysis that has not yet been validated in the field. Please send your comments to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata,2019-09-10,"July 25, 2019-July 25, 2019",2019-2019,Never,Myanmar,"92.1893,28.5432,101.1768,9.6004",Vector data,Shapefile,https://data.humdata.org/dataset/satellite-detected-water-extent-as-of-16-and-18-july-2019-over-kachin-state-myanmar,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/MM/FL20190715MMR/FL20190715MMR_SHP.zip,f09aa3f3-5133-4219-86de-b1f2e3f0ff74,https://data.humdata.org/dataset/satellite-detected-water-extent-as-of-16-and-18-july-2019-over-kachin-state-myanmar,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
HOTOSM Dominica Schools,HOTOSM Dominica Schools,"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'Features may have these attributes: name, amenity, isced:level, capacityGeometry types: point, polygonThis dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,Datasets,,education|education facilities - schools|geodata,2019-07-24,"July 24, 2019-July 24, 2019",2019-2019,As needed,Dominica,"-61.4808,15.6399,-61.2416,15.2065",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm-dominica-schools,https://data.humdata.org/dataset/19ffdfe5-ded6-4310-b5f2-481a98c96a5c/resource/7b9b74b1-e1a2-4ce2-bd14-2913430abcd0/download/dma_schools_shp.zip,f360b1fd-1fa8-41e2-85fe-e42f26a39ab5,https://data.humdata.org/dataset/hotosm-dominica-schools,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,7.7K
HOTOSM Antigua and Barbuda Schools,HOTOSM Antigua and Barbuda Schools,"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'Features may have these attributes: name, amenity, isced:level, capacityGeometry types: point, polygonThis dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,Datasets,,education|education facilities - schools|geodata,2019-07-04,"July 04, 2019-July 04, 2019",2019-2019,As needed,Antigua And Barbuda,"-62.3484,17.7291,-61.6571,16.9321",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm-antigua-and-barbuda-schools-openstreetmap-export,https://data.humdata.org/dataset/424407ed-35df-452a-bddb-84b5fbbd2445/resource/5c15d68c-99c5-41b2-ab22-09b1cdd96d3f/download/atg_schools_shp.zip,a35b2f8b-9edf-40f9-b5be-059eda653c91,https://data.humdata.org/dataset/hotosm-antigua-and-barbuda-schools-openstreetmap-export,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,8.0K
HOTOSM Trinidad and Tobago Schools,HOTOSM Trinidad and Tobago Schools,"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching: amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'Features may have these attributes: name, amenity, isced:level, capacityGeometry types: point, polygonThis dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,Datasets,,education|education facilities - schools|geodata,2019-07-04,"July 04, 2019-July 04, 2019",2019-2019,As needed,Trinidad And Tobago,"-61.9337,11.3485,-60.4896,10.0411",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm-trinidad-and-tobago-schools-openstreetmap-export,https://data.humdata.org/dataset/cb3431d6-4085-486d-a4ea-51a2bc7aba7c/resource/e95a984e-84dc-4872-9156-49e52ca78f22/download/tto_schools_shp.zip,d4dd9d27-3a10-4c3c-842f-d1ea5e2638ae,https://data.humdata.org/dataset/hotosm-trinidad-and-tobago-schools-openstreetmap-export,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,50.2K
HOTOSM Barbados Schools,HOTOSM Barbados Schools,"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:
amenity IN ('kindergarten', 'school', 'college', 'university','language_school') OR office='educational_institution'Features may have these attributes: name, amenity, isced:level, capacityGeometry types: point, polygonThis dataset is one of many OpenStreetMap exports on HDX. See the Humanitarian OpenStreetMap Team website for more information.",eng,OCHA ROLAC,Datasets,,education|education facilities - schools|geodata,2019-07-03,"July 03, 2019-July 03, 2019",2019-2019,As needed,Barbados,"-59.6526,13.3359,-59.4207,13.0448",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm-barbados-schools-openstreetmap-export,https://data.humdata.org/dataset/53b3fbc2-0329-4ab0-81dd-778a81a747f7/resource/1cbb4b37-5376-4abe-b251-3360596438f6/download/brb_schools_shp.zip,c311e3af-3379-485e-808c-a54f7bb54453,https://data.humdata.org/dataset/hotosm-barbados-schools-openstreetmap-export,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,17.1K
Mozambique Rainfall-induced Landslide hazard index,Mozambique Rainfall-induced Landslide hazard index,"Layer provides distribution of landslide hazard, describing by an index of very low to very high hazard. 
Data produced under the ADRF Sub Saharan Africa Risk Profiles project. The project provides also risk data produced, exposure and hazard data used in the analyses.",eng,OCHA Mozambique HAT,Datasets,,geodata|hazards and risk|rainfall - precipitation|tropical cyclone idai - mar 2019|weather and climate,,"April 12, 2019-April 12, 2019",2019-2019,Live,Mozambique,"30.2156,-10.4732,40.8445,-26.8682",Vector data,Shapefile,https://data.humdata.org/dataset/mozambique-rainfall-induced-landslide-hazard-index,https://data.humdata.orghttp://geonode.ingc.gov.mz/qgis-server/download-zip/moz_haz_rn_2010?access_token=27cdcae85d3711e9932e02967b3ca6c8,7e6efd9c-49db-41fe-a61e-cb41a864ff67,https://data.humdata.org/dataset/mozambique-rainfall-induced-landslide-hazard-index,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution International,Public,FALSE,FALSE,199.0B
Mozambique Drought,Mozambique Drought,"Data produced under the ADRF Sub Saharan Africa Risk Profiles project. The project provides also risk data produced, exposure and hazard data used in the analyses.",eng,OCHA Mozambique HAT,Datasets,,droughts|geodata|tropical cyclone idai - mar 2019,2019-04-12,"April 12, 2019-April 12, 2019",2019-2019,Never,Mozambique,"30.2156,-10.4732,40.8445,-26.8682",Vector data,Geotiff,https://data.humdata.org/dataset/mozambique-drought,https://data.humdata.orghttp://geonode.ingc.gov.mz/qgis-server/geotiff/euwatch_spi_mozambique_r25_30s_clipped?access_token=bb3efa145d1311e9932e02967b3ca6c8,b8eb8359-d620-4f0f-8d31-0fef75770203,https://data.humdata.org/dataset/mozambique-drought,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution International,Public,FALSE,FALSE,
"Satellite detected waters extent, as of 24 March 2019 over Manicaland Province, Zimbabwe","Satellite detected waters extent, as of 24 March 2019 over Manicaland Province, Zimbabwe","This map illustrates the satellite detected surface waters in Manicaland Province, Zimbabwe, as observed from the Sentinel-1 data imagery acquired on 12 and 24 March 2019. Within the analysis extent, over Manicaland Province, 164,130 ha of surface waters were observed the 12 March 2019. and about of 406,600 ha of surface waters were observed the 24 March 2019. It represents an increase of 40 %. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Satellite data (pre-event) : Sentinel-1 
Imagery date: 12 March 2019 
Resolution: 10 m 
Copyright: Copernicus 2019 / ESA 
Source: ESASatellite data (post-event) : Sentinel-1 
Imagery date: 24 March 2019 
Resolution: 10 m 
Copyright: Copernicus 2019 / ESA 
Source: ESABoundary data: OCHA ROSEA 
Water body & waterway: COD 
Analysis : UNITAR-UNOSAT 
Production: UNITAR - UNOSAT",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,cyclones - hurricanes - typhoons|floods - storm surges|geodata|tropical cyclone idai - mar 2019,2019-04-10,"March 29, 2019-March 29, 2019",2019-2019,Never,Zimbabwe,"25.2374,-15.6093,33.0682,-22.422",Vector data,Shapefile,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-24-march-2019-over-manicaland-province-zimbabwe,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/ZW/TC20190324ZWE/TC20190324ZWE_SHP.zip,0dd830b9-98a0-4bd1-9e21-a7ffc693c890,https://data.humdata.org/dataset/satellite-detected-waters-extent-as-of-24-march-2019-over-manicaland-province-zimbabwe,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
