Title,Description,Originator,Date_Issued,Geom_type,West,East,North,South,Format,Keywords
"CENSUS_MCD_POPCHANGE_IN: Population Densities and Changes of Densities of Minor Civil Divisions in
Indiana from 1890 to 2000 (United States Census Bureau, 1:500,000, Polygon Shapefile)","Historical census data for minor civil divisions (also known as ""civil townships"") in Indiana
were provided by personnel of the Indiana Business Research Center to personnel of the Indiana
Geological Survey (IGS). The data were joined by personnel of IGS to a shapefile of minor
civil divisions. The historical census data consisted of population statistics from 1890 to
2000. The boundaries of civil townships are not believed to have changed greatly during the
past 110 years. Using these data, personnel of the IGS calculated population density for each
civil township during census years and changes of density for each decadal period.","United States Department of Commerce, United States Census Bureau (Data creator)",20041118,GT-polygon composed of chains,-88.1203,-84.6882,41.7757,37.7554,Windows 2000 operating system; ESRI ArcGIS 8.3 shapefile; approximately 933 Kb,"[u'Indiana Geological Survey (IGS)', u'Indiana Business Research Center (IBRC)', u'geographic information system (GIS)', u'United States Department of Commerce', u'United States Census Bureau (USCB)', u'Minor Civil Division (MCD)', u'polygon', u'township', u'civil township', u'population', u'population density', u'population change', u'vector', u'society']"
"CHILDREN_POVERTY_2011_USCB_IN: Children, Ages 5 to 17, from Families in Poverty in Indiana in 2011, by School
District (United States Census Bureau, 1:500,000, Polygon Shapefile)","CHILDREN_POVERTY_2011_USCB_IN.SHP is a polygon shapefile of 2011 unified school districts in Indiana. It also contains 2011 census
data showing percentages of children in poverty for each school district for the state of Indiana. Poverty data were provided by personnel
of the Indiana Business Research Center (Rachel Strange, Geodemographic Analyst, Managing Editor, IBRC), which were obtained from the
Web page of the U. S. Department of Commerce, U. S. Census Bureau, titled ""Small Area Income and Poverty Estimates,""
<http://www.census.gov/did/www/saipe/data/interactive/#>. Discussion of these data, which are estimates produced under the Census Bureau's
Small Area Income and Poverty Estimates (SAIPE) program, are provided at <http://www.census.gov/did/www/saipe/about/index.html>.

The following is excerpted from an Adobe Acrobat PDF document named ""TGRSHP2011_TECHDOC.PDF (U.S. Census Bureau) and also from the Web page
of the SAIPE program:

""School Districts are single-purpose administrative units within which local officials provide public educational services for the area's
residents. The Census Bureau obtains school district boundaries, names, local education agency codes, grade ranges, and school district
levels biennially from state school officials. The Census Bureau collects this information for the primary purpose of providing the U.S.
Department of Education with annual estimates of the number of children in poverty within each school district, county, and state. This
information serves as the basis for the Department of Education to determine the annual allocation of Title I funding to states and school
districts.

""The 2011 TIGER/Line Shapefiles include separate shapefiles for elementary, secondary, and unified school districts. The 2011 shapefiles
contain information from the 2009-2010 school year. The 2009-2010 school districts represent districts in operation as of January 1, 2010.

""The elementary school districts provide education to the lower grade/age levels and the secondary school districts provide education to
the upper grade/age levels. The unified school districts are districts that provide education to children of all school ages. In general,
where there is a unified school district, no elementary or secondary school district exists (see exceptions described below), and where
there is an elementary school district the secondary school district may or may not exist (see explanation below).

""The U.S. Census Bureau's Small Area Income and Poverty Estimates (SAIPE) program provides annual estimates of income and poverty statistics
for all school districts, counties, and states. The main objective of this program is to provide estimates of income and poverty for the
administration of federal programs and the allocation of federal funds to local jurisdictions. In addition to these federal programs, state
and local programs use the income and poverty estimates for distributing funds and managing programs.

""The SAIPE program produces the following county and state estimates: Total number of people in poverty. Number of childer
under age 5 in poevery (for states only). â¢number of related children ages 5 to 17 in families in poverty. Number of children
under age 18 in poverty. Median household income.""","United States Department of Commerce, United States Census Bureau (creator)",20120827,GT-polygon composed of chains,-88.161392,-84.688378,41.781127,37.755397,"ESRI ArcCatalog version 10.1 shapefile format, approximately 3.7 Mb","[u'society', u'boundaries', u'Feature Identifier', u'geographic information system (GIS)', u'United States Department of Commerce', u'United States Census Bureau (USCB)', u'Indiana Business Research Center (IBRC)', u'Indiana Geological Survey (IGS)', u'school district', u'school', u'unified school district', u'children', u'poverty', u'census', u'TIGER/Line', u'demographic', u'statistical boundary']"
"CHILDREN_POVERTY_2012_USCB_IN: Children, Ages 5 to 17, from Families in Poverty in Indiana in 2012, by 2012-2013 School District (United
States Census Bureau, 1:500,000, Polygon Shapefile)","CHILDREN_POVERTY_2012_USCB_IN.SHP is a polygon shapefile showing 2012 census data showing percentages of children in poverty for each
2012-2013 school district within Indiana. Poverty data were provided by personnel of the Indiana Business Research Center (Rachel Strange,
Geodemographic Analyst, Managing Editor, IBRC), which were obtained from the Web page of the U. S. Department of Commerce, U. S. Census Bureau,
titled ""Small Area Income and Poverty Estimates,"" <http://www.census.gov/did/www/saipe/data/interactive/#>. Discussion of these data, which are
estimates produced under the Census Bureau's Small Area Income and Poverty Estimates (SAIPE) program, are provided at
<http://www.census.gov/did/www/saipe/about/index.html>.

The following is excerpted from metata of the U.S. Census Bureau (2012-2013 School Districts) and also from the Web page
of the SAIPE program ( http://www.census.gov/did/www/saipe/downloads/sd13/README.txt ) :

""School Districts are single-purpose administrative units within which local officials provide public educational services for the area's
residents. The Census Bureau obtains school district boundaries, names, local education agency codes, grade ranges, and school district
levels biennially from state school officials. The Census Bureau collects this information for the primary purpose of providing the U.S.
Department of Education with annual estimates of the number of children in poverty within each school district, county, and state. This
information serves as the basis for the Department of Education to determine the annual allocation of Title I funding to states and school
districts.

""The 2013 TIGER/Line Shapefiles include separate shapefiles for elementary, secondary, and unified school districts. The 2013 shapefiles
contain information from the 2012-2013 school year. The 2012-2013 school districts represent districts in operation as of January 1, 2013.

""The elementary school districts provide education to the lower grade/age levels and the secondary school districts provide education to
the upper grade/age levels. The unified school districts are districts that provide education to children of all school ages. In general,
where there is a unified school district, no elementary or secondary school district exists (see exceptions described below), and where
there is an elementary school district the secondary school district may or may not exist (see explanation below).

""The U.S. Census Bureau's Small Area Income and Poverty Estimates (SAIPE) program provides annual estimates of income and poverty statistics
for all school districts, counties, and states. The main objective of this program is to provide estimates of income and poverty for the
administration of federal programs and the allocation of federal funds to local jurisdictions. In addition to these federal programs, state
and local programs use the income and poverty estimates for distributing funds and managing programs.

""The SAIPE program produces the following county and state estimates: Total number of people in poverty. Number of childer
under age 5 in poevery (for states only). â¢number of related children ages 5 to 17 in families in poverty. Number of children
under age 18 in poverty. Median household income.""","United States Department of Commerce, United States Census Bureau (creator)",20150304,GT-polygon composed of chains,-88.161392,-84.688378,41.781127,37.755397,"ESRI ArcCatalog version 10.2 shapefile format, approximately 3.7 Mb","[u'society', u'boundaries', u'Feature Identifier', u'geographic information system (GIS)', u'United States Department of Commerce', u'United States Census Bureau (USCB)', u'Indiana Business Research Center (IBRC)', u'Indiana Geological Survey (IGS)', u'school district', u'school', u'unified school district', u'children', u'poverty', u'census', u'TIGER/Line', u'demographic', u'statistical boundary']"
"CHILDREN_POVERTY_2013_USCB_IN: Children, Ages 5 to 17, from Families in Poverty in Indiana in 2013, by 2013-2014 School District (United
States Census Bureau, 1:500,000, Polygon Shapefile)","CHILDREN_POVERTY_2013_USCB_IN.SHP is a polygon shapefile showing 2013 census data showing percentages of children in poverty for each
2013-2014 school district within Indiana. Poverty data were provided by personnel of the Indiana Business Research Center (Rachel Strange,
Geodemographic Analyst, Managing Editor, IBRC), which were obtained from the Web page of the U. S. Department of Commerce, U. S. Census Bureau,
titled ""Small Area Income and Poverty Estimates,"" <http://www.census.gov/did/www/saipe/data/interactive/#>. Discussion of these data, which are
estimates produced under the Census Bureau's Small Area Income and Poverty Estimates (SAIPE) program, are provided at
<http://www.census.gov/did/www/saipe/about/index.html>.

The following is excerpted from metata of the U.S. Census Bureau (2013-2014 School Districts) and also from the Web page
of the SAIPE program ( http://www.census.gov/did/www/saipe/downloads/sd13/README.txt ) :

""School Districts are single-purpose administrative units within which local officials provide public educational services for the area's
residents. The Census Bureau obtains school district boundaries, names, local education agency codes, grade ranges, and school district
levels biennially from state school officials. The Census Bureau collects this information for the primary purpose of providing the U.S.
Department of Education with annual estimates of the number of children in poverty within each school district, county, and state. This
information serves as the basis for the Department of Education to determine the annual allocation of Title I funding to states and school
districts.

""The 2014 TIGER/Line Shapefiles include separate shapefiles for elementary, secondary, and unified school districts. The 2014 shapefiles
contain information from the 2013-2014 school year. The 2013-2014 school districts represent districts in operation as of January 1, 2014.

""The elementary school districts provide education to the lower grade/age levels and the secondary school districts provide education to
the upper grade/age levels. The unified school districts are districts that provide education to children of all school ages. In general,
where there is a unified school district, no elementary or secondary school district exists (see exceptions described below), and where
there is an elementary school district the secondary school district may or may not exist (see explanation below).

""The U.S. Census Bureau's Small Area Income and Poverty Estimates (SAIPE) program provides annual estimates of income and poverty statistics
for all school districts, counties, and states. The main objective of this program is to provide estimates of income and poverty for the
administration of federal programs and the allocation of federal funds to local jurisdictions. In addition to these federal programs, state
and local programs use the income and poverty estimates for distributing funds and managing programs.

""The SAIPE program produces the following county and state estimates: Total number of people in poverty. Number of childer
under age 5 in poevery (for states only). â¢number of related children ages 5 to 17 in families in poverty. Number of children
under age 18 in poverty. Median household income.""","United States Department of Commerce, United States Census Bureau (creator)",20150304,GT-polygon composed of chains,-88.161392,-84.688378,41.781127,37.755397,"ESRI ArcCatalog version 10.2 shapefile format, approximately 3.7 Mb","[u'society', u'boundaries', u'Feature Identifier', u'geographic information system (GIS)', u'United States Department of Commerce', u'United States Census Bureau (USCB)', u'Indiana Business Research Center (IBRC)', u'Indiana Geological Survey (IGS)', u'school district', u'school', u'unified school district', u'children', u'poverty', u'census', u'TIGER/Line', u'demographic', u'statistical boundary']"
"CHILDREN_POVERTY_USCB_IN: Children, Ages 5 to 17, from Families in Poverty in Indiana in 2004, by School
District (United States Census Bureau, 1:500,000, Polygon Shapefile)","Data regarding children (ages 5 to 17) from families in poverty in Indiana in 2004, tabulated by school district,
were obtained from a Web page of the U.S. Census Bureau. These data, which are estimates produced under the Census
Bureau's Small Area Income and Poverty Estimates (SAIPE) program, were then incorporated into a preexisting
shapefile showing school districts in Indiana, as of 2000. Data that were obtained for each school district included
total population of each district, population of relevant children (ages 5 to 17), and number of children from
families in poverty. A new field, giving the percentage of children in each district that are from families in
poverty, was calculated by dividing the number of children in poverty by the population of relevant children.

The SAIPE data were produced for school districts as they existed in 2005-2006. It was not possible to find a boundary
file for school districts in those years, so a boundary file for 2000 was used. In a few areas, it was not possible to
match the SAIPE data with the 2000 school-district boundaries. This is presumably the result of changes (such as mergers
or divisions) of school districts between 2000 and 2006.

Regarding the preexisting shapefile showing school districts, the following is excerpted from an online document produced
by the U.S. Census Bureau pertaining to unified school districts (found at http://www.census.gov/geo/www/cob/sd_metadata.html):

""School districts are geographic entities within which state, county, or local officials provide public educational
services for the area's residents. The U.S. Census Bureau obtains the boundaries and names for school districts from
state officials. The U.S. Census Bureau first provided data for school districts in the 1970 census. For Census 2000,
the U.S. Census Bureau tabulated data for three types of school districts: elementary, secondary, and unified.

""Each school district is assigned a five-digit code that is unique within state. School district codes are assigned by
the Department of Education and are not necessarily in alphabetical order by school district name.""","United States Department of Commerce, United States Census Bureau (Data creator)",20070426,GT-polygon composed of chains,-88.0972,-84.6884,41.7734,37.7606,Windows XP operating system; ESRI ArcGIS 9.2 shapefile; approximately 363 Kb,"[u'Indiana Geological Survey (IGS)', u'geographic information system (GIS)', u'United States Department of Commerce (USDOC)', u'United States Census Bureau (USCB)', u'school district', u'polygon', u'school', u'children', u'poverty', u'vector', u'society', u'boundaries']"
"CENSUS_BLCKGRPS_TIGER00_POPDENS_IN: Indiana Population Density 2000
(U.S. Census Bureau, 1:100,000, Polygon Shapefile)","CENSUS_BLCKGRPS_TIGER00_POPDENS_IN contains populaton densities calculated for all Indiana blockgroups identified
by the US Bureau of the Census. Data is from U.S. Department of Commerce, U.S. Census
Bureau, Census 2000 Tiger Line Files and SF1 tables.","(creation): U.S. Department of Commerce, U.S. Census Bureau",20041118,GT-polygon composed of chains,-88.1614,-84.6882,41.7753,37.7554,ESRI ArcView version 3.2 shapefile format,"[u'society', u'Feature Identifier', u'Census Blockgroups', u'Census', u'Statistical Boundary', u'Polygon', u'TIGER/Line', u'Block groups', u'Demographic', u'Minorities', u'Age', u'Population', u'Home Ownership', u'Families']"
"Census_Blockgroups_TIGER00_IN: Indiana Census Blockgroups 2000
(U.S. Census Bureau, 1:100,000, Polygon Shapefile)","Census_Blockgroups_TIGER00_IN contains locations for all Indiana blockgroups identified
by the US Bureau of the Census. Data is from U.S. Department of Commerce, U.S. Census
Bureau, Census 2000 Tiger Line Files and SF1 tables.","(creation): U.S. Department of Commerce, U.S. Census Bureau",20021000,GT-polygon composed of chains,-88.0157,-86.8562,38.5276,37.3724,ESRI ArcView version 3.2 shapefile format,"[u'society', u'\nTheme Theme_Keyword_Thesaurus\nPlace Place_Keyword_Thesaurus\n']"
"CONFINED_FEEDING_OPERATIONS_IDEM_IN: Confined Feeding Operation Facilities in Indiana (Indiana Department of Environmental
Management, Point Shapefile)","CONFINED_FEEDING_OPERATIONS_IDEM_IN is a point shapefile that contains confined feeding operation facility locations in Indiana, provided by
personnel of Indiana Department of Environmental Management, Office of Land Quality (IDEM, OLQ) as of August 16, 2002 and subsequently updated
on January 14, 2003, July 11, 2003, June 3, 2004, January 4, 2005, April 25, 2005, July 27, 2006, January 24, 2007, June 4, 2009, April 16, 2010,
June 25, 2013, and February 25, 2015. The data was provided by IDEM in an ESRI geodatabase format and the feature class was named ""CFO.""

The following is excerpted from the metadata provided by IDEM, OLQ for the source shapefile CONFINED_FEEDING_OPERATIONS:

""This dataset consists of Confined Feeding Operations -  i.e. A swine, chicken, turkey, beef or dairy agri-business
that has large enough numbers of animals that IDEM regulates for environmental concerns, as defined by IC 13-18-10 of the
Indiana Code.""","Indiana Department of Environmental Management, Office of Land Quality",20150225,Point,-87.967644,-84.743926,41.763646,37.850708,"Esri ArcGIS version 10.3 shapefile format, approximately 1.15 Mb, Microsoft Windows 7 Enterprise, Service Pack 1, Esri ArcCatalog 10.3","[u'environment', u'farming', u'Indiana Geological Survey (IGS)', u'Indiana Department of Environmental Management (IDEM)', u'Office of Land Quality (OLQ)', u'global positioning system (GPS)', u'access point', u'facility', u'managed site', u'solid waste', u'confined feeding operation (CFO)']"
"AGRICULTURE_CENSUS_1997_IN: Agriculture Census of Indiana 1997
(U.S. Geological Survey, 1:2,000,000, Polygon Shapefile)","USGS National Atlas metadata states

""This data set portrays the National Agricultural Statistics Service, U.S.
Department of Agriculture's 1997 Census data for the United States,
presented by county.  There are 25 categories of data which include
information about farms, crops, livestock, values of products, and farm
operator characteristics.""",(creation): U.S. Geological Survey,20030128,GT-polygon composed of chains,-88.1607,-84.6882,41.7753,37.7554,ESRI ArcView version 3.2 shapefile format,"[u'Census', u'Farms', u'Croplands', u'Crops', u'Agricultural Census', u'Agriculture', u'Farm Operator', u'Market value', u'Chickens', u'Broilers', u'Corn', u'Wheat', u'Cotton', u'Soybeans', u'Vegetables', u'Irrigated lands', u'Cattle', u'Cattle and calves', u'Hogs', u'Pigs', u'Orchards', u'Tractors', u'Family farm', u'Black farmers', u'Minority farmers', u'Female farmers', u'Pecans', u'Nursery crops']"
"CULTIVATED_AREAS_USDA_IN: Cultivated Areas in Indiana in 2004 (United States
Department of Agriculture, 1:100,000, Polygon Shapefile)","The United States Department of Agriculture (USDA), National
Agricultural Statistics Service (NASS) area sampling frame is a
delineation of all parcels of land for the purpose of later sampling the
parcels.  The area frame is constructed by visually interpreting
satellite imagery to divide a state into homogenous land use areas
(strata) based on percent cultivated.  The strata are typically defined
as low, medium, or high percent cultivated, nonagricultural land, urban
use, agri-urban, or water.  The boundaries of the strata usually follow
identifiable features such as roads, railroads, and waterways.  The strata
boundaries do not coincide with any political boundaries, with the
exception of state boundaries.","United States Department of Agriculture, National Agricultural
Statistics Service, Research and Development Division, Geospatial
Information Branch, Area Frame Section",2004,G-Polygon,-88.160319,-84.687775,41.780590,37.755161,"Environmental Systems Research Institute ArcView 3.3 shapefile, Microsoft
Windows XP.","[u'Stratification', u'Area sampling frame', u'Land use classes (strata)']"
"ECOREGIONS_USGS_IN: Ecoregions, Levels III and IV, Indiana (U.S. Geological Survey, 1:250,000, Polygon Shapefile)","The following is excerpted from the metadata for OHIN_ECO:

""The ecoregions shown here have been derived from Omernik (1987) and fr
refinements of Omernik's framework that have been made for other projects.
These ongoing or recently completed projects, conducted in collaboration with
the U.S. EPA regional offices and with state resource management agencies,
involve refining ecoregions, defining subregions, and locating sets of
reference sites.  Designed to serve as a spatial framework for environmental
resource management, ecoregions denote areas within which ecosystems (and
the type, quality, and quantity of environmental resources) are generally
similar.  The most immediate needs are to develope regional biological
criteria and water quality standards and to set management goals for nonpoint
source pollution.

The approach used to compile this map is based on the premise that ecological
regions can be identified through the analysis of the patterns and the
composition of biotic and abiotic phenomena that affect or reflect differences
in ecosystem quality and integrity (Wiken 1986; Omernik 1987, 1995).  These
phenomena include geology, physiography, vegetation, climate, soils, land
use, wildlife,  and hydrology.  The relative importance of each characteristic
varies from one ecological region to another regardless of the hierarchical
level.  Because of possible confusion with other meanings of terms for
different levels of ecologic regions, a Roman numeral classification scheme
has been adopted for this effort.  Level I is the coarsest level, dividing
North America into nine ecological regions whereas at Level II the continent
is subdivided into 32 classes.  Level III is the hierarchical level shown on
this map. For portions of the United States the ecoregions have been further
subdivided to level IV.  The applications of the ecoregions are explained in
Gallant et al. (1989) and in reports and publications from the state and
regional projects.  For additional information, contact James M. Omernik,
U.S. EPA National Health and Environmental Effects Laboratory (NHEERL),
200 SW 35th St., Corvallis, OR 97333 (phone: 541-754-4458).""","A. Woods, J. Omernik, S. Brockman, T. Gerber, W. Hosteter, And S. Azevedo",20031216,GT-polygon composed of chains,-88.1607,-84.6882,41.7753,37.7554,"ESRI ArcView version 3.2 shapefile format, approximately 505 Kb","[u'Indiana Geological Survey (IGS)', u'ecology', u'geomorphology', u'landform ecology', u'biota']"
"TREES_BIG2005_IN: Champion Tree Locations for 2005 in Indiana (Bernardin-Lochmueller and Associates, Point Shapefile)","TREES_BIG2005_IN is a point shapefile showing the locations of state champion trees in Indiana. The
register is updated every 5 years. Each location represents a native tree that is the largest individual of its species found in
Indiana. These locations are based on detailed records of the Indiana Big Tree Register 2005 and locations were digitized
using 7.5 minute U.S. Geological Survey quadrangle maps, various aerial photographic data, streets, hydrology, and town layers
for reference. Tree measurements are includeded in the attributes.",Indiana Department of Natural Resources (IDNR) (source); Bernardin-Lochmueller and Associates (compiler),20061024,point,-88.1607,-84.6882,41.7753,37.7554,"ESRI ArcGIS version 9.2 shapefile format, approximately 192 Kb","[u'biota', u'tree', u'state champion tree', u'Indiana Department of Natural Resources (IDNR)', u'Division of Forestry']"
"LNDCV_USGS_IN: Land Cover in Indiana, Derived from the USGS, Version 06-03-99 (United
States Geological Survey, 30-Meter Grid)","LNDCV_USGS_IN is a grid showing land cover data in Indiana. This grid is a subset of the National
Land Cover Data (NLCD) set. There are eighteen categories of land use shown in this data set when
the associated *.avl is loaded.",United States Geological Survey,20020418,undefined,-88.1607,-84.6882,41.7753,37.7554,"Environmental Systems Research Institute's (ESRI's) ArcInfo
version 8.0.2 and ArcView 3.2
Windows 2000
ESRI grid format","[u'land use', u'land cover', u'Landsat', u'National Land Cover Data', u'NLCD', u'USGS', u'United States Geological Survey', u'USEPA', u'United States Environmental Protection Agency', u'IGS', u'Indiana Geological Survey']"
"LC2001USGS_IN: 2001 Land Cover in Indiana, Derived from the National Land Cover Database (NLCD
2001) (United States Geological Survey, 30-Meter Grid)","LC2001USGS_IN is a grid (30-meter cell size) showing 2001 land cover data in Indiana. This grid is a subset of the
National Land Cover Data (NLCD 2001) data set. There are 15 categories of land use shown in this data set when
the associated layer file (LC2001USGS_IN.LYR) is loaded.

The following is excerpted from metadata provided by the USGS for the NLCD 2001
(http://extract.cr.usgs.gov/distmeta/servlet/gov.usgs.edc.MetaBuilder?TYPE=HTML&DATASET=NLCD01LANC&YMAX=39.611501479289956&YMIN=39.611501479289956&XMIN=-76.63165680473374&XMAX=-76.63165680473374):

""The National Land Cover Database 2001 land cover layer for mapping zone 60 was produced through a cooperative
project conducted by the Multi-Resolution Land Characteristics (MRLC) Consortium. The MRLC Consortium is a
partnership of federal agencies (www.mrlc.gov), consisting of the U.S. Geological Survey (USGS), the National
Oceanic and Atmospheric Administration (NOAA), the U.S. Environmental Protection Agency (EPA), the U.S. Department
of Agriculture (USDA) Forest Service (USFS), the National Park Service (NPS), the U.S. Fish and Wildlife Service (FWS),
the Bureau of Land Management (BLM) and the USDA Natural Resources Conservation Service (NRCS). One of the primary
goals of the project is to generate a current, consistent, seamless, and accurate National Land cover Database (NLCD)
circa 2001 for the United States at medium spatial resolution. For a detailed definition and discussion on MRLC and
the NLCD 2001 products, refer to Homer et al. (2003) and <http://www.mrlc.gov/mrlc2k.asp>.

""The NLCD 2001 is created by partitioning the U.S. into mapping zones. A total of 66 mapping zones were delineated
within the conterminous U.S. based on ecoregion and geographical characteristics, edgematching features and the size
requirement of Landsat mosaics. Mapping zone 60 encompasses whole or portions of several states in the mid-Atlantic
region, including the states of New Jersey, Delaware, Maryland, Pennsylvania, Virginia, and the District of Columbia.
Questions about the NLCD mapping zone 60 can be directed to the NLCD 2001 land cover mapping team at the USGS EROS
Data Center (EDC), Sioux Falls, SD (605) 594-6151 or mrlc@usgs.gov.""",United States Geological Survey (USGS) (Author),20030901,undefined,-88.1607,-84.6882,41.7753,37.7554,"Environmental Systems Research Institute's (ESRI's) ArcGIS 9.2, Windows XP Version 2002, ESRI grid format","[u'environment', u'imageryBaseMapsEarthCover', u'managed land', u'cartography', u'geographic information system (GIS)', u'land use', u'land cover', u'Landsat', u'National Land Cover Data (NLCD 2001)', u'Multi-Resolution Land Characteristics (MRLC) Consortium', u'ESRI grid', u'raster grid', u'raster', u'grid', u'United States Geological Survey (USGS)', u'United States Environmental Protection Agency (EPA)', u'Indiana Geological Survey (IGS)']"
