STATEABBR,PRINMERCD,PRINMER,Township,TWNSHPFRAC,Township Direction,Range,RANGEFRAC,Range Direction,TWNSHPDPCD,PLSSID,TWNSHPLAB,Bounding Box
MI,19,Michigan Meridian,48,0,N,43,0,W,0,MI190480N0430W0,48N 43W,"-89.74052931, 46.5056497, -89.61435906, 46.59254684"
MI,19,Michigan Meridian,55,0,N,34,0,W,0,MI190550N0340W0,55N 34W,"-88.67974225, 47.11235659, -88.55250216, 47.19993083"
MI,19,Michigan Meridian,49,0,N,10,0,W,0,MI190490N0100W0,49N 10W,"-85.61483001, 46.59264968, -85.4886045, 46.67905937"
MI,19,Michigan Meridian,37,0,N,1,0,W,0,MI190370N0010W0,37N 1W,"-84.4889813, 45.54283393, -84.3704169, 45.63419878"
MI,19,Michigan Meridian,18,0,N,3,0,E,0,MI190180N0030E0,18N 3E,"-84.16637156, 43.9111455, -84.04488736, 43.99710868"
MI,19,Michigan Meridian,1,0,N,5,0,W,0,MI190010N0050W0,1N 5W,"-84.95445882, 42.4217707, -84.83599616, 42.50973246"
MI,19,Michigan Meridian,66,0,N,33,0,W,0,MI190660N0330W0,66N 33W,"-88.54764549, 48.09126453, -88.44010553, 48.14941009"
MI,19,Michigan Meridian,50,0,N,28,0,W,0,MI190500N0280W0,50N 28W,"-87.86572534, 46.67917406, -87.73948427, 46.76530126"
MI,19,Michigan Meridian,5,0,N,11,0,E,0,MI190050N0110E0,5N 11E,"-83.22155492, 42.79784603, -83.09925888, 42.88868109"
MI,19,Michigan Meridian,7,0,S,11,0,W,0,MI190070S0110W0,7S 11W,"-85.64409292, 41.80936994, -85.52625581, 41.89685582"
MI,19,Michigan Meridian,8,0,N,10,0,E,0,MI190080N0100E0,8N 10E,"-83.34818977, 43.05739982, -83.22668676, 43.14868247"
MI,19,Michigan Meridian,8,0,S,10,0,W,0,MI190080S0100W0,8S 10W,"-85.52625581, 41.75934257, -85.40878241, 41.81048585"
MI,19,Michigan Meridian,33,0,N,2,0,W,0,MI190330N0020W0,33N 2W,"-84.61165027, 45.19973005, -84.48733373, 45.28761177"
MI,19,Michigan Meridian,12,0,N,5,0,E,0,MI190120N0050E0,12N 5E,"-83.93622386, 43.39260756, -83.81765583, 43.47955113"
MI,19,Michigan Meridian,45,0,N,1,0,W,0,MI190450N0010W0,45N 1W,"-84.48882156, 46.24411083, -84.36338244, 46.33192126"
MI,19,Michigan Meridian,15,0,N,9,0,E,0,MI190150N0090E0,15N 9E,"-83.46755387, 43.66748708, -83.35401564, 43.75613675"
MI,19,Michigan Meridian,30,0,N,5,0,E,0,MI190300N0050E0,30N 5E,"-83.89043411, 44.94387724, -83.76707036, 45.03110265"
MI,19,Michigan Meridian,37,0,N,7,0,W,0,MI190370N0070W0,37N 7W,"-85.13887757, 45.55088913, -85.09756164, 45.59448052"
MI,19,Michigan Meridian,1,0,S,1,0,E,0,MI190010S0010E0,1S 1E,"-84.36501275, 42.33534703, -84.25024179, 42.424798"
MI,19,Michigan Meridian,13,0,N,8,0,W,0,MI190130N0080W0,13N 8W,"-85.3238875, 43.46732228, -85.20452274, 43.55444889"
MI,19,Michigan Meridian,16,0,N,7,0,W,0,MI190160N0070W0,16N 7W,"-85.20611892, 43.72649072, -85.08730801, 43.81382353"
MI,19,Michigan Meridian,9,0,S,2,0,E,0,MI190090S0020E0,9S 2E,"-84.23106987, 41.71013849, -84.11497175, 41.72639181"
MI,19,Michigan Meridian,36,0,N,5,0,E,0,MI190360N0050E0,36N 5E,"-83.88942247, 45.45588602, -83.86603473, 45.48617022"
MI,19,Michigan Meridian,38,0,N,4,0,W,0,MI190380N0040W0,38N 4W,"-84.85320278, 45.63674566, -84.73091, 45.7239535"
MI,19,Michigan Meridian,4,0,S,3,0,E,0,MI190040S0030E0,4S 3E,"-84.13405878, 42.07156315, -84.00803616, 42.16224212"
MI,19,Michigan Meridian,7,0,S,3,0,W,0,MI190070S0030W0,7S 3W,"-84.70930624, 41.81056153, -84.59265424, 41.89819469"
MI,19,Michigan Meridian,49,0,N,27,0,W,0,MI190490N0270W0,49N 27W,"-87.73994875, 46.59255206, -87.6135181, 46.67917406"
MI,19,Michigan Meridian,46,0,N,19,0,W,0,MI190460N0190W0,46N 19W,"-86.74157795, 46.33280787, -86.61503911, 46.42032532"
MI,19,Michigan Meridian,45,0,N,8,0,W,0,MI190450N0080W0,45N 8W,"-85.36348468, 46.2454221, -85.23794027, 46.33204687"
MI,19,Michigan Meridian,17,0,N,1,0,E,0,MI190170N0010E0,17N 1E,"-84.36650542, 43.82770448, -84.28713864, 43.91423232"
MI,19,Michigan Meridian,54,0,N,37,0,W,0,MI190540N0370W0,54N 37W,"-88.95471422, 47.02518334, -88.93245433, 47.04040981"
MI,19,Michigan Meridian,45,0,N,28,0,W,0,MI190450N0280W0,45N 28W,"-87.86670917, 46.24667528, -87.74070033, 46.33434717"
MI,19,Michigan Meridian,4,0,S,9,0,E,0,MI190040S0090E0,4S 9E,"-83.42323534, 42.09347441, -83.30385268, 42.18140186"
MI,19,Michigan Meridian,3,0,S,16,0,W,0,MI190030S0160W0,3S 16W,"-86.22358845, 42.15692143, -86.1083533, 42.2439652"
MI,19,Michigan Meridian,15,0,N,6,0,W,0,MI190150N0060W0,15N 6W,"-85.08730801, 43.63947979, -84.96778506, 43.72653801"
MI,19,Michigan Meridian,49,0,N,37,0,W,0,MI190490N0370W0,49N 37W,"-88.99052732, 46.5926684, -88.86460405, 46.6801891"
MI,19,Michigan Meridian,2,0,S,9,0,E,0,MI190020S0090E0,2S 9E,"-83.42998275, 42.26579562, -83.30895117, 42.3550409"
MI,19,Michigan Meridian,54,0,N,36,0,W,0,MI190540N0360W0,54N 36W,"-88.93462143, 47.02518334, -88.80613089, 47.11355755"
MI,19,Michigan Meridian,35,0,N,4,0,W,0,MI190350N0040W0,35N 4W,"-84.85314456, 45.37633014, -84.72979611, 45.46435658"
MI,19,Michigan Meridian,2,0,N,6,0,W,0,MI190020N0060W0,2N 6W,"-85.07496543, 42.50914885, -84.95440278, 42.59723421"
MI,19,Michigan Meridian,5,0,N,17,0,E,0,MI190050N0170E0,5N 17E,"-82.49966061, 42.8311906, -82.47242164, 42.90625774"
MI,19,Michigan Meridian,36,0,N,7,0,W,0,MI190360N0070W0,36N 7W,"-85.11837006, 45.49343284, -85.09750725, 45.5510325"
MI,19,Michigan Meridian,1,0,S,3,0,W,0,MI190010S0030W0,1S 3W,"-84.71862654, 42.3344604, -84.60046388, 42.42196419"
MI,19,Michigan Meridian,26,0,N,3,0,E,0,MI190260N0030E0,26N 3E,"-84.13019385, 44.59435851, -84.00910062, 44.68168115"
MI,19,Michigan Meridian,1,0,S,11,0,E,0,MI190010S0110E0,1S 11E,"-83.20060451, 42.35816797, -83.08033685, 42.44736582"
MI,19,Michigan Meridian,3,0,S,13,0,W,0,MI190030S0130W0,3S 13W,"-85.87868209, 42.15702889, -85.7645437, 42.24482795"
MI,19,Michigan Meridian,15,0,N,4,0,E,0,MI190150N0040E0,15N 4E,"-84.04862799, 43.65296361, -83.92957616, 43.73921663"
MI,19,Michigan Meridian,49,0,N,15,0,W,0,MI190490N0150W0,49N 15W,"-86.24026871, 46.59226745, -86.11411944, 46.67332132"
MI,19,Michigan Meridian,42,0,N,18,0,W,0,MI190420N0180W0,42N 18W,"-86.61573425, 45.98342428, -86.48933554, 46.07136193"
MI,19,Michigan Meridian,54,0,N,32,0,W,0,MI190540N0320W0,54N 32W,"-88.42542416, 47.02476434, -88.2981697, 47.11303104"
MI,19,Michigan Meridian,19,0,N,9,0,W,0,MI190190N0090W0,19N 9W,"-85.44421209, 43.98719749, -85.32551364, 44.07355644"
MI,19,Michigan Meridian,30,0,N,8,0,W,0,MI190300N0080W0,30N 8W,"-85.33242828, 44.94618394, -85.20973602, 45.03557342"
MI,19,Michigan Meridian,2,0,N,12,0,W,0,MI190020N0120W0,2N 12W,"-85.78132515, 42.50795125, -85.66180457, 42.59490307"
MI,19,Michigan Meridian,49,0,N,6,0,W,0,MI190490N0060W0,49N 6W,"-85.11395934, 46.59294139, -85.0287074, 46.68025717"
MI,19,Michigan Meridian,37,0,N,28,0,W,0,MI190370N0280W0,37N 28W,"-87.82015523, 45.5502835, -87.69632822, 45.63664067"
MI,19,Michigan Meridian,2,0,S,2,0,E,0,MI190020S0020E0,2S 2E,"-84.25034909, 42.24710131, -84.13075051, 42.33667556"
MI,19,Michigan Meridian,20,0,N,7,0,E,0,MI190200N0070E0,20N 7E,"-83.68697224, 44.08444582, -83.56526636, 44.16347997"
MI,19,Michigan Meridian,34,0,N,5,0,W,0,MI190340N0050W0,34N 5W,"-84.97570085, 45.29058256, -84.85283194, 45.37707107"
MI,19,Michigan Meridian,43,0,N,4,0,E,0,MI190430N0040E0,43N 4E,"-83.98583559, 46.0706434, -83.86381945, 46.10094636"
MI,19,Michigan Meridian,11,0,N,18,0,W,0,MI190110N0180W0,11N 18W,"-86.43745298, 43.31364701, -86.39626013, 43.38782186"
MI,19,Michigan Meridian,9,0,S,7,0,E,0,MI190090S0070E0,9S 7E,"-83.64587792, 41.72748819, -83.52852, 41.73673518"
MI,19,Michigan Meridian,30,0,N,3,0,E,0,MI190300N0030E0,30N 3E,"-84.13299522, 44.9421029, -84.01108972, 45.02979512"
MI,19,Michigan Meridian,10,0,N,8,0,W,0,MI190100N0080W0,10N 8W,"-85.31237191, 43.2063514, -85.19176442, 43.29415258"
MI,19,Michigan Meridian,44,0,N,17,0,W,0,MI190440N0170W0,44N 17W,"-86.4901309, 46.15798244, -86.36480353, 46.24509471"
MI,19,Michigan Meridian,44,0,N,1,0,W,0,MI190440N0010W0,44N 1W,"-84.48859407, 46.1580096, -84.36338249, 46.24499545"
MI,19,Michigan Meridian,2,0,N,6,0,E,0,MI190020N0060E0,2N 6E,"-83.79593424, 42.51463394, -83.67083466, 42.60629506"
MI,19,Michigan Meridian,46,0,N,6,0,W,0,MI190460N0060W0,46N 6W,"-85.11439237, 46.33170188, -84.98919051, 46.41930267"
MI,19,Michigan Meridian,6,0,N,14,0,W,0,MI190060N0140W0,6N 14W,"-86.02299202, 42.85605422, -85.9008119, 42.94337595"
MI,19,Michigan Meridian,13,0,N,15,0,E,0,MI190130N0150E0,13N 15E,"-82.75657745, 43.51162641, -82.63493222, 43.60254915"
MI,19,Michigan Meridian,39,0,N,21,0,W,0,MI190390N0210W0,39N 21W,"-86.95576589, 45.7227698, -86.83217211, 45.8105388"
MI,19,Michigan Meridian,11,0,N,2,0,E,0,MI190110N0020E0,11N 2E,"-84.29047375, 43.30314958, -84.16937741, 43.3951833"
MI,19,Michigan Meridian,42,0,N,31,0,W,0,MI190420N0310W0,42N 31W,"-88.24242118, 45.9855647, -88.11732269, 46.07289842"
MI,19,Michigan Meridian,38,0,N,1,0,E,0,MI190380N0010E0,38N 1E,"-84.37156051, 45.62606037, -84.25201609, 45.6718957"
MI,19,Michigan Meridian,12,0,N,6,0,E,0,MI190120N0060E0,12N 6E,"-83.81806076, 43.39260756, -83.69843825, 43.47902268"
MI,19,Michigan Meridian,41,0,N,23,0,W,0,MI190410N0230W0,41N 23W,"-87.24329294, 45.89816671, -87.11824946, 45.98536746"
MI,19,Michigan Meridian,5,0,N,3,0,E,0,MI190050N0030E0,5N 3E,"-84.16177384, 42.77663609, -84.03956476, 42.86631715"
MI,19,Michigan Meridian,47,0,N,1,0,W,0,MI190470N0010W0,47N 1W,"-84.4894572, 46.41883694, -84.36399136, 46.50248773"
MI,19,Michigan Meridian,28,0,N,3,0,E,0,MI190280N0030E0,28N 3E,"-84.13150809, 44.76836175, -84.0097236, 44.85572283"
MI,19,Michigan Meridian,31,0,N,10,0,E,0,MI190310N0100E0,31N 10E,"-83.25015538, 45.03688239, -83.18749119, 45.0664669"
MI,19,Michigan Meridian,17,0,N,12,0,W,0,MI190170N0120W0,17N 12W,"-85.80189319, 43.81418721, -85.68156727, 43.90205018"
MI,19,Michigan Meridian,36,0,N,25,0,W,0,MI190360N0250W0,36N 25W,"-87.45019214, 45.46400407, -87.32711073, 45.55124171"
MI,19,Michigan Meridian,49,0,N,25,0,W,0,MI190490N0250W0,49N 25W,"-87.48931131, 46.59317279, -87.36253092, 46.65080344"
MI,19,Michigan Meridian,54,0,N,31,0,W,0,MI190540N0310W0,54N 31W,"-88.29830024, 47.05523586, -88.25568616, 47.11295749"
MI,19,Michigan Meridian,33,0,N,6,0,W,0,MI190330N0060W0,33N 6W,"-85.0988657, 45.2046047, -84.97519832, 45.29211624"
MI,19,Michigan Meridian,18,0,N,10,0,W,0,MI190180N0100W0,18N 10W,"-85.562657, 43.90144875, -85.44277062, 43.9883588"
MI,19,Michigan Meridian,27,0,N,12,0,W,0,MI190270N0120W0,27N 12W,"-85.81737179, 44.68700455, -85.69435642, 44.77543829"
MI,19,Michigan Meridian,2,0,N,11,0,E,0,MI190020N0110E0,2N 11E,"-83.20913598, 42.5318386, -83.08694243, 42.62404332"
MI,19,Michigan Meridian,10,0,N,10,0,W,0,MI190100N0100W0,10N 10W,"-85.55173766, 43.20557216, -85.43145091, 43.29434792"
MI,19,Michigan Meridian,21,0,N,13,0,W,0,MI190210N0130W0,21N 13W,"-85.94227737, 44.1641472, -85.82106055, 44.25274404"
MI,19,Michigan Meridian,52,0,N,31,0,W,0,MI190520N0310W0,52N 31W,"-88.2986877, 46.85173422, -88.17142769, 46.93915449"
MI,19,Michigan Meridian,12,0,N,7,0,E,0,MI190120N0070E0,12N 7E,"-83.69881117, 43.39274147, -83.58043545, 43.47983921"
MI,19,Michigan Meridian,2,0,S,1,0,W,0,MI190020S0010W0,2S 1W,"-84.4832948, 42.24744061, -84.36484656, 42.33487037"
MI,19,Michigan Meridian,15,0,N,10,0,W,0,MI190150N0100W0,15N 10W,"-85.56298174, 43.6413599, -85.4435846, 43.72831826"
MI,19,Michigan Meridian,47,0,N,27,0,W,0,MI190470N0270W0,47N 27W,"-87.74020944, 46.42021238, -87.61297744, 46.50670647"
MI,19,Michigan Meridian,18,0,N,4,0,E,0,MI190180N0040E0,18N 4E,"-84.04545682, 43.91048154, -83.92650003, 43.99725066"
MI,19,Michigan Meridian,36,0,N,19,0,W,0,MI190360N0190W0,36N 19W,"-86.6860973, 45.52000501, -86.62648345, 45.54940803"
MI,19,Michigan Meridian,45,0,N,15,0,W,0,MI190450N0150W0,45N 15W,"-86.24079662, 46.24472447, -86.11378414, 46.33163624"
MI,19,Michigan Meridian,4,0,S,3,0,W,0,MI190040S0030W0,4S 3W,"-84.71162386, 42.07040269, -84.59293997, 42.1601312"
MI,19,Michigan Meridian,7,0,N,8,0,W,0,MI190070N0080W0,7N 8W,"-85.31239021, 42.94395442, -85.1935116, 43.03204553"
MI,19,Michigan Meridian,5,0,N,13,0,E,0,MI190050N0130E0,5N 13E,"-82.98363268, 42.80487924, -82.8629478, 42.89533193"
MI,19,Michigan Meridian,53,0,N,31,0,W,0,MI190530N0310W0,53N 31W,"-88.21738965, 46.93891056, -88.17184216, 46.95700306"
MI,19,Michigan Meridian,24,0,N,1,0,W,0,MI190240N0010W0,24N 1W,"-84.49205232, 44.42073964, -84.36989053, 44.51067312"
MI,19,Michigan Meridian,21,0,N,14,0,W,0,MI190210N0140W0,21N 14W,"-86.06331366, 44.16494998, -85.94132365, 44.25506432"
MI,19,Michigan Meridian,23,0,N,12,0,W,0,MI190230N0120W0,23N 12W,"-85.82085353, 44.33793989, -85.69857386, 44.42449895"
MI,19,Michigan Meridian,8,0,S,4,0,W,0,MI190080S0040W0,8S 4W,"-84.82534679, 41.72290062, -84.70871846, 41.81095468"
MI,19,Michigan Meridian,39,0,N,6,0,W,0,MI190390N0060W0,39N 6W,"-85.07899082, 45.75059235, -84.97530781, 45.7798196"
MI,19,Michigan Meridian,1,0,N,3,0,E,0,MI190010N0030E0,1N 3E,"-84.14080469, 42.4239122, -84.02339543, 42.51033286"
MI,19,Michigan Meridian,30,0,N,9,0,W,0,MI190300N0090W0,30N 9W,"-85.39401985, 44.94620933, -85.33193645, 45.03458691"
MI,19,Michigan Meridian,35,0,N,6,0,W,0,MI190350N0060W0,35N 6W,"-85.07474748, 45.41892814, -84.97506509, 45.46442824"
MI,19,Michigan Meridian,6,0,N,1,0,W,0,MI190060N0010W0,6N 1W,"-84.48388016, 42.85630303, -84.36439223, 42.94365592"
MI,19,Michigan Meridian,39,0,N,26,0,W,0,MI190390N0260W0,39N 26W,"-87.57344706, 45.72457576, -87.4482941, 45.81087503"
MI,19,Michigan Meridian,41,0,N,11,0,W,0,MI190410N0110W0,41N 11W,"-85.73944271, 45.95876173, -85.64874964, 45.98397096"
MI,19,Michigan Meridian,15,0,N,16,0,W,0,MI190150N0160W0,15N 16W,"-86.27823639, 43.64206767, -86.15774228, 43.73092403"
MI,19,Michigan Meridian,16,0,N,5,0,W,0,MI190160N0050W0,16N 5W,"-84.96906855, 43.72652387, -84.84849261, 43.8142644"
MI,19,Michigan Meridian,36,0,N,4,0,E,0,MI190360N0040E0,36N 4E,"-84.00960085, 45.45192322, -83.88781207, 45.49901361"
MI,19,Michigan Meridian,5,0,S,19,0,W,0,MI190050S0190W0,5S 19W,"-86.57063339, 41.98541182, -86.45581821, 42.07268672"
MI,19,Michigan Meridian,31,0,N,2,0,W,0,MI190310N0020W0,31N 2W,"-84.61324541, 45.02732988, -84.48964165, 45.11278165"
MI,19,Michigan Meridian,8,0,S,8,0,W,0,MI190080S0080W0,8S 8W,"-85.29306056, 41.75968462, -85.17492308, 41.81089745"
MI,19,Michigan Meridian,19,0,N,2,0,E,0,MI190190N0020E0,19N 2E,"-84.28838115, 43.99697062, -84.1662829, 44.08408473"
MI,19,Michigan Meridian,15,0,N,15,0,W,0,MI190150N0150W0,15N 15W,"-86.15801668, 43.64109, -86.03915277, 43.72934328"
MI,19,Michigan Meridian,18,0,N,13,0,W,0,MI190180N0130W0,18N 13W,"-85.92047887, 43.90076629, -85.80162941, 43.98849524"
MI,19,Michigan Meridian,22,0,N,7,0,W,0,MI190220N0070W0,22N 7W,"-85.21573515, 44.25112623, -85.0940112, 44.33919828"
MI,19,Michigan Meridian,25,0,N,1,0,W,0,MI190250N0010W0,25N 1W,"-84.49004298, 44.50722069, -84.37059785, 44.59768756"
MI,19,Michigan Meridian,44,0,N,27,0,W,0,MI190440N0270W0,44N 27W,"-87.7417913, 46.15950703, -87.61509436, 46.24684413"
MI,19,Michigan Meridian,1,0,N,4,0,E,0,MI190010N0040E0,1N 4E,"-84.02841086, 42.42390259, -83.90585925, 42.51065276"
MI,19,Michigan Meridian,11,0,N,17,0,W,0,MI190110N0170W0,11N 17W,"-86.39837406, 43.2964198, -86.27649754, 43.38675901"
MI,19,Michigan Meridian,47,0,N,19,0,W,0,MI190470N0190W0,47N 19W,"-86.74157795, 46.41977967, -86.61487945, 46.50734617"
MI,19,Michigan Meridian,10,0,N,17,0,E,0,MI190100N0170E0,10N 17E,"-82.53610066, 43.25401364, -82.51040387, 43.34400404"
MI,19,Michigan Meridian,25,0,N,6,0,E,0,MI190250N0060E0,25N 6E,"-83.76675547, 44.50997743, -83.64486382, 44.59639912"
MI,19,Michigan Meridian,3,0,S,8,0,E,0,MI190030S0080E0,3S 8E,"-83.54452929, 42.17440532, -83.42312088, 42.2652509"
MI,19,Michigan Meridian,5,0,N,8,0,W,0,MI190050N0080W0,5N 8W,"-85.31138316, 42.76965128, -85.19297867, 42.85713415"
MI,19,Michigan Meridian,27,0,N,7,0,E,0,MI190270N0070E0,27N 7E,"-83.6473252, 44.68279002, -83.5252864, 44.77092789"
MI,19,Michigan Meridian,39,0,N,30,0,W,0,MI190390N0300W0,39N 30W,"-88.06673009, 45.75064893, -87.94203334, 45.80943997"
MI,19,Michigan Meridian,25,0,N,8,0,E,0,MI190250N0080E0,25N 8E,"-83.52361879, 44.51135738, -83.40149146, 44.59810386"
MI,19,Michigan Meridian,18,0,N,1,0,E,0,MI190180N0010E0,18N 1E,"-84.36646842, 43.91297976, -84.28707439, 43.99750291"
MI,19,Michigan Meridian,45,0,N,13,0,W,0,MI190450N0130W0,45N 13W,"-85.99004469, 46.24442426, -85.86453208, 46.3315045"
MI,19,Michigan Meridian,7,0,N,16,0,W,0,MI190070N0160W0,7N 16W,"-86.24455445, 42.94258957, -86.14307643, 43.03031548"
MI,19,Michigan Meridian,57,0,N,33,0,W,0,MI190570N0330W0,57N 33W,"-88.53192343, 47.28571573, -88.42522412, 47.3730517"
MI,19,Michigan Meridian,48,0,N,42,0,W,0,MI190480N0420W0,48N 42W,"-89.61475842, 46.50557967, -89.48967941, 46.59251497"
MI,19,Michigan Meridian,43,0,N,25,0,W,0,MI190430N0250W0,43N 25W,"-87.49200114, 46.0720548, -87.36673309, 46.15931683"
MI,19,Michigan Meridian,18,0,N,10,0,E,0,MI190180N0100E0,18N 10E,"-83.30318756, 43.93055746, -83.2424407, 43.97933921"
MI,19,Michigan Meridian,48,0,N,40,0,W,0,MI190480N0400W0,48N 40W,"-89.36511816, 46.50583357, -89.24004845, 46.5932137"
MI,19,Michigan Meridian,8,0,N,10,0,W,0,MI190080N0100W0,8N 10W,"-85.5509751, 43.0277475, -85.43071692, 43.1180776"
MI,19,Michigan Meridian,15,0,N,7,0,W,0,MI190150N0070W0,15N 7W,"-85.20592026, 43.63950741, -85.08640816, 43.72724957"
MI,19,Michigan Meridian,11,0,N,5,0,E,0,MI190110N0050E0,11N 5E,"-83.93588106, 43.30711929, -83.81549833, 43.39320874"
MI,19,Michigan Meridian,30,0,N,6,0,W,0,MI190300N0060W0,30N 6W,"-85.09147905, 44.94530217, -84.96825223, 45.0317645"
MI,19,Michigan Meridian,7,0,N,3,0,W,0,MI190070N0030W0,7N 3W,"-84.7200536, 42.94329954, -84.60152329, 43.03219294"
MI,19,Michigan Meridian,49,0,N,12,0,W,0,MI190490N0120W0,49N 12W,"-85.86467057, 46.59203233, -85.73944355, 46.67907344"
MI,19,Michigan Meridian,49,0,N,39,0,W,0,MI190490N0390W0,49N 39W,"-89.24038959, 46.59305596, -89.1151643, 46.68031251"
MI,19,Michigan Meridian,50,0,N,30,0,W,0,MI190500N0300W0,50N 30W,"-88.11640346, 46.6784472, -87.9914485, 46.76530689"
MI,19,Michigan Meridian,1,0,S,5,0,W,0,MI190010S0050W0,1S 5W,"-84.9467484, 42.33414364, -84.82878459, 42.42218648"
MI,19,Michigan Meridian,30,0,N,6,0,E,0,MI190300N0060E0,30N 6E,"-83.76822585, 44.94431476, -83.64657305, 45.03162573"
MI,19,Michigan Meridian,29,0,N,3,0,W,0,MI190290N0030W0,29N 3W,"-84.72666682, 44.85713861, -84.60482035, 44.94554544"
MI,19,Michigan Meridian,14,0,N,11,0,E,0,MI190140N0110E0,14N 11E,"-83.23561635, 43.58514275, -83.11463629, 43.6755033"
MI,19,Michigan Meridian,12,0,N,15,0,E,0,MI190120N0150E0,12N 15E,"-82.75410139, 43.42372464, -82.63197255, 43.51555773"
MI,19,Michigan Meridian,29,0,N,5,0,E,0,MI190290N0050E0,29N 5E,"-83.88882915, 44.85649045, -83.76681252, 44.94431476"
MI,19,Michigan Meridian,21,0,N,2,0,E,0,MI190210N0020E0,21N 2E,"-84.2472007, 44.16166047, -84.1254408, 44.24809501"
MI,19,Michigan Meridian,38,0,N,2,0,E,0,MI190380N0020E0,38N 2E,"-84.25211058, 45.62599848, -84.18989091, 45.65472325"
MI,19,Michigan Meridian,23,0,N,2,0,E,0,MI190230N0020E0,23N 2E,"-84.24848357, 44.33454938, -84.12569053, 44.42149667"
MI,19,Michigan Meridian,45,0,N,31,0,W,0,MI190450N0310W0,45N 31W,"-88.24232108, 46.24645541, -88.11698336, 46.33331579"
MI,19,Michigan Meridian,4,0,S,7,0,W,0,MI190040S0070W0,4S 7W,"-85.17803013, 42.07251916, -85.06018011, 42.1598257"
MI,19,Michigan Meridian,45,0,N,25,0,W,0,MI190450N0250W0,45N 25W,"-87.49156834, 46.24615592, -87.36586616, 46.33326644"
MI,19,Michigan Meridian,48,0,N,39,0,W,0,MI190480N0390W0,48N 39W,"-89.2410591, 46.50590514, -89.11542256, 46.5932137"
MI,19,Michigan Meridian,44,0,N,11,0,W,0,MI190440N0110W0,44N 11W,"-85.73915323, 46.15855355, -85.61326145, 46.24531124"
MI,19,Michigan Meridian,5,0,N,2,0,W,0,MI190050N0020W0,5N 2W,"-84.60279243, 42.76947863, -84.48366166, 42.85686114"
MI,19,Michigan Meridian,45,0,N,11,0,W,0,MI190450N0110W0,45N 11W,"-85.73977258, 46.24467176, -85.61343647, 46.33216479"
MI,19,Michigan Meridian,13,0,N,16,0,E,0,MI190130N0160E0,13N 16E,"-82.63771342, 43.51555773, -82.55511256, 43.60434999"
MI,19,Michigan Meridian,21,0,N,1,0,W,0,MI190210N0010W0,21N 1W,"-84.49005326, 44.16047915, -84.36631566, 44.24761131"
MI,19,Michigan Meridian,9,0,S,3,0,E,0,MI190090S0030E0,9S 3E,"-84.1155364, 41.71354063, -83.99870497, 41.72840563"
MI,19,Michigan Meridian,9,0,N,17,0,W,0,MI190090N0170W0,9N 17W,"-86.34333456, 43.11830138, -86.26314869, 43.20638528"
MI,19,Michigan Meridian,44,0,N,25,0,W,0,MI190440N0250W0,44N 25W,"-87.49156006, 46.15902501, -87.36636826, 46.24636814"
MI,19,Michigan Meridian,45,0,N,38,0,W,0,MI190450N0380W0,45N 38W,"-89.11608992, 46.24629384, -88.9908982, 46.33287185"
MI,19,Michigan Meridian,2,0,N,1,0,E,0,MI190020N0010E0,2N 1E,"-84.3643511, 42.51246114, -84.25818628, 42.60104274"
MI,19,Michigan Meridian,16,0,N,2,0,W,0,MI190160N0020W0,16N 2W,"-84.60699393, 43.7271307, -84.48609974, 43.81528911"
MI,19,Michigan Meridian,18,0,N,6,0,W,0,MI190180N0060W0,18N 6W,"-85.08860143, 43.90048835, -84.96811372, 43.98791303"
MI,19,Michigan Meridian,49,0,N,35,0,W,0,MI190490N0350W0,49N 35W,"-88.74138066, 46.59281166, -88.61523346, 46.67938602"
MI,19,Michigan Meridian,8,0,S,17,0,W,0,MI190080S0170W0,8S 17W,"-86.340153, 41.76012844, -86.2251762, 41.81355173"
MI,19,Michigan Meridian,46,0,N,39,0,W,0,MI190460N0390W0,46N 39W,"-89.24080142, 46.3327788, -89.11585101, 46.41976657"
MI,19,Michigan Meridian,52,0,N,39,0,W,0,MI190520N0390W0,52N 39W,"-89.31379936, 46.85134338, -89.18688603, 46.93870322"
MI,19,Michigan Meridian,8,0,N,11,0,W,0,MI190080N0110W0,8N 11W,"-85.67027715, 43.0277475, -85.55062411, 43.11743549"
MI,19,Michigan Meridian,4,0,S,13,0,W,0,MI190040S0130W0,4S 13W,"-85.87762971, 42.06930112, -85.76289427, 42.15724205"
MI,19,Michigan Meridian,48,0,N,30,0,W,0,MI190480N0300W0,48N 30W,"-88.11644172, 46.50617377, -87.991347, 46.59277229"
MI,19,Michigan Meridian,15,0,N,2,0,W,0,MI190150N0020W0,15N 2W,"-84.60790142, 43.64050036, -84.48710426, 43.7279878"
MI,19,Michigan Meridian,8,0,N,4,0,W,0,MI190080N0040W0,8N 4W,"-84.83743366, 43.03214741, -84.71931605, 43.1188135"
MI,19,Michigan Meridian,43,0,N,2,0,W,0,MI190430N0020W0,43N 2W,"-84.6135725, 46.07114427, -84.48809254, 46.15824067"
MI,19,Michigan Meridian,1,0,N,11,0,E,0,MI190010N0110E0,1N 11E,"-83.20436319, 42.44479527, -83.08342207, 42.53489233"
MI,19,Michigan Meridian,46,0,N,20,0,W,0,MI190460N0200W0,46N 20W,"-86.86628037, 46.33281296, -86.74104785, 46.41998262"
MI,19,Michigan Meridian,47,0,N,11,0,W,0,MI190470N0110W0,47N 11W,"-85.74001117, 46.41855906, -85.61452076, 46.50559195"
