Title,Date,Publisher,Description,Metadata
Pennsylvania Western Lidar 2020 QL2; Contours - South,2020,U S Geological Survey,"Contours with a 1 foot interval in Esri file geodatabase format.
       Geographic Extent: 31 counties in Pennsylvania, covering approximately 9299 total square miles.
       Dataset Description: The PA_WesternPA_2019_D20 Lidar QL2 project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.71 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 2.1. The data were developed based on a horizontal projection/datum of NAD 1983 2011 StatePlane Pennsylvania South FIPS 3702 Ft US, Foot US and vertical datum of NAVD88 Geoid 12b, Foot US. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 2684 individual 10,000 ft x 10,000 ft tiles, as tiled intensity imagery, and as tiled bare earth DEMs; all tiled to the same 10,000 ft x 10,000 ft schema. Continuous breaklines were produced in Esri file geodatabase format.
       Ground Conditions: LiDAR was collected in fall 2019 and spring 2020, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, NV5 Geospatial, powered by Quantum Spatial utilized a total of 274 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 485 independent accuracy checkpoints, 291 in Bare Earth and Urban landcovers (291 NVA points), 194 in Tall Weeds categories (194 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=Western_PA_QL2South_Contour2020.xml
Pennsylvania Western Lidar 2020 QL2; DEM - North,2020,U S Geological Survey,"These are Digital Elevation Model (DEM) data for Pennsylvania as part of the required deliverables for the PA_WesternPA_2019_D20 Lidar QL2 project. Class 2 (ground) LiDAR points in conjunction with the hydro breaklines were used to create a 2.5 foot hydro-flattened Raster DEM.
       Geographic Extent: 22 counties in Pennsylvania, covering approximately 6282 total square miles.
       Dataset Description: The PA_WesternPA_2019_D20 Lidar QL2 project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.71 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 2.1. The data were developed based on a horizontal projection/datum of NAD 1983 2011 StatePlane Pennsylvania North FIPS 3701 Ft US, Foot US and vertical datum of NAVD88 Geoid 12b, Foot US. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 7229 individual 5,000 ft x 5,000 ft tiles, and as tiled intensity imagery and tiled bare earth DEMs formatted to 1848 individual 10,000 ft x 10,000 ft tiles. Continuous breaklines were produced in Esri file geodatabase format.
       Ground Conditions: LiDAR was collected in fall 2019 and spring 2020, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, NV5 Geospatial, powered by Quantum Spatial utilized a total of 274 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 485 independent accuracy checkpoints, 291 in Bare Earth and Urban landcovers (291 NVA points), 194 in Tall Weeds categories (194 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=Western_PA_QL2North_DEM2020.xml
Pennsylvania Western Lidar 2020 QL2; DEM - South,2020,U S Geological Survey,"These are Digital Elevation Model (DEM) data for Pennsylvania as part of the required deliverables for the PA_WesternPA_2019_D20 Lidar QL2 project. Class 2 (ground) LiDAR points in conjunction with the hydro breaklines were used to create a 2.5 foot hydro-flattened Raster DEM.
       Geographic Extent: 31 counties in Pennsylvania, covering approximately 9299 total square miles.
       Dataset Description: The PA_WesternPA_2019_D20 Lidar QL2 project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.71 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 2.1. The data were developed based on a horizontal projection/datum of NAD 1983 2011 StatePlane Pennsylvania South FIPS 3702 Ft US, Foot US and vertical datum of NAVD88 Geoid 12b, Foot US. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 10576 individual 5,000 ft x 5,000 ft tiles, and as tiled intensity imagery and tiled bare earth DEMs 2684 individual 10,000 ft x 10,000 ft tiles. Continuous breaklines were produced in Esri file geodatabase format.
       Ground Conditions: LiDAR was collected in fall 2019 and spring 2020, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, NV5 Geospatial, powered by Quantum Spatial utilized a total of 274 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 485 independent accuracy checkpoints, 291 in Bare Earth and Urban landcovers (291 NVA points), 194 in Tall Weeds categories (194 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=Western_PA_QL2South_DEM2020.xml
Pennsylvania Western Lidar 2020 QL2; Intensity Imagery - North,2020,U S Geological Survey,Pennsylvania Western Lidar 2020 QL2; Intensity Imagery,FullMetadataDisplay.aspx?file=Western_PA_QL2North_Intensity2020.xml
Pennsylvania Western Lidar 2020 QL2; Intensity Imagery - South,2020,U S Geological Survey,"PA_WesternPA_2019_D20 Lidar QL2 Intensity Imagery.
       Geographic Extent: 31 counties in Pennsylvania, covering approximately 9299 total square miles.
       Dataset Description: The PA_WesternPA_2019_D20 Lidar QL2 project called for the planning, acquisition, processing, and derivative products of lidar data to be collected at a nominal pulse spacing (NPS) of 0.71 meters. Project specifications are based on the U.S. Geological Survey National Geospatial Program Base LiDAR Specification, Version 2.1. The data were developed based on a horizontal projection/datum of NAD 1983 2011 StatePlane Pennsylvania South FIPS 3702 Ft US, Foot US and vertical datum of NAVD88 Geoid 12b, Foot US. LiDAR data were delivered as processed Classified LAS 1.4 files formatted to 10576 individual 5,000 ft x 5,000 ft tiles, and as tiled intensity imagery and tiled bare earth DEMs 2684 individual 10,000 ft x 10,000 ft tiles. Continuous breaklines were produced in Esri file geodatabase format.
       Ground Conditions: LiDAR was collected in fall 2019 and spring 2020, while no snow was on the ground and rivers were at or below normal levels. In order to post process the LiDAR data to meet task order specifications and meet ASPRS vertical accuracy guidelines, NV5 Geospatial, powered by Quantum Spatial utilized a total of 274 ground control points that were used to calibrate the LiDAR to known ground locations established throughout the project area. An additional 485 independent accuracy checkpoints, 291 in Bare Earth and Urban landcovers (291 NVA points), 194 in Tall Weeds categories (194 VVA points), were used to assess the vertical accuracy of the data. These checkpoints were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=Western_PA_QL2South_Intensity2020.xml
"Principal Aquifers of the 48 Conterminous United States, Hawaii, Puerto Rico, and the U.S. Virgin Islands",2003,U S Geological Survey,"This map layer contains the shallowest principal aquifers of the
conterminous United States, Hawaii, Puerto Rico, and the U.S. Virgin
Islands, portrayed as polygons.  The map layer was developed as part of
the effort to produce the maps published at 1:2,500,000 in the printed
series ""Ground Water Atlas of the United States"".  The published maps
contain base and cultural features not included in these data.  This is a
replacement for the July 1998 map layer called Principal Aquifers of the
48 Conterminous United States.",FullMetadataDisplay.aspx?file=us_aquifers.xml
Quadrangle Boundaries for the continental United States,2002,U S Geological Survey,Quadrangle Boundaries for the continental United States and Hawaii,FullMetadataDisplay.aspx?file=US_QuadBounds24kgrid.xml
South Central Pennsylvania 2017 QL2 LiDAR; Contours,2017,U S Geological Survey,"Contours with a 2-foot interval in Esri file shapefile format.
				Geographic Extent: 13 counties in Pennsylvania, covering approximately 6,602 total
				square miles. Dataset Description: The South Central Pennsylvania 2017 QL2 LiDAR
				project called for the planning, acquisition, processing, and derivative products of
				lidar data to be collected at a nominal pulse spacing (NPS) of 0.7 meters. Project
				specifications are based on the U.S. Geological Survey National Geospatial Program
				Base LiDAR Specification, Version 1.2. The data were developed based on a horizontal
				projection/datum of NAD 1983 (2011), UTM Zone 18, meters and vertical datum of NAVD
				1988 (GEOID 12B), meters. LiDAR data were delivered as processed Classified LAS 1.4
				files formatted to 7,975 individual 1,500-meter x 1,500-meter tiles, as tiled
				intensity imagery, and as tiled bare earth DEMs; all tiled to the same 1,500-meter x
				1,500-meter schema. Continuous breaklines were produced in Esri file geodatabase
				format. Ground Conditions: LiDAR was collected in fall 2017, while no snow was on
				the ground and rivers were at or below normal levels. In order to post process the
				LiDAR data to meet task order specifications and meet ASPRS vertical accuracy
				guidelines, Quantum Spatial, Inc. utilized a total of 150 ground control points that
				were used to calibrate the LiDAR to known ground locations established throughout
				the project area. An additional 245 independent accuracy checkpoints, 142 in Bare
				Earth and Urban landcovers (142 NVA points), 103 in Tall Weeds categories (103 VVA
				points), were used to assess the vertical accuracy of the data. These checkpoints
				were not used to calibrate or post process the data.",FullMetadataDisplay.aspx?file=USGSLiDAR_Contours_SouthCentralPA2017.xml
"Topographic Change - in Philadelphia, During the Last Century",2000,U S Geological Survey,"A scope of work was developed in response to a request by the U. S. Army Corps
of Engineers, Philadelphia District. The request was to perform a topographic
change grid analysis for the Frankford 7.5-minute quadrangle, 1:24,000-scale
topographic map, which includes the Wissinoming neighborhood, and the Germantown 7.5-minute quadrangle, which includes the Logan and Feltonville neighborhoods of the City of Philadelphia. The following tasks were performed under this scope of work: A GPS-corrected GIS grid analysis for each quadrangle was completed and is accompanied by documentation that describes procedures and provides metadata of the informational content of the GIS. A high-resolution global positioning system (GPS) survey was conducted for each topographic quadrangle in order to evaluate and correct systematic discrepancies in elevation between the modern and historic surveys. Prior to release, the fully documented GPS-corrected GIS grid analysis for each quadrangle was reviewed for (1) com-pleteness of documentation and for (2) appropriate analysis and discussion of uncertainties.
The following report is in fulfillment of the tasks outlined in this scope of work and was performed by the U. S. Geological Survey for the U. S. Army Corps of Engineers, Philadelphia District under MIPR agreement number: W25PHS93358288.",FullMetadataDisplay.aspx?file=PHIL_fillpoly.xml
"Topographic Maps (DRG) for Pennsylvania 1:100,000 - UTM",1996,U S Geological Survey,"A Digital Raster Graphic (DRG) is a raster image of a scanned USGS 
topographic or planimetric map including the collar information, georeferenced to 
the UTM grid.",FullMetadataDisplay.aspx?file=drg100k.xml
"Topographic Maps (DRG) for Pennsylvania 1:24,000 - Albers - cropped collars",1996,U S Geological Survey,"A Digital Raster Graphic (DRG) is a raster image of a scanned USGS 
topographic or planimetric map including the collar information, georeferenced to 
the UTM grid.",FullMetadataDisplay.aspx?file=drg24kcalbers.xml
"Topographic Maps (DRG) for Pennsylvania 1:24,000 - UTM",1996,U S Geological Survey,"A Digital Raster Graphic (DRG) is a raster image of a scanned USGS 
topographic or planimetric map including the collar information, georeferenced to 
the UTM grid.",FullMetadataDisplay.aspx?file=drg24k.xml
"Topographic Maps (DRG) for Pennsylvania 1:24,000 - UTM - cropped collars",1996,U S Geological Survey,"A Digital Raster Graphic (DRG) is a raster image of a scanned USGS 
topographic or planimetric map including the collar information, georeferenced to 
the UTM grid.",FullMetadataDisplay.aspx?file=drg24kcropped.xml
"Topographic Maps (DRG) for Pennsylvania 1:24,000 - UTM - NAD 1983",1996,U S Geological Survey,"A Digital Raster Graphic (DRG) is a raster image of a scanned USGS 
topographic or planimetric map including the collar information, georeferenced to 
the UTM grid.",FullMetadataDisplay.aspx?file=drg24k83.xml
"Topographic Maps (DRG) for Pennsylvania 1:24,000 - UTM - NAD 1983 - cropped collars",1996,U S Geological Survey,"A Digital Raster Graphic (DRG) is a raster image of a scanned USGS 
topographic or planimetric map including the collar information, georeferenced to 
the UTM grid.",FullMetadataDisplay.aspx?file=drg24k83-cu.xml
"Topographic Maps (DRG) for Pennsylvania 1:250,000 - UTM",1996,U S Geological Survey,"A Digital Raster Graphic (DRG) is a raster image of a scanned USGS 
topographic or planimetric map including the collar information, georeferenced to 
the UTM grid.",FullMetadataDisplay.aspx?file=drg250k.xml
Total Petroleum Systems - National Assessment of Oil and Gas Project - Appalachian Basin Province (067) Total Petroleum Systems,2002,U S Geological Survey,"The Total Petroleum System is used in the National Assessment Project and incorporates the Assessment Unit, which is the fundamental geologic unit used for the assessment of undiscovered oil and gas resources.  The Total Petroleum System is shown here as a geographic boundary defined and mapped by the geologist responsible for the province and incorporates not only the set of known or postulated oil and (or) gas accumulations, but also the geologic interpretation of the essential elements and processes within the petroleum system that relate to source, generation, migration, accumulation, and trapping of the discovered and undiscovered petroleum resource(s).",FullMetadataDisplay.aspx?file=NAOGP_TotalPetroleumSystems.xml
"U.S. Geological Survey High Resolution Orthoimagery for Erie, Pennsylvania",2009,U S Geological Survey,"One foot GSD, natural color (RGB), 8-bit digital orthophotography for the City of Erie, Pennsylvania. The imagery was collected using the Leica Geosystems ADS40 sensor between April 27th and June 6th, 2009 at an average altitude of 9,600 feet above ground level. The National Elevation Dataset (NED) was used as vertical control. Airborne GPS/IMU data was used as horizontal control. The orthophotography is georeferenced to UTM Zone 17 North, meter units, NAD83, NAVD88. The imagery was produced by Pixxures, Inc. under contract for DigitalGlobe, Inc."" Data received at EROS were reprojected from 1-foot Pennsylvania 3-band, State Plane to 3-band, 0.30 meter UTM Zone 17 and resampled to align to the USNG using the USGS Seamless system. The naming convention is based on the U.S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage. The metadata were imported and updated for display through The National Map Seamless Server at  Chip-level metadata are provided in XML format.",FullMetadataDisplay.aspx?file=NGA_erie_pa200904.xml
"U.S. Geological Survey High Resolution Orthoimagery for Erie, Pennsylvania - Tile Index",2009,U S Geological Survey,"TILE INDEX - One foot GSD, natural color (RGB), 8-bit digital orthophotography for the City of Erie, Pennsylvania. The imagery was collected using the Leica Geosystems ADS40 sensor between April 27th and June 6th, 2009 at an average altitude of 9,600 feet above ground level. The National Elevation Dataset (NED) was used as vertical control. Airborne GPS/IMU data was used as horizontal control. The orthophotography is georeferenced to UTM Zone 17 North, meter units, NAD83, NAVD88. The imagery was produced by Pixxures, Inc. under contract for DigitalGlobe, Inc."" Data received at EROS were reprojected from 1-foot Pennsylvania 3-band, State Plane to 3-band, 0.30 meter UTM Zone 17 and resampled to align to the USNG using the USGS Seamless system. The naming convention is based on the U.S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage. The metadata were imported and updated for display through The National Map Seamless Server at  Chip-level metadata are provided in XML format.",FullMetadataDisplay.aspx?file=NGA_erie_pa200904_TileIndex.xml
"U.S. Geological Survey High Resolution Orthoimagery for Pittsburgh, Pennsylvania",2009,U S Geological Survey,"One foot GSD, natural color (RGB), 8-bit digital orthophotography for the City of PIttsburgh, Pennsylvania. The imagery was collected using the Leica Geosystems ADS40 sensor between April 26th and July 8th, 2009 at an average altitude of 9,600 feet above ground level. The National Elevation Dataset (NED) was used as vertical control. Airborne GPS/IMU data was used as horizontal control. The orthophotography is georeferenced to UTM Zone 17 North, meter units, NAD83, NAVD88. The imagery was produced by Pixxures, Inc. under contract for DigitalGlobe, Inc.""  Data received at EROS were reprojected from 1-foot Pennsylvania 3-band, State Plane to 3-band, 0.30 meter UTM Zone 17 and resampled to align to the USNG using the USGS Seamless system. The naming convention is based on the U.S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage. The metadata were imported and updated for display through The National Map Seamless Server at  Chip-level metadata are provided in XML format.",FullMetadataDisplay.aspx?file=NGA_pittsburgh_pa200904.xml
"U.S. Geological Survey High Resolution Orthoimagery for Pittsburgh, Pennsylvania",2012,U S Geological Survey,"""This task order consists of digital orthophoto production covering the Pittsburgh Area, Pennsylvania."" An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  There is no image overlap between adjacent files.

Data received at Earth Resources Observation and Science Center (EROS) were verified as:
Projection:   NAD_1983_UTM_Zone_17N
Resolution:  0.3000 m
Type:  Natural Color

and resampled to align to the U.S. National Grid (USNG) using The National Map. The naming convention is based on the U.S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage. The metadata were imported and updated for display through The National Map at http://nationalmap.gov/viewer.html    Chip-level metadata are provided in HTML and XML format. Data were compressed utilizing IAS software. The compression was JPEG2000 Lossy Compressed. The file format created was .jp2.",FullMetadataDisplay.aspx?file=NGA_USGS_Pittsburgh2012.xml
"U.S. Geological Survey High Resolution Orthoimagery for Pittsburgh, Pennsylvania - Tile Index",2009,U S Geological Survey,"TILE INDEX - One foot GSD, natural color (RGB), 8-bit digital orthophotography for the City of PIttsburgh, Pennsylvania. The imagery was collected using the Leica Geosystems ADS40 sensor between April 26th and July 8th, 2009 at an average altitude of 9,600 feet above ground level. The National Elevation Dataset (NED) was used as vertical control. Airborne GPS/IMU data was used as horizontal control. The orthophotography is georeferenced to UTM Zone 17 North, meter units, NAD83, NAVD88. The imagery was produced by Pixxures, Inc. under contract for DigitalGlobe, Inc.""  Data received at EROS were reprojected from 1-foot Pennsylvania 3-band, State Plane to 3-band, 0.30 meter UTM Zone 17 and resampled to align to the USNG using the USGS Seamless system. The naming convention is based on the U.S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage. The metadata were imported and updated for display through The National Map Seamless Server at  Chip-level metadata are provided in XML format.",FullMetadataDisplay.aspx?file=NGA_pittsburgh_pa200904_TileIndex.xml
"U.S. Geological Survey High Resolution Orthoimagery for Pittsburgh, Pennsylvania - Tile Index",2012,U S Geological Survey,"TILE INDEX -""This task order consists of digital orthophoto production covering the Pittsburgh Area, Pennsylvania."" An orthoimage is remotely sensed image data in which displacement of features in the image caused by terrain relief and sensor orientation have been mathematically removed. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map.  There is no image overlap between adjacent files.

Data received at Earth Resources Observation and Science Center (EROS) were verified as:
Projection:   NAD_1983_UTM_Zone_17N
Resolution:  0.3000 m
Type:  Natural Color

and resampled to align to the U.S. National Grid (USNG) using The National Map. The naming convention is based on the U.S. National Grid (USNG), taking the coordinates of the SW corner of the orthoimage. The metadata were imported and updated for display through The National Map at http://nationalmap.gov/viewer.html    Chip-level metadata are provided in HTML and XML format. Data were compressed utilizing IAS software. The compression was JPEG2000 Lossy Compressed. The file format created was .jp2.",FullMetadataDisplay.aspx?file=NGA_USGS_Pittsburgh2012_TileIndex.xml
United States Concise - Geographic Names Information System (GNIS),2009,U S Geological Survey,"The Geographic Names Information System (GNIS), developed by the U.S. Geological Survey in cooperation with the U.S. Board on Geographic Names (BGN), contains information about physical and cultural geographic features in the United States and associated areas, both current and historical, but not including roads and highways. The database also contains geographic names in Antarctica. The database holds the Federally recognized name of each feature and defines the location of the feature by state, county, USGS topographic map, and geographic coordinates. Other feature attributes include names or spellings other than the official name, feature designations, feature class, historical and descriptive information, and for some categories of features the geometric boundaries. The database assigns a unique feature identifier, a random number, that is a key for accessing, integrating, or reconciling GNIS data with other data sets. The GNIS is our Nation's official repository of domestic geographic feature names information.",FullMetadataDisplay.aspx?file=GNIS_USConcise2009.xml
United States Historic Features - Geographic Names Information System (GNIS),2009,U S Geological Survey,"The Geographic Names Information System (GNIS), developed by the U.S. Geological Survey in cooperation with the U.S. Board on Geographic Names (BGN), contains information about physical and cultural geographic features in the United States and associated areas, both current and historical, but not including roads and highways. The database also contains geographic names in Antarctica. The database holds the Federally recognized name of each feature and defines the location of the feature by state, county, USGS topographic map, and geographic coordinates. Other feature attributes include names or spellings other than the official name, feature designations, feature class, historical and descriptive information, and for some categories of features the geometric boundaries. The database assigns a unique feature identifier, a random number, that is a key for accessing, integrating, or reconciling GNIS data with other data sets. The GNIS is our Nation's official repository of domestic geographic feature names information.",FullMetadataDisplay.aspx?file=GNIS_HistoricFeatures2009.xml
United States Populated Places - Geographic Names Information System (GNIS),2009,U S Geological Survey,"The Geographic Names Information System (GNIS), developed by the U.S. Geological Survey in cooperation with the U.S. Board on Geographic Names (BGN), contains information about physical and cultural geographic features in the United States and associated areas, both current and historical, but not including roads and highways. The database also contains geographic names in Antarctica. The database holds the Federally recognized name of each feature and defines the location of the feature by state, county, USGS topographic map, and geographic coordinates. Other feature attributes include names or spellings other than the official name, feature designations, feature class, historical and descriptive information, and for some categories of features the geometric boundaries. The database assigns a unique feature identifier, a random number, that is a key for accessing, integrating, or reconciling GNIS data with other data sets. The GNIS is our Nation's official repository of domestic geographic feature names information.",FullMetadataDisplay.aspx?file=GNIS_PopPlaces2009.xml
USGS Geopdf's for Delaware,2011,U S Geological Survey,"About GeoPDF data files

PDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.

The GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.

GeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files.",FullMetadataDisplay.aspx?file=USGS_GEOpdf.xml
USGS Geopdf's for Delaware,2014,U S Geological Survey,"About GeoPDF data files

PDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.

The GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.

GeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files.",FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml
USGS Geopdf's for Delaware - Historic,2011,U S Geological Survey,The USGS Historical Quadrangle Scanning Project (HQSP) is scanning all scales and all editions of topographic maps published by the U.S. Geological Survey (USGS) since the inception of the topographic mapping program in 1884. This map is provided as a general purpose map in GeoPDF for users who are not GIS experts.,FullMetadataDisplay.aspx?file=USGS_GEOpdf_Historical.xml
USGS Geopdf's for District of Columbia,2011,U S Geological Survey,"About GeoPDF data files

PDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.

The GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.

GeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files.",FullMetadataDisplay.aspx?file=USGS_GEOpdf.xml
USGS Geopdf's for District of Columbia,2014,U S Geological Survey,"About GeoPDF data files

PDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.

The GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.

GeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files.",FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml
USGS Geopdf's for District of Columbia - Historic,2011,U S Geological Survey,The USGS Historical Quadrangle Scanning Project (HQSP) is scanning all scales and all editions of topographic maps published by the U.S. Geological Survey (USGS) since the inception of the topographic mapping program in 1884. This map is provided as a general purpose map in GeoPDF for users who are not GIS experts.,FullMetadataDisplay.aspx?file=USGS_GEOpdf_Historical.xml
USGS Geopdf's for Maryland,2011,U S Geological Survey,"About GeoPDF data files

PDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.

The GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.

GeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files.",FullMetadataDisplay.aspx?file=USGS_GEOpdf.xml
USGS Geopdf's for Maryland,2014,U S Geological Survey,"About GeoPDF data files

PDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.

The GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.

GeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files.",FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml
